T,1,1000,1000
V,1,1,5
V,1,2,4,1
V,1,3,5,2
V,1,4,3,3
V,1,5,6,4
V,1,6,1,5
V,1,7,6,6
V,1,8,1,7
V,1,9,4,8
T,2,2000,2000
V,2,1,98
V,2,2,36,1
V,2,3,24,2
V,2,4,167,3
V,2,5,15,4
V,2,6,161,5
T,3,2000,2000
V,3,1,31
V,3,2,9,1
V,3,3,33,2
V,3,4,247,3
V,3,5,105,4
T,4,5000,5000
V,4,1,697
V,4,2,306,1
V,4,3,369,2
V,4,4,255,3
V,4,5,634,4
V,4,6,703,5
T,5,5000,5000
V,5,1,7
V,5,2,3,1
V,5,3,3,2
V,5,4,28,3
V,5,5,1,4
V,5,6,14,5
V,5,7,5,6
T,6,5000,5000
V,6,1,2
V,6,2,27,1
V,6,3,16,2
V,6,4,141,3
V,6,5,6,4
V,6,6,48,5
V,6,7,9,6
V,6,8,94,7
V,6,9,102,8
V,6,10,30,9
T,7,10000,10000
V,7,1,2139
V,7,2,259,1
V,7,3,541,2
V,7,4,2937,3
V,7,5,1860,4
V,7,6,4,5
T,8,10000,10000
V,8,1,40
V,8,2,373,1
V,8,3,14,2
V,8,4,222,3
V,8,5,274,4
T,9,10000,10000
V,9,1,39
V,9,2,29,1
V,9,3,3,2
V,9,4,2,3
V,9,5,31,4
V,9,6,83,5
V,9,7,4,6
V,9,8,10,7
V,9,9,16,8
T,10,10000,10000
V,10,1,717
V,10,2,291,1
V,10,3,828,2
V,10,4,20,3
V,10,5,1164,4
V,10,6,272,5
T,11,10000,10000
V,11,1,643
V,11,2,15,1
V,11,3,211,2
V,11,4,193,3
V,11,5,289,4
T,12,10000,10000
V,12,1,164
V,12,2,183,1
V,12,3,5,2
V,12,4,1,3
V,12,5,51,4
T,13,10000,10000
V,13,1,10
V,13,2,19,1
V,13,3,34,2
V,13,4,3,3
V,13,5,5,4
T,14,10000,10000
V,14,1,85
V,14,2,507,1
V,14,3,257,2
V,14,4,372,3
V,14,5,52,4
T,15,20000,20000
V,15,1,8
V,15,2,5,1
V,15,3,8,2
V,15,4,8,3
V,15,5,6,4
V,15,6,1,5
V,15,7,2,6
V,15,8,20,7
V,15,9,4,8
T,16,20000,20000
V,16,1,2751
V,16,2,233,1
V,16,3,211,2
V,16,4,1836,3
V,16,5,23,4
T,17,20000,20000
V,17,1,14
V,17,2,45,1
V,17,3,227,2
V,17,4,250,3
V,17,5,363,4
V,17,6,135,5
V,17,7,14,6
V,17,8,146,7
V,17,9,149,8
T,18,20000,20000
V,18,1,1843
V,18,2,83,1
V,18,3,606,2
V,18,4,541,3
V,18,5,1281,4
V,18,6,122,5
V,18,7,1801,6
V,18,8,475,7
V,18,9,412,8
T,19,50000,50000
V,19,1,267
V,19,2,98,1
V,19,3,1901,2
V,19,4,382,3
V,19,5,2009,4
T,20,100000,100000
V,20,1,1549
V,20,2,1103,1
V,20,3,1508,2
V,20,4,1202,3
V,20,5,3063,4
V,20,6,6496,5
V,20,7,5318,6
T,21,100000,100000
V,21,1,640
V,21,2,1392,1
V,21,3,116,2
V,21,4,161,3
V,21,5,1136,4
V,21,6,142,5
V,21,7,1194,6
V,21,8,1,7
T,22,100000,100000
V,22,1,3842
V,22,2,11760,1
V,22,3,750,2
V,22,4,11619,3
V,22,5,11826,4
V,22,6,144,5
V,22,7,644,6
V,22,8,2015,7
T,23,100000,100000
V,23,1,3181
V,23,2,414,1
V,23,3,443,2
V,23,4,3681,3
V,23,5,5007,4
V,23,6,980,5
V,23,7,134,6
T,24,100000,100000
V,24,1,9027
V,24,2,3991,1
V,24,3,2194,2
V,24,4,357,3
V,24,5,27272,4
V,24,6,6768,5
V,24,7,406,6
