T,1,1000,1000
V,1,1,4
V,1,2,18,1
V,1,3,17,2
V,1,4,20,3
V,1,5,26,4
V,1,6,26,5
V,1,7,14,6
V,1,8,5,7
T,2,1000,1000
V,2,1,27
V,2,2,23,1
V,2,3,13,2
V,2,4,41,3
V,2,5,3,4
V,2,6,16,5
T,3,2000,2000
V,3,1,35
V,3,2,5,1
V,3,3,30,2
V,3,4,19,3
V,3,5,36,4
V,3,6,15,5
V,3,7,119,6
V,3,8,89,7
V,3,9,37,8
T,4,10000,10000
V,4,1,67
V,4,2,24,1
V,4,3,53,2
V,4,4,209,3
V,4,5,193,4
V,4,6,49,5
V,4,7,233,6
V,4,8,64,7
V,4,9,142,8
V,4,10,12,9
T,5,10000,10000
V,5,1,183
V,5,2,226,1
V,5,3,173,2
V,5,4,340,3
V,5,5,294,4
T,6,10000,10000
V,6,1,105
V,6,2,2,1
V,6,3,10,2
V,6,4,193,3
V,6,5,57,4
V,6,6,59,5
T,7,10000,10000
V,7,1,1
V,7,2,143,1
V,7,3,54,2
V,7,4,8,3
V,7,5,18,4
V,7,6,30,5
V,7,7,13,6
V,7,8,77,7
V,7,9,57,8
V,7,10,6,9
T,8,10000,10000
V,8,1,735
V,8,2,181,1
V,8,3,667,2
V,8,4,139,3
V,8,5,1165,4
T,9,10000,10000
V,9,1,737
V,9,2,1862,1
V,9,3,235,2
V,9,4,1258,3
V,9,5,164,4
V,9,6,225,5
V,9,7,56,6
V,9,8,115,7
V,9,9,226,8
T,10,10000,10000
V,10,1,41
V,10,2,180,1
V,10,3,83,2
V,10,4,2,3
V,10,5,325,4
V,10,6,173,5
T,11,10000,10000
V,11,1,94
V,11,2,13,1
V,11,3,26,2
V,11,4,161,3
V,11,5,52,4
V,11,6,102,5
V,11,7,17,6
V,11,8,174,7
V,11,9,90,8
V,11,10,115,9
T,12,20000,20000
V,12,1,62
V,12,2,2,1
V,12,3,169,2
V,12,4,197,3
V,12,5,331,4
V,12,6,158,5
V,12,7,213,6
V,12,8,331,7
V,12,9,16,8
T,13,20000,20000
V,13,1,20
V,13,2,14,1
V,13,3,28,2
V,13,4,36,3
V,13,5,15,4
V,13,6,72,5
V,13,7,21,6
V,13,8,46,7
V,13,9,16,8
V,13,10,15,9
T,14,20000,20000
V,14,1,2246
V,14,2,1561,1
V,14,3,714,2
V,14,4,54,3
V,14,5,181,4
T,15,20000,20000
V,15,1,273
V,15,2,191,1
V,15,3,142,2
V,15,4,17,3
V,15,5,342,4
V,15,6,75,5
V,15,7,262,6
T,16,20000,20000
V,16,1,49
V,16,2,428,1
V,16,3,170,2
V,16,4,662,3
V,16,5,14,4
V,16,6,37,5
T,17,20000,20000
V,17,1,13
V,17,2,27,1
V,17,3,9,2
V,17,4,36,3
V,17,5,55,4
V,17,6,10,5
V,17,7,9,6
V,17,8,35,7
V,17,9,34,8
V,17,10,14,9
T,18,50000,50000
V,18,1,7381
V,18,2,1454,1
V,18,3,1775,2
V,18,4,1369,3
V,18,5,3622,4
V,18,6,4251,5
T,19,50000,50000
V,19,1,491
V,19,2,863,1
V,19,3,986,2
V,19,4,153,3
V,19,5,1734,4
V,19,6,1521,5
T,20,50000,50000
V,20,1,1043
V,20,2,1413,1
V,20,3,2715,2
V,20,4,24,3
V,20,5,1841,4
V,20,6,605,5
V,20,7,2127,6
V,20,8,3065,7
V,20,9,2830,8
T,21,100000,100000
V,21,1,2177
V,21,2,3192,1
V,21,3,105,2
V,21,4,406,3
V,21,5,66,4
V,21,6,3179,5
T,22,100000,100000
V,22,1,2909
V,22,2,462,1
V,22,3,1024,2
V,22,4,257,3
V,22,5,2326,4
V,22,6,7196,5
V,22,7,1400,6
V,22,8,128,7
V,22,9,190,8
T,23,100000,100000
V,23,1,61
V,23,2,387,1
V,23,3,299,2
V,23,4,115,3
V,23,5,1194,4
V,23,6,1430,5
V,23,7,2552,6
T,24,100000,100000
V,24,1,60
V,24,2,1648,1
V,24,3,82,2
V,24,4,1877,3
V,24,5,8458,4
V,24,6,3725,5
V,24,7,20,6
V,24,8,432,7
V,24,9,1401,8
V,24,10,25,9
T,25,100000,100000
V,25,1,642
V,25,2,1464,1
V,25,3,1444,2
V,25,4,1152,3
V,25,5,1777,4
V,25,6,9207,5
T,26,100000,100000
V,26,1,976
V,26,2,3691,1
V,26,3,650,2
V,26,4,763,3
V,26,5,826,4
V,26,6,4491,5
T,27,100000,100000
V,27,1,2398
V,27,2,519,1
V,27,3,472,2
V,27,4,944,3
V,27,5,182,4
V,27,6,184,5
V,27,7,172,6
V,27,8,931,7
V,27,9,387,8
T,28,100000,100000
V,28,1,2736
V,28,2,7614,1
V,28,3,4914,2
V,28,4,422,3
V,28,5,8637,4
V,28,6,7240,5
V,28,7,1913,6
V,28,8,618,7
V,28,9,2225,8
T,29,100000,100000
V,29,1,2459
V,29,2,1114,1
V,29,3,1859,2
V,29,4,155,3
V,29,5,151,4
V,29,6,353,5
V,29,7,68,6
V,29,8,24,7
V,29,9,142,8
T,30,100000,100000
V,30,1,3101
V,30,2,5185,1
V,30,3,3276,2
V,30,4,16550,3
V,30,5,4011,4
T,31,100000,100000
V,31,1,222
V,31,2,320,1
V,31,3,1495,2
V,31,4,177,3
V,31,5,868,4
V,31,6,2377,5
V,31,7,1136,6
V,31,8,1321,7
V,31,9,387,8
V,31,10,1211,9
T,32,200000,200000
V,32,1,3961
V,32,2,1525,1
V,32,3,508,2
V,32,4,3079,3
V,32,5,2143,4
V,32,6,1760,5
V,32,7,3617,6
V,32,8,9112,7
V,32,9,6319,8
