T,1,1000,1000
V,1,1,5
V,1,2,20,1
V,1,3,1,2
V,1,4,12,3
V,1,5,3,4
V,1,6,38,5
V,1,7,29,6
V,1,8,18,7
V,1,9,4,8
V,1,10,1,9
T,2,2000,2000
V,2,1,28
V,2,2,22,1
V,2,3,56,2
V,2,4,8,3
V,2,5,173,4
V,2,6,123,5
V,2,7,99,6
V,2,8,409,7
T,3,2000,2000
V,3,1,2
V,3,2,4,1
V,3,3,2,2
V,3,4,3,3
V,3,5,2,4
V,3,6,1,5
V,3,7,11,6
V,3,8,9,7
V,3,9,1,8
T,4,5000,5000
V,4,1,77
V,4,2,136,1
V,4,3,272,2
V,4,4,12,3
V,4,5,7,4
V,4,6,36,5
T,5,5000,5000
V,5,1,13
V,5,2,37,1
V,5,3,27,2
V,5,4,1,3
V,5,5,12,4
V,5,6,54,5
V,5,7,29,6
V,5,8,14,7
V,5,9,8,8
V,5,10,2,9
T,6,10000,10000
V,6,1,80
V,6,2,2,1
V,6,3,277,2
V,6,4,200,3
V,6,5,202,4
V,6,6,136,5
V,6,7,219,6
V,6,8,133,7
V,6,9,259,8
T,7,10000,10000
V,7,1,27
V,7,2,2,1
V,7,3,46,2
V,7,4,201,3
V,7,5,18,4
V,7,6,13,5
V,7,7,11,6
V,7,8,12,7
V,7,9,22,8
T,8,10000,10000
V,8,1,978
V,8,2,22,1
V,8,3,349,2
V,8,4,211,3
V,8,5,273,4
V,8,6,368,5
V,8,7,1229,6
V,8,8,44,7
T,9,10000,10000
V,9,1,1530
V,9,2,425,1
V,9,3,201,2
V,9,4,204,3
V,9,5,934,4
V,9,6,712,5
V,9,7,66,6
T,10,10000,10000
V,10,1,6
V,10,2,43,1
V,10,3,27,2
V,10,4,2,3
V,10,5,8,4
V,10,6,5,5
V,10,7,108,6
V,10,8,12,7
V,10,9,45,8
V,10,10,4,9
T,11,10000,10000
V,11,1,20
V,11,2,41,1
V,11,3,34,2
V,11,4,3,3
V,11,5,2,4
V,11,6,24,5
V,11,7,2,6
T,12,20000,20000
V,12,1,486
V,12,2,6,1
V,12,3,202,2
V,12,4,338,3
V,12,5,328,4
T,13,20000,20000
V,13,1,185
V,13,2,89,1
V,13,3,59,2
V,13,4,81,3
V,13,5,297,4
V,13,6,67,5
V,13,7,81,6
V,13,8,132,7
T,14,20000,20000
V,14,1,501
V,14,2,1864,1
V,14,3,308,2
V,14,4,395,3
V,14,5,100,4
T,15,20000,20000
V,15,1,995
V,15,2,700,1
V,15,3,251,2
V,15,4,125,3
V,15,5,1499,4
V,15,6,700,5
V,15,7,216,6
T,16,20000,20000
V,16,1,40
V,16,2,159,1
V,16,3,288,2
V,16,4,377,3
V,16,5,408,4
V,16,6,90,5
V,16,7,13,6
V,16,8,91,7
V,16,9,205,8
V,16,10,349,9
T,17,20000,20000
V,17,1,506
V,17,2,124,1
V,17,3,5,2
V,17,4,92,3
V,17,5,257,4
V,17,6,314,5
V,17,7,3,6
V,17,8,174,7
V,17,9,130,8
T,18,20000,20000
V,18,1,49
V,18,2,108,1
V,18,3,66,2
V,18,4,1135,3
V,18,5,98,4
V,18,6,208,5
V,18,7,217,6
T,19,50000,50000
V,19,1,19
V,19,2,13,1
V,19,3,5,2
V,19,4,59,3
V,19,5,103,4
V,19,6,126,5
V,19,7,74,6
V,19,8,3,7
T,20,50000,50000
V,20,1,982
V,20,2,1003,1
V,20,3,392,2
V,20,4,503,3
V,20,5,310,4
V,20,6,38,5
V,20,7,32,6
V,20,8,290,7
V,20,9,93,8
T,21,50000,50000
V,21,1,5970
V,21,2,12287,1
V,21,3,13729,2
V,21,4,2401,3
V,21,5,6116,4
T,22,100000,100000
V,22,1,114
V,22,2,970,1
V,22,3,626,2
V,22,4,191,3
V,22,5,334,4
V,22,6,160,5
V,22,7,593,6
V,22,8,216,7
T,23,100000,100000
V,23,1,1141
V,23,2,131,1
V,23,3,1667,2
V,23,4,822,3
V,23,5,60,4
V,23,6,7,5
