T,1,2000,2000
V,1,1,1
V,1,2,1,1
V,1,3,1,2
V,1,4,1,3
V,1,5,1,4
V,1,6,1,5
V,1,7,1,6
V,1,8,1,7
T,2,10000,10000
V,2,1,6
V,2,2,9,1
V,2,3,24,2
V,2,4,9,3
V,2,5,28,4
V,2,6,11,5
V,2,7,25,6
V,2,8,7,7
V,2,9,39,8
V,2,10,6,9
T,3,10000,10000
V,3,1,167
V,3,2,10,1
V,3,3,710,2
V,3,4,536,3
V,3,5,669,4
V,3,6,30,5
T,4,10000,10000
V,4,1,2421
V,4,2,131,1
V,4,3,2507,2
V,4,4,531,3
V,4,5,40,4
T,5,10000,10000
V,5,1,1365
V,5,2,81,1
V,5,3,1063,2
V,5,4,237,3
V,5,5,1549,4
V,5,6,3303,5
T,6,10000,10000
V,6,1,764
V,6,2,181,1
V,6,3,35,2
V,6,4,409,3
V,6,5,681,4
V,6,6,19,5
V,6,7,67,6
V,6,8,921,7
V,6,9,3,8
V,6,10,48,9
T,7,10000,10000
V,7,1,3
V,7,2,158,1
V,7,3,364,2
V,7,4,219,3
V,7,5,58,4
V,7,6,44,5
V,7,7,130,6
V,7,8,281,7
V,7,9,44,8
T,8,10000,10000
V,8,1,3
V,8,2,3,1
V,8,3,3,2
V,8,4,2,3
V,8,5,1,4
V,8,6,1,5
V,8,7,2,6
V,8,8,1,7
V,8,9,1,8
V,8,10,1,9
T,9,20000,20000
V,9,1,1608
V,9,2,268,1
V,9,3,741,2
V,9,4,1377,3
V,9,5,1395,4
V,9,6,635,5
V,9,7,29,6
V,9,8,538,7
T,10,20000,20000
V,10,1,134
V,10,2,8203,1
V,10,3,2622,2
V,10,4,1792,3
V,10,5,4634,4
V,10,6,85,5
V,10,7,1472,6
T,11,20000,20000
V,11,1,1041
V,11,2,2471,1
V,11,3,434,2
V,11,4,2565,3
V,11,5,515,4
V,11,6,259,5
V,11,7,3396,6
V,11,8,545,7
V,11,9,1456,8
T,12,20000,20000
V,12,1,6300
V,12,2,1839,1
V,12,3,412,2
V,12,4,2548,3
V,12,5,565,4
V,12,6,1085,5
V,12,7,696,6
T,13,20000,20000
V,13,1,842
V,13,2,282,1
V,13,3,2276,2
V,13,4,634,3
V,13,5,2729,4
V,13,6,1332,5
V,13,7,1325,6
V,13,8,117,7
V,13,9,3851,8
V,13,10,3148,9
T,14,100000,100000
V,14,1,1649
V,14,2,8037,1
V,14,3,17164,2
V,14,4,11083,3
V,14,5,10042,4
V,14,6,12144,5
T,15,100000,100000
V,15,1,1781
V,15,2,718,1
V,15,3,509,2
V,15,4,691,3
V,15,5,2749,4
V,15,6,2594,5
V,15,7,1014,6
V,15,8,4329,7
T,16,100000,100000
V,16,1,1440
V,16,2,4413,1
V,16,3,3528,2
V,16,4,5294,3
V,16,5,1920,4
V,16,6,1424,5
V,16,7,2892,6
V,16,8,297,7
V,16,9,4084,8
