T,1,1000,1000
V,1,1,37
V,1,2,125,1
V,1,3,107,2
V,1,4,40,3
V,1,5,24,4
V,1,6,23,5
V,1,7,4,6
V,1,8,16,7
T,2,5000,5000
V,2,1,50
V,2,2,30,1
V,2,3,287,2
V,2,4,54,3
V,2,5,435,4
V,2,6,84,5
V,2,7,17,6
V,2,8,128,7
T,3,5000,5000
V,3,1,441
V,3,2,448,1
V,3,3,358,2
V,3,4,105,3
V,3,5,253,4
T,4,10000,10000
V,4,1,126
V,4,2,87,1
V,4,3,28,2
V,4,4,8,3
V,4,5,69,4
V,4,6,34,5
V,4,7,99,6
T,5,10000,10000
V,5,1,433
V,5,2,885,1
V,5,3,23,2
V,5,4,76,3
V,5,5,135,4
V,5,6,48,5
V,5,7,6,6
V,5,8,212,7
V,5,9,137,8
V,5,10,229,9
T,6,10000,10000
V,6,1,113
V,6,2,28,1
V,6,3,168,2
V,6,4,1193,3
V,6,5,743,4
T,7,10000,10000
V,7,1,762
V,7,2,1367,1
V,7,3,1220,2
V,7,4,585,3
V,7,5,352,4
V,7,6,2820,5
V,7,7,160,6
V,7,8,142,7
V,7,9,1020,8
V,7,10,784,9
T,8,10000,10000
V,8,1,1025
V,8,2,820,1
V,8,3,189,2
V,8,4,3788,3
V,8,5,1128,4
V,8,6,169,5
V,8,7,773,6
V,8,8,133,7
T,9,10000,10000
V,9,1,119
V,9,2,265,1
V,9,3,187,2
V,9,4,328,3
V,9,5,31,4
V,9,6,351,5
V,9,7,374,6
V,9,8,44,7
T,10,10000,10000
V,10,1,1239
V,10,2,1450,1
V,10,3,962,2
V,10,4,640,3
V,10,5,390,4
V,10,6,386,5
V,10,7,253,6
T,11,20000,20000
V,11,1,1451
V,11,2,2837,1
V,11,3,1187,2
V,11,4,3044,3
V,11,5,729,4
V,11,6,766,5
V,11,7,1369,6
T,12,20000,20000
V,12,1,181
V,12,2,163,1
V,12,3,27,2
V,12,4,15,3
V,12,5,274,4
T,13,20000,20000
V,13,1,9
V,13,2,13,1
V,13,3,265,2
V,13,4,337,3
V,13,5,2549,4
V,13,6,623,5
V,13,7,289,6
V,13,8,9,7
V,13,9,743,8
V,13,10,592,9
T,14,100000,100000
V,14,1,2611
V,14,2,23926,1
V,14,3,8803,2
V,14,4,11066,3
V,14,5,6536,4
V,14,6,20755,5
V,14,7,8197,6
V,14,8,12321,7
T,15,100000,100000
V,15,1,6232
V,15,2,6987,1
V,15,3,4295,2
V,15,4,770,3
V,15,5,16354,4
V,15,6,20918,5
V,15,7,527,6
T,16,100000,100000
V,16,1,384
V,16,2,3599,1
V,16,3,5394,2
V,16,4,1354,3
V,16,5,7134,4
V,16,6,2742,5
