T,1,10000,10000
V,1,1,374
V,1,2,387,1
V,1,3,118,2
V,1,4,126,3
V,1,5,91,4
V,1,6,48,5
V,1,7,564,6
V,1,8,63,7
T,2,20000,20000
V,2,1,82
V,2,2,67,1
V,2,3,12,2
V,2,4,209,3
V,2,5,10,4
V,2,6,75,5
V,2,7,36,6
V,2,8,58,7
T,3,50000,50000
V,3,1,11673
V,3,2,2422,1
V,3,3,572,2
V,3,4,2647,3
V,3,5,277,4
V,3,6,9025,5
V,3,7,6960,6
T,4,200000,200000
V,4,1,8337
V,4,2,13974,1
V,4,3,9336,2
V,4,4,42114,3
V,4,5,12619,4
T,5,1000000,1000000
V,5,1,29009
V,5,2,28165,1
V,5,3,14724,2
V,5,4,2979,3
V,5,5,55120,4
V,5,6,76193,5
V,5,7,13068,6
T,6,1000000,1000000
V,6,1,24414
V,6,2,485,1
V,6,3,2925,2
V,6,4,1223,3
V,6,5,8774,4
V,6,6,7381,5
V,6,7,2945,6
V,6,8,4480,7
V,6,9,2428,8
V,6,10,18458,9
