T,1,20000,20000
V,1,1,2817
V,1,2,2825,1
V,1,3,3563,2
V,1,4,3158,3
V,1,5,5271,4
T,2,20000,20000
V,2,1,182
V,2,2,841,1
V,2,3,252,2
V,2,4,416,3
V,2,5,1405,4
V,2,6,909,5
T,3,20000,20000
V,3,1,3742
V,3,2,1472,1
V,3,3,414,2
V,3,4,547,3
V,3,5,2401,4
T,4,20000,20000
V,4,1,174
V,4,2,53,1
V,4,3,1049,2
V,4,4,1933,3
V,4,5,2362,4
V,4,6,2685,5
V,4,7,7,6
V,4,8,2017,7
V,4,9,626,8
V,4,10,1588,9
T,5,50000,50000
V,5,1,986
V,5,2,490,1
V,5,3,550,2
V,5,4,3557,3
V,5,5,629,4
V,5,6,576,5
V,5,7,457,6
V,5,8,893,7
V,5,9,2796,8
V,5,10,806,9
T,6,1000000,1000000
V,6,1,59134
V,6,2,36783,1
V,6,3,69366,2
V,6,4,100174,3
V,6,5,39073,4
V,6,6,18149,5
V,6,7,253845,6
V,6,8,78648,7
V,6,9,175566,8
