T,1,10000,10000
V,1,1,40
V,1,2,111,1
V,1,3,515,2
V,1,4,1523,3
V,1,5,94,4
T,2,20000,20000
V,2,1,957
V,2,2,645,1
V,2,3,1204,2
V,2,4,685,3
V,2,5,2002,4
V,2,6,3601,5
V,2,7,230,6
V,2,8,1105,7
V,2,9,1510,8
V,2,10,1268,9
T,3,50000,50000
V,3,1,10653
V,3,2,1086,1
V,3,3,10617,2
V,3,4,7246,3
V,3,5,9686,4
T,4,100000,100000
V,4,1,4224
V,4,2,870,1
V,4,3,1041,2
V,4,4,13916,3
V,4,5,5880,4
V,4,6,2138,5
T,5,100000,100000
V,5,1,2105
V,5,2,1872,1
V,5,3,89,2
V,5,4,6733,3
V,5,5,7235,4
V,5,6,9837,5
T,6,1000000,1000000
V,6,1,118412
V,6,2,11570,1
V,6,3,74354,2
V,6,4,504830,3
V,6,5,34688,4
V,6,6,71888,5
V,6,7,102582,6
V,6,8,48601,7
