T,1,1000,1000
V,1,1,1
V,1,2,3,1
V,1,3,3,2
V,1,4,2,3
V,1,5,3,4
V,1,6,1,5
V,1,7,1,6
V,1,8,4,7
V,1,9,1,8
T,2,1000,1000
V,2,1,1
V,2,2,19,1
V,2,3,5,2
V,2,4,1,3
V,2,5,1,4
V,2,6,1,5
T,3,1000,1000
V,3,1,2
V,3,2,5,1
V,3,3,4,2
V,3,4,1,3
V,3,5,3,4
V,3,6,6,5
V,3,7,9,6
V,3,8,18,7
V,3,9,2,8
T,4,5000,5000
V,4,1,6
V,4,2,9,1
V,4,3,4,2
V,4,4,12,3
V,4,5,4,4
V,4,6,16,5
V,4,7,3,6
T,5,10000,10000
V,5,1,116
V,5,2,118,1
V,5,3,265,2
V,5,4,21,3
V,5,5,190,4
V,5,6,154,5
V,5,7,452,6
T,6,20000,20000
V,6,1,268
V,6,2,189,1
V,6,3,450,2
V,6,4,35,3
V,6,5,37,4
T,7,20000,20000
V,7,1,10
V,7,2,9,1
V,7,3,40,2
V,7,4,5,3
V,7,5,3,4
V,7,6,14,5
T,8,20000,20000
V,8,1,105
V,8,2,11,1
V,8,3,17,2
V,8,4,58,3
V,8,5,38,4
V,8,6,59,5
T,9,50000,50000
V,9,1,102
V,9,2,50,1
V,9,3,10,2
V,9,4,181,3
V,9,5,95,4
T,10,50000,50000
V,10,1,941
V,10,2,728,1
V,10,3,102,2
V,10,4,16,3
V,10,5,365,4
V,10,6,306,5
V,10,7,503,6
V,10,8,514,7
T,11,100000,100000
V,11,1,17
V,11,2,10,1
V,11,3,273,2
V,11,4,280,3
V,11,5,203,4
V,11,6,809,5
V,11,7,27,6
V,11,8,82,7
T,12,100000,100000
V,12,1,188
V,12,2,426,1
V,12,3,206,2
V,12,4,86,3
V,12,5,50,4
V,12,6,52,5
V,12,7,94,6
V,12,8,14,7
V,12,9,137,8
