T,1,1000,1000
V,1,1,1
V,1,2,1,1
V,1,3,1,2
V,1,4,1,3
V,1,5,1,4
V,1,6,1,5
V,1,7,1,6
V,1,8,1,7
V,1,9,1,8
V,1,10,1,9
T,2,1000,1000
V,2,1,1
V,2,2,1,1
V,2,3,1,2
V,2,4,1,3
V,2,5,1,4
V,2,6,1,5
V,2,7,1,6
V,2,8,1,7
T,3,2000,2000
V,3,1,6
V,3,2,3,1
V,3,3,2,2
V,3,4,1,3
V,3,5,1,4
V,3,6,2,5
V,3,7,1,6
T,4,10000,10000
V,4,1,4
V,4,2,1,1
V,4,3,4,2
V,4,4,6,3
V,4,5,1,4
V,4,6,3,5
V,4,7,2,6
V,4,8,3,7
T,5,10000,10000
V,5,1,193
V,5,2,207,1
V,5,3,80,2
V,5,4,14,3
V,5,5,286,4
V,5,6,77,5
V,5,7,234,6
T,6,10000,10000
V,6,1,360
V,6,2,60,1
V,6,3,171,2
V,6,4,331,3
V,6,5,42,4
V,6,6,39,5
V,6,7,12,6
T,7,10000,10000
V,7,1,45
V,7,2,30,1
V,7,3,1,2
V,7,4,54,3
V,7,5,31,4
V,7,6,10,5
V,7,7,2,6
V,7,8,10,7
V,7,9,3,8
V,7,10,9,9
T,8,10000,10000
V,8,1,52
V,8,2,11,1
V,8,3,31,2
V,8,4,19,3
V,8,5,4,4
V,8,6,2,5
V,8,7,15,6
V,8,8,6,7
T,9,20000,20000
V,9,1,24
V,9,2,24,1
V,9,3,5,2
V,9,4,16,3
V,9,5,13,4
V,9,6,21,5
T,10,20000,20000
V,10,1,289
V,10,2,113,1
V,10,3,249,2
V,10,4,55,3
V,10,5,18,4
V,10,6,111,5
V,10,7,93,6
T,11,50000,50000
V,11,1,36
V,11,2,23,1
V,11,3,61,2
V,11,4,24,3
V,11,5,11,4
V,11,6,48,5
V,11,7,168,6
V,11,8,74,7
V,11,9,9,8
T,12,100000,100000
V,12,1,69
V,12,2,356,1
V,12,3,14,2
V,12,4,253,3
V,12,5,565,4
V,12,6,194,5
V,12,7,1014,6
T,13,100000,100000
V,13,1,171
V,13,2,109,1
V,13,3,153,2
V,13,4,190,3
V,13,5,495,4
V,13,6,77,5
T,14,100000,100000
V,14,1,581
V,14,2,384,1
V,14,3,51,2
V,14,4,327,3
V,14,5,132,4
V,14,6,1317,5
V,14,7,367,6
V,14,8,483,7
V,14,9,334,8
T,15,100000,100000
V,15,1,79
V,15,2,40,1
V,15,3,74,2
V,15,4,32,3
V,15,5,120,4
T,16,100000,100000
V,16,1,32
V,16,2,60,1
V,16,3,78,2
V,16,4,99,3
V,16,5,130,4
