T,1,2000,2000
V,1,1,13
V,1,2,1,1
V,1,3,7,2
V,1,4,3,3
V,1,5,29,4
T,2,2000,2000
V,2,1,1
V,2,2,1,1
V,2,3,6,2
V,2,4,26,3
V,2,5,2,4
V,2,6,2,5
T,3,5000,5000
V,3,1,7
V,3,2,20,1
V,3,3,157,2
V,3,4,96,3
V,3,5,8,4
V,3,6,34,5
V,3,7,2,6
V,3,8,6,7
T,4,10000,10000
V,4,1,18
V,4,2,126,1
V,4,3,6,2
V,4,4,130,3
V,4,5,3,4
V,4,6,70,5
T,5,10000,10000
V,5,1,4
V,5,2,2,1
V,5,3,1,2
V,5,4,3,3
V,5,5,5,4
V,5,6,2,5
V,5,7,6,6
V,5,8,3,7
V,5,9,1,8
V,5,10,7,9
T,6,10000,10000
V,6,1,47
V,6,2,90,1
V,6,3,7,2
V,6,4,49,3
V,6,5,249,4
V,6,6,1,5
T,7,10000,10000
V,7,1,1
V,7,2,21,1
V,7,3,3,2
V,7,4,6,3
V,7,5,30,4
V,7,6,2,5
V,7,7,18,6
T,8,10000,10000
V,8,1,6
V,8,2,11,1
V,8,3,21,2
V,8,4,20,3
V,8,5,5,4
V,8,6,17,5
V,8,7,9,6
T,9,10000,10000
V,9,1,1
V,9,2,1,1
V,9,3,1,2
V,9,4,1,3
V,9,5,1,4
T,10,20000,20000
V,10,1,17
V,10,2,37,1
V,10,3,57,2
V,10,4,129,3
V,10,5,214,4
V,10,6,222,5
T,11,20000,20000
V,11,1,8
V,11,2,2,1
V,11,3,14,2
V,11,4,22,3
V,11,5,1,4
V,11,6,38,5
V,11,7,16,6
T,12,20000,20000
V,12,1,62
V,12,2,224,1
V,12,3,26,2
V,12,4,35,3
V,12,5,38,4
V,12,6,42,5
V,12,7,31,6
T,13,20000,20000
V,13,1,26
V,13,2,27,1
V,13,3,46,2
V,13,4,7,3
V,13,5,15,4
V,13,6,64,5
V,13,7,30,6
V,13,8,23,7
V,13,9,16,8
V,13,10,21,9
T,14,100000,100000
V,14,1,613
V,14,2,71,1
V,14,3,1144,2
V,14,4,465,3
V,14,5,529,4
V,14,6,769,5
V,14,7,794,6
V,14,8,348,7
V,14,9,1336,8
T,15,100000,100000
V,15,1,1403
V,15,2,901,1
V,15,3,1677,2
V,15,4,1096,3
V,15,5,431,4
T,16,100000,100000
V,16,1,38
V,16,2,7,1
V,16,3,48,2
V,16,4,120,3
V,16,5,25,4
V,16,6,40,5
V,16,7,2,6
V,16,8,2,7
V,16,9,4,8
V,16,10,140,9
