T,1,2000,2000
V,1,1,113
V,1,2,39,1
V,1,3,334,2
V,1,4,19,3
V,1,5,104,4
T,2,2000,2000
V,2,1,7
V,2,2,69,1
V,2,3,219,2
V,2,4,82,3
V,2,5,14,4
V,2,6,38,5
V,2,7,62,6
V,2,8,23,7
T,3,5000,5000
V,3,1,1
V,3,2,1,1
V,3,3,1,2
V,3,4,1,3
V,3,5,1,4
V,3,6,1,5
V,3,7,1,6
V,3,8,1,7
V,3,9,1,8
V,3,10,1,9
T,4,10000,10000
V,4,1,79
V,4,2,816,1
V,4,3,376,2
V,4,4,77,3
V,4,5,10,4
T,5,10000,10000
V,5,1,383
V,5,2,2944,1
V,5,3,264,2
V,5,4,3252,3
V,5,5,407,4
V,5,6,113,5
V,5,7,1510,6
T,6,10000,10000
V,6,1,25
V,6,2,4,1
V,6,3,81,2
V,6,4,3,3
V,6,5,12,4
V,6,6,33,5
V,6,7,16,6
V,6,8,5,7
V,6,9,24,8
