T,1,1000,1000
V,1,1,153
V,1,2,85,1
V,1,3,22,2
V,1,4,108,3
V,1,5,190,4
V,1,6,65,5
V,1,7,66,6
T,2,10000,10000
V,2,1,4
V,2,2,24,1
V,2,3,521,2
V,2,4,56,3
V,2,5,429,4
T,3,10000,10000
V,3,1,509
V,3,2,275,1
V,3,3,175,2
V,3,4,250,3
V,3,5,1126,4
V,3,6,679,5
V,3,7,172,6
V,3,8,2269,7
V,3,9,634,8
T,4,20000,20000
V,4,1,10
V,4,2,88,1
V,4,3,17,2
V,4,4,24,3
V,4,5,12,4
V,4,6,11,5
V,4,7,29,6
V,4,8,17,7
V,4,9,45,8
V,4,10,28,9
T,5,100000,100000
V,5,1,1695
V,5,2,4796,1
V,5,3,2356,2
V,5,4,240,3
V,5,5,2552,4
T,6,100000,100000
V,6,1,1350
V,6,2,2520,1
V,6,3,532,2
V,6,4,646,3
V,6,5,1298,4
V,6,6,91,5
V,6,7,792,6
