T,1,10000,10000
V,1,1,80
V,1,2,963,1
V,1,3,801,2
V,1,4,63,3
V,1,5,500,4
V,1,6,486,5
T,2,10000,10000
V,2,1,31
V,2,2,34,1
V,2,3,20,2
V,2,4,10,3
V,2,5,15,4
V,2,6,1,5
V,2,7,18,6
T,3,10000,10000
V,3,1,525
V,3,2,458,1
V,3,3,33,2
V,3,4,138,3
V,3,5,36,4
V,3,6,1006,5
T,4,20000,20000
V,4,1,134
V,4,2,271,1
V,4,3,496,2
V,4,4,1358,3
V,4,5,1626,4
V,4,6,486,5
V,4,7,906,6
V,4,8,925,7
V,4,9,2734,8
T,5,20000,20000
V,5,1,2201
V,5,2,552,1
V,5,3,1138,2
V,5,4,92,3
V,5,5,114,4
V,5,6,101,5
T,6,20000,20000
V,6,1,1214
V,6,2,2582,1
V,6,3,61,2
V,6,4,3226,3
V,6,5,104,4
V,6,6,1271,5
