T,1,10000,10000
V,1,1,18
V,1,2,9,1
V,1,3,12,2
V,1,4,52,3
V,1,5,92,4
V,1,6,30,5
V,1,7,32,6
V,1,8,23,7
V,1,9,6,8
T,2,10000,10000
V,2,1,597
V,2,2,337,1
V,2,3,1012,2
V,2,4,156,3
V,2,5,85,4
V,2,6,926,5
V,2,7,1373,6
V,2,8,152,7
V,2,9,163,8
T,3,20000,20000
V,3,1,57
V,3,2,47,1
V,3,3,166,2
V,3,4,86,3
V,3,5,4,4
V,3,6,88,5
V,3,7,77,6
V,3,8,34,7
V,3,9,61,8
T,4,20000,20000
V,4,1,29
V,4,2,11,1
V,4,3,30,2
V,4,4,5,3
V,4,5,29,4
V,4,6,13,5
V,4,7,32,6
V,4,8,5,7
T,5,100000,100000
V,5,1,3644
V,5,2,206,1
V,5,3,5539,2
V,5,4,8339,3
V,5,5,1586,4
V,5,6,741,5
V,5,7,502,6
T,6,1000000,1000000
V,6,1,2384
V,6,2,446,1
V,6,3,25050,2
V,6,4,1707,3
V,6,5,2003,4
V,6,6,8301,5
V,6,7,10198,6
