T,1,1000,1000
V,1,1,27
V,1,2,4,1
V,1,3,12,2
V,1,4,4,3
V,1,5,19,4
T,2,10000,10000
V,2,1,203
V,2,2,74,1
V,2,3,124,2
V,2,4,185,3
V,2,5,12,4
V,2,6,59,5
V,2,7,82,6
T,3,10000,10000
V,3,1,9
V,3,2,2,1
V,3,3,17,2
V,3,4,2,3
V,3,5,7,4
T,4,10000,10000
V,4,1,96
V,4,2,58,1
V,4,3,588,2
V,4,4,656,3
V,4,5,1837,4
V,4,6,466,5
V,4,7,416,6
T,5,20000,20000
V,5,1,965
V,5,2,496,1
V,5,3,1318,2
V,5,4,10,3
V,5,5,371,4
V,5,6,130,5
V,5,7,376,6
V,5,8,231,7
V,5,9,165,8
V,5,10,757,9
T,6,100000,100000
V,6,1,8
V,6,2,125,1
V,6,3,22,2
V,6,4,330,3
V,6,5,188,4
V,6,6,185,5
