T,1,5000,5000
V,1,1,495
V,1,2,99,1
V,1,3,309,2
V,1,4,23,3
V,1,5,180,4
V,1,6,184,5
T,2,10000,10000
V,2,1,146
V,2,2,4,1
V,2,3,119,2
V,2,4,29,3
V,2,5,156,4
V,2,6,65,5
V,2,7,184,6
V,2,8,14,7
V,2,9,26,8
T,3,10000,10000
V,3,1,102
V,3,2,51,1
V,3,3,363,2
V,3,4,10,3
V,3,5,45,4
V,3,6,50,5
T,4,20000,20000
V,4,1,90
V,4,2,230,1
V,4,3,250,2
V,4,4,78,3
V,4,5,8,4
V,4,6,261,5
T,5,100000,100000
V,5,1,2125
V,5,2,776,1
V,5,3,52,2
V,5,4,1915,3
V,5,5,4,4
T,6,200000,200000
V,6,1,10977
V,6,2,3983,1
V,6,3,37188,2
V,6,4,8558,3
V,6,5,1891,4
