T,1,1000,1000
V,1,1,1
V,1,2,2,1
V,1,3,10,2
V,1,4,24,3
V,1,5,27,4
V,1,6,16,5
V,1,7,17,6
V,1,8,11,7
V,1,9,2,8
V,1,10,1,9
T,2,1000,1000
V,2,1,29
V,2,2,24,1
V,2,3,31,2
V,2,4,41,3
V,2,5,17,4
V,2,6,3,5
V,2,7,4,6
V,2,8,20,7
T,3,2000,2000
V,3,1,60
V,3,2,8,1
V,3,3,9,2
V,3,4,64,3
V,3,5,12,4
V,3,6,3,5
V,3,7,50,6
V,3,8,2,7
T,4,5000,5000
V,4,1,25
V,4,2,115,1
V,4,3,18,2
V,4,4,98,3
V,4,5,78,4
V,4,6,153,5
V,4,7,22,6
V,4,8,113,7
T,5,10000,10000
V,5,1,658
V,5,2,261,1
V,5,3,503,2
V,5,4,1459,3
V,5,5,36,4
V,5,6,186,5
V,5,7,480,6
V,5,8,188,7
T,6,10000,10000
V,6,1,6
V,6,2,20,1
V,6,3,18,2
V,6,4,80,3
V,6,5,21,4
T,7,10000,10000
V,7,1,666
V,7,2,398,1
V,7,3,53,2
V,7,4,100,3
V,7,5,154,4
V,7,6,206,5
V,7,7,95,6
V,7,8,212,7
T,8,10000,10000
V,8,1,219
V,8,2,1003,1
V,8,3,361,2
V,8,4,593,3
V,8,5,756,4
V,8,6,1408,5
V,8,7,361,6
T,9,10000,10000
V,9,1,897
V,9,2,920,1
V,9,3,81,2
V,9,4,517,3
V,9,5,934,4
V,9,6,1414,5
T,10,10000,10000
V,10,1,393
V,10,2,49,1
V,10,3,336,2
V,10,4,328,3
V,10,5,121,4
V,10,6,226,5
V,10,7,726,6
V,10,8,1362,7
T,11,10000,10000
V,11,1,563
V,11,2,33,1
V,11,3,70,2
V,11,4,348,3
V,11,5,44,4
V,11,6,496,5
V,11,7,1746,6
V,11,8,12,7
T,12,10000,10000
V,12,1,42
V,12,2,242,1
V,12,3,135,2
V,12,4,3,3
V,12,5,256,4
V,12,6,304,5
V,12,7,126,6
T,13,10000,10000
V,13,1,18
V,13,2,10,1
V,13,3,56,2
V,13,4,14,3
V,13,5,11,4
V,13,6,44,5
V,13,7,11,6
T,14,10000,10000
V,14,1,46
V,14,2,110,1
V,14,3,181,2
V,14,4,1447,3
V,14,5,1037,4
T,15,10000,10000
V,15,1,2015
V,15,2,761,1
V,15,3,616,2
V,15,4,1385,3
V,15,5,186,4
V,15,6,6,5
V,15,7,722,6
V,15,8,26,7
T,16,10000,10000
V,16,1,68
V,16,2,39,1
V,16,3,110,2
V,16,4,244,3
V,16,5,1,4
V,16,6,264,5
V,16,7,345,6
V,16,8,266,7
V,16,9,35,8
V,16,10,462,9
T,17,20000,20000
V,17,1,38
V,17,2,82,1
V,17,3,43,2
V,17,4,23,3
V,17,5,4,4
V,17,6,5,5
V,17,7,18,6
V,17,8,42,7
V,17,9,45,8
V,17,10,6,9
T,18,20000,20000
V,18,1,1097
V,18,2,467,1
V,18,3,701,2
V,18,4,896,3
V,18,5,1333,4
V,18,6,1367,5
V,18,7,414,6
V,18,8,376,7
V,18,9,189,8
T,19,20000,20000
V,19,1,724
V,19,2,300,1
V,19,3,3047,2
V,19,4,2180,3
V,19,5,1406,4
T,20,20000,20000
V,20,1,13
V,20,2,8,1
V,20,3,6,2
V,20,4,55,3
V,20,5,8,4
T,21,20000,20000
V,21,1,21
V,21,2,128,1
V,21,3,186,2
V,21,4,72,3
V,21,5,53,4
V,21,6,16,5
V,21,7,33,6
V,21,8,286,7
T,22,20000,20000
V,22,1,77
V,22,2,51,1
V,22,3,47,2
V,22,4,3,3
V,22,5,36,4
T,23,20000,20000
V,23,1,92
V,23,2,20,1
V,23,3,85,2
V,23,4,537,3
V,23,5,3,4
V,23,6,148,5
V,23,7,187,6
V,23,8,472,7
V,23,9,547,8
V,23,10,148,9
T,24,20000,20000
V,24,1,314
V,24,2,191,1
V,24,3,246,2
V,24,4,958,3
V,24,5,593,4
T,25,20000,20000
V,25,1,171
V,25,2,1308,1
V,25,3,640,2
V,25,4,214,3
V,25,5,251,4
V,25,6,75,5
V,25,7,15,6
T,26,20000,20000
V,26,1,124
V,26,2,35,1
V,26,3,745,2
V,26,4,114,3
V,26,5,73,4
V,26,6,92,5
V,26,7,32,6
V,26,8,555,7
V,26,9,179,8
V,26,10,197,9
T,27,50000,50000
V,27,1,66
V,27,2,97,1
V,27,3,5,2
V,27,4,10,3
V,27,5,40,4
V,27,6,81,5
V,27,7,8,6
T,28,50000,50000
V,28,1,146
V,28,2,83,1
V,28,3,374,2
V,28,4,86,3
V,28,5,172,4
T,29,100000,100000
V,29,1,4
V,29,2,17,1
V,29,3,1123,2
V,29,4,84,3
V,29,5,892,4
V,29,6,1403,5
V,29,7,1681,6
T,30,100000,100000
V,30,1,1384
V,30,2,558,1
V,30,3,1363,2
V,30,4,22,3
V,30,5,34,4
V,30,6,37,5
T,31,100000,100000
V,31,1,5035
V,31,2,14884,1
V,31,3,3258,2
V,31,4,9229,3
V,31,5,11960,4
V,31,6,1919,5
V,31,7,4445,6
V,31,8,3095,7
V,31,9,8868,8
T,32,100000,100000
V,32,1,1799
V,32,2,18106,1
V,32,3,7003,2
V,32,4,1086,3
V,32,5,5696,4
V,32,6,3482,5
V,32,7,16323,6
