T,1,2000,2000
V,1,1,329
V,1,2,64,1
V,1,3,20,2
V,1,4,55,3
V,1,5,107,4
V,1,6,21,5
T,2,2000,2000
V,2,1,117
V,2,2,18,1
V,2,3,69,2
V,2,4,17,3
V,2,5,96,4
V,2,6,204,5
V,2,7,59,6
V,2,8,33,7
V,2,9,37,8
T,3,5000,5000
V,3,1,214
V,3,2,79,1
V,3,3,50,2
V,3,4,103,3
V,3,5,6,4
V,3,6,96,5
V,3,7,46,6
V,3,8,268,7
V,3,9,83,8
V,3,10,340,9
T,4,10000,10000
V,4,1,11
V,4,2,31,1
V,4,3,3,2
V,4,4,29,3
V,4,5,6,4
V,4,6,24,5
V,4,7,24,6
V,4,8,15,7
V,4,9,18,8
T,5,10000,10000
V,5,1,25
V,5,2,53,1
V,5,3,32,2
V,5,4,14,3
V,5,5,20,4
V,5,6,19,5
V,5,7,51,6
V,5,8,31,7
T,6,10000,10000
V,6,1,16
V,6,2,19,1
V,6,3,278,2
V,6,4,167,3
V,6,5,103,4
V,6,6,419,5
T,7,10000,10000
V,7,1,21
V,7,2,113,1
V,7,3,352,2
V,7,4,117,3
V,7,5,5,4
V,7,6,58,5
T,8,10000,10000
V,8,1,27
V,8,2,8,1
V,8,3,20,2
V,8,4,5,3
V,8,5,20,4
T,9,10000,10000
V,9,1,579
V,9,2,445,1
V,9,3,527,2
V,9,4,521,3
V,9,5,65,4
V,9,6,14,5
V,9,7,287,6
T,10,10000,10000
V,10,1,2104
V,10,2,1492,1
V,10,3,1576,2
V,10,4,924,3
V,10,5,27,4
V,10,6,1724,5
V,10,7,560,6
V,10,8,275,7
T,11,10000,10000
V,11,1,172
V,11,2,30,1
V,11,3,5,2
V,11,4,67,3
V,11,5,82,4
V,11,6,96,5
V,11,7,85,6
T,12,10000,10000
V,12,1,557
V,12,2,4183,1
V,12,3,1271,2
V,12,4,823,3
V,12,5,1215,4
T,13,10000,10000
V,13,1,280
V,13,2,553,1
V,13,3,48,2
V,13,4,323,3
V,13,5,110,4
V,13,6,67,5
V,13,7,281,6
V,13,8,776,7
T,14,10000,10000
V,14,1,56
V,14,2,305,1
V,14,3,1152,2
V,14,4,29,3
V,14,5,168,4
V,14,6,93,5
V,14,7,73,6
V,14,8,138,7
T,15,10000,10000
V,15,1,272
V,15,2,93,1
V,15,3,514,2
V,15,4,306,3
V,15,5,28,4
V,15,6,279,5
V,15,7,186,6
V,15,8,118,7
V,15,9,13,8
T,16,10000,10000
V,16,1,88
V,16,2,82,1
V,16,3,617,2
V,16,4,166,3
V,16,5,90,4
T,17,20000,20000
V,17,1,52
V,17,2,14,1
V,17,3,2,2
V,17,4,1,3
V,17,5,3,4
V,17,6,18,5
V,17,7,21,6
V,17,8,8,7
V,17,9,18,8
V,17,10,3,9
T,18,20000,20000
V,18,1,278
V,18,2,170,1
V,18,3,247,2
V,18,4,445,3
V,18,5,681,4
V,18,6,97,5
V,18,7,1134,6
V,18,8,873,7
T,19,20000,20000
V,19,1,4
V,19,2,5,1
V,19,3,41,2
V,19,4,94,3
V,19,5,72,4
V,19,6,5,5
V,19,7,33,6
V,19,8,22,7
V,19,9,86,8
T,20,20000,20000
V,20,1,98
V,20,2,1745,1
V,20,3,391,2
V,20,4,45,3
V,20,5,471,4
V,20,6,711,5
T,21,20000,20000
V,21,1,255
V,21,2,195,1
V,21,3,791,2
V,21,4,36,3
V,21,5,374,4
T,22,20000,20000
V,22,1,31
V,22,2,89,1
V,22,3,243,2
V,22,4,165,3
V,22,5,85,4
V,22,6,47,5
V,22,7,246,6
V,22,8,123,7
V,22,9,33,8
V,22,10,167,9
T,23,20000,20000
V,23,1,613
V,23,2,284,1
V,23,3,84,2
V,23,4,1183,3
V,23,5,636,4
V,23,6,154,5
V,23,7,29,6
T,24,20000,20000
V,24,1,78
V,24,2,255,1
V,24,3,193,2
V,24,4,160,3
V,24,5,95,4
V,24,6,21,5
V,24,7,188,6
V,24,8,175,7
T,25,20000,20000
V,25,1,131
V,25,2,343,1
V,25,3,214,2
V,25,4,558,3
V,25,5,172,4
V,25,6,151,5
V,25,7,963,6
V,25,8,891,7
V,25,9,171,8
T,26,20000,20000
V,26,1,39
V,26,2,76,1
V,26,3,4,2
V,26,4,34,3
V,26,5,64,4
V,26,6,93,5
V,26,7,22,6
V,26,8,148,7
T,27,20000,20000
V,27,1,2492
V,27,2,1215,1
V,27,3,82,2
V,27,4,2689,3
V,27,5,603,4
V,27,6,1522,5
V,27,7,81,6
T,28,20000,20000
V,28,1,80
V,28,2,33,1
V,28,3,20,2
V,28,4,88,3
V,28,5,42,4
V,28,6,127,5
V,28,7,158,6
V,28,8,169,7
V,28,9,145,8
V,28,10,48,9
T,29,50000,50000
V,29,1,938
V,29,2,2841,1
V,29,3,761,2
V,29,4,5243,3
V,29,5,1165,4
V,29,6,4394,5
V,29,7,1542,6
V,29,8,22951,7
V,29,9,659,8
T,30,50000,50000
V,30,1,2750
V,30,2,1088,1
V,30,3,3827,2
V,30,4,798,3
V,30,5,1260,4
V,30,6,2032,5
V,30,7,934,6
V,30,8,1251,7
T,31,100000,100000
V,31,1,345
V,31,2,64,1
V,31,3,370,2
V,31,4,427,3
V,31,5,124,4
V,31,6,323,5
V,31,7,228,6
V,31,8,183,7
T,32,100000,100000
V,32,1,834
V,32,2,1320,1
V,32,3,1377,2
V,32,4,165,3
V,32,5,1076,4
V,32,6,708,5
V,32,7,2317,6
