T,1,1000,1000
V,1,1,5
V,1,2,1,1
V,1,3,4,2
V,1,4,3,3
V,1,5,15,4
V,1,6,1,5
V,1,7,1,6
V,1,8,4,7
T,2,1000,1000
V,2,1,2
V,2,2,2,1
V,2,3,2,2
V,2,4,2,3
V,2,5,2,4
V,2,6,2,5
V,2,7,2,6
V,2,8,2,7
V,2,9,2,8
V,2,10,2,9
T,3,2000,2000
V,3,1,43
V,3,2,48,1
V,3,3,16,2
V,3,4,33,3
V,3,5,3,4
V,3,6,35,5
T,4,2000,2000
V,4,1,377
V,4,2,21,1
V,4,3,61,2
V,4,4,289,3
V,4,5,10,4
V,4,6,21,5
V,4,7,47,6
T,5,5000,5000
V,5,1,2
V,5,2,3,1
V,5,3,5,2
V,5,4,5,3
V,5,5,2,4
V,5,6,4,5
V,5,7,2,6
V,5,8,5,7
V,5,9,3,8
V,5,10,3,9
T,6,5000,5000
V,6,1,128
V,6,2,242,1
V,6,3,283,2
V,6,4,41,3
V,6,5,245,4
T,7,5000,5000
V,7,1,13
V,7,2,5,1
V,7,3,4,2
V,7,4,2,3
V,7,5,19,4
V,7,6,5,5
T,8,10000,10000
V,8,1,800
V,8,2,2629,1
V,8,3,619,2
V,8,4,278,3
V,8,5,1014,4
V,8,6,44,5
V,8,7,617,6
V,8,8,82,7
V,8,9,1311,8
V,8,10,231,9
T,9,10000,10000
V,9,1,23
V,9,2,165,1
V,9,3,720,2
V,9,4,21,3
V,9,5,10,4
V,9,6,3,5
T,10,10000,10000
V,10,1,348
V,10,2,321,1
V,10,3,699,2
V,10,4,632,3
V,10,5,577,4
V,10,6,106,5
V,10,7,459,6
T,11,10000,10000
V,11,1,339
V,11,2,200,1
V,11,3,637,2
V,11,4,236,3
V,11,5,1595,4
V,11,6,90,5
V,11,7,307,6
V,11,8,206,7
T,12,10000,10000
V,12,1,246
V,12,2,139,1
V,12,3,342,2
V,12,4,12,3
V,12,5,229,4
V,12,6,81,5
V,12,7,274,6
V,12,8,19,7
V,12,9,35,8
T,13,10000,10000
V,13,1,45
V,13,2,19,1
V,13,3,49,2
V,13,4,61,3
V,13,5,574,4
V,13,6,304,5
V,13,7,325,6
V,13,8,170,7
T,14,10000,10000
V,14,1,615
V,14,2,9,1
V,14,3,83,2
V,14,4,123,3
V,14,5,26,4
T,15,10000,10000
V,15,1,265
V,15,2,877,1
V,15,3,490,2
V,15,4,1,3
V,15,5,735,4
T,16,20000,20000
V,16,1,935
V,16,2,1300,1
V,16,3,1115,2
V,16,4,1438,3
V,16,5,831,4
V,16,6,26,5
V,16,7,101,6
V,16,8,492,7
T,17,20000,20000
V,17,1,85
V,17,2,113,1
V,17,3,379,2
V,17,4,69,3
V,17,5,27,4
V,17,6,115,5
V,17,7,13,6
T,18,20000,20000
V,18,1,64
V,18,2,471,1
V,18,3,52,2
V,18,4,1032,3
V,18,5,20,4
V,18,6,1180,5
V,18,7,426,6
V,18,8,441,7
T,19,20000,20000
V,19,1,2100
V,19,2,3392,1
V,19,3,2678,2
V,19,4,468,3
V,19,5,2817,4
T,20,20000,20000
V,20,1,82
V,20,2,16,1
V,20,3,9,2
V,20,4,68,3
V,20,5,37,4
V,20,6,4,5
V,20,7,32,6
V,20,8,62,7
V,20,9,14,8
V,20,10,26,9
T,21,20000,20000
V,21,1,3063
V,21,2,663,1
V,21,3,426,2
V,21,4,118,3
V,21,5,953,4
V,21,6,788,5
T,22,20000,20000
V,22,1,789
V,22,2,1667,1
V,22,3,2263,2
V,22,4,916,3
V,22,5,2785,4
T,23,20000,20000
V,23,1,2491
V,23,2,811,1
V,23,3,1360,2
V,23,4,2021,3
V,23,5,3935,4
V,23,6,2289,5
T,24,20000,20000
V,24,1,41
V,24,2,47,1
V,24,3,37,2
V,24,4,102,3
V,24,5,18,4
V,24,6,41,5
T,25,20000,20000
V,25,1,217
V,25,2,235,1
V,25,3,118,2
V,25,4,4,3
V,25,5,423,4
V,25,6,417,5
V,25,7,37,6
T,26,20000,20000
V,26,1,95
V,26,2,348,1
V,26,3,386,2
V,26,4,229,3
V,26,5,185,4
T,27,100000,100000
V,27,1,24
V,27,2,17,1
V,27,3,25,2
V,27,4,12,3
V,27,5,38,4
V,27,6,7,5
V,27,7,32,6
V,27,8,11,7
V,27,9,1,8
T,28,100000,100000
V,28,1,3534
V,28,2,448,1
V,28,3,566,2
V,28,4,1483,3
V,28,5,2363,4
V,28,6,858,5
V,28,7,1029,6
V,28,8,8257,7
T,29,100000,100000
V,29,1,2088
V,29,2,4878,1
V,29,3,4445,2
V,29,4,2648,3
V,29,5,10160,4
V,29,6,38,5
V,29,7,9443,6
V,29,8,3104,7
V,29,9,5836,8
T,30,100000,100000
V,30,1,2345
V,30,2,4697,1
V,30,3,577,2
V,30,4,2071,3
V,30,5,216,4
V,30,6,591,5
V,30,7,630,6
V,30,8,6579,7
T,31,100000,100000
V,31,1,1148
V,31,2,1910,1
V,31,3,64,2
V,31,4,42,3
V,31,5,88,4
V,31,6,268,5
V,31,7,622,6
V,31,8,179,7
V,31,9,1384,8
T,32,100000,100000
V,32,1,1205
V,32,2,206,1
V,32,3,315,2
V,32,4,58,3
V,32,5,745,4
V,32,6,144,5
V,32,7,16,6
V,32,8,95,7
V,32,9,120,8
V,32,10,76,9
