T,1,1000,1000
V,1,1,3
V,1,2,3,1
V,1,3,1,2
V,1,4,2,3
V,1,5,2,4
V,1,6,9,5
V,1,7,3,6
T,2,1000,1000
V,2,1,3
V,2,2,9,1
V,2,3,26,2
V,2,4,4,3
V,2,5,2,4
V,2,6,13,5
V,2,7,3,6
V,2,8,10,7
V,2,9,1,8
V,2,10,5,9
T,3,5000,5000
V,3,1,27
V,3,2,8,1
V,3,3,37,2
V,3,4,41,3
V,3,5,11,4
V,3,6,62,5
V,3,7,140,6
V,3,8,49,7
V,3,9,6,8
T,4,10000,10000
V,4,1,96
V,4,2,53,1
V,4,3,45,2
V,4,4,14,3
V,4,5,108,4
V,4,6,218,5
T,5,10000,10000
V,5,1,36
V,5,2,120,1
V,5,3,241,2
V,5,4,254,3
V,5,5,359,4
V,5,6,707,5
T,6,10000,10000
V,6,1,261
V,6,2,183,1
V,6,3,358,2
V,6,4,101,3
V,6,5,487,4
T,7,10000,10000
V,7,1,194
V,7,2,4,1
V,7,3,106,2
V,7,4,84,3
V,7,5,6,4
V,7,6,86,5
V,7,7,15,6
V,7,8,12,7
T,8,10000,10000
V,8,1,41
V,8,2,35,1
V,8,3,40,2
V,8,4,1,3
V,8,5,5,4
V,8,6,2,5
V,8,7,65,6
T,9,10000,10000
V,9,1,57
V,9,2,120,1
V,9,3,42,2
V,9,4,13,3
V,9,5,1,4
V,9,6,81,5
V,9,7,39,6
V,9,8,94,7
V,9,9,1,8
V,9,10,78,9
T,10,10000,10000
V,10,1,323
V,10,2,36,1
V,10,3,84,2
V,10,4,74,3
V,10,5,2,4
V,10,6,5,5
T,11,10000,10000
V,11,1,113
V,11,2,10,1
V,11,3,287,2
V,11,4,28,3
V,11,5,54,4
V,11,6,679,5
T,12,20000,20000
V,12,1,314
V,12,2,412,1
V,12,3,736,2
V,12,4,2568,3
V,12,5,86,4
V,12,6,487,5
V,12,7,18,6
V,12,8,506,7
V,12,9,498,8
V,12,10,219,9
T,13,20000,20000
V,13,1,635
V,13,2,74,1
V,13,3,1040,2
V,13,4,1001,3
V,13,5,711,4
T,14,20000,20000
V,14,1,1490
V,14,2,268,1
V,14,3,382,2
V,14,4,333,3
V,14,5,154,4
V,14,6,179,5
V,14,7,1372,6
V,14,8,337,7
V,14,9,208,8
V,14,10,399,9
T,15,20000,20000
V,15,1,925
V,15,2,1691,1
V,15,3,281,2
V,15,4,868,3
V,15,5,1635,4
T,16,20000,20000
V,16,1,62
V,16,2,9,1
V,16,3,119,2
V,16,4,251,3
V,16,5,185,4
V,16,6,236,5
T,17,20000,20000
V,17,1,201
V,17,2,636,1
V,17,3,32,2
V,17,4,2030,3
V,17,5,145,4
V,17,6,723,5
V,17,7,2538,6
T,18,20000,20000
V,18,1,420
V,18,2,647,1
V,18,3,690,2
V,18,4,1342,3
V,18,5,117,4
V,18,6,1330,5
V,18,7,4762,6
V,18,8,1516,7
V,18,9,1242,8
V,18,10,2169,9
T,19,20000,20000
V,19,1,1113
V,19,2,509,1
V,19,3,1334,2
V,19,4,1065,3
V,19,5,35,4
T,20,20000,20000
V,20,1,324
V,20,2,2708,1
V,20,3,1440,2
V,20,4,96,3
V,20,5,270,4
V,20,6,297,5
T,21,20000,20000
V,21,1,66
V,21,2,214,1
V,21,3,234,2
V,21,4,95,3
V,21,5,223,4
V,21,6,443,5
V,21,7,361,6
V,21,8,302,7
V,21,9,1410,8
V,21,10,106,9
T,22,20000,20000
V,22,1,1558
V,22,2,203,1
V,22,3,166,2
V,22,4,544,3
V,22,5,1446,4
T,23,20000,20000
V,23,1,249
V,23,2,39,1
V,23,3,215,2
V,23,4,49,3
V,23,5,6,4
V,23,6,253,5
V,23,7,236,6
V,23,8,93,7
V,23,9,10,8
T,24,20000,20000
V,24,1,20
V,24,2,32,1
V,24,3,2,2
V,24,4,76,3
V,24,5,35,4
V,24,6,59,5
V,24,7,13,6
V,24,8,2,7
T,25,20000,20000
V,25,1,373
V,25,2,588,1
V,25,3,1356,2
V,25,4,285,3
V,25,5,1673,4
V,25,6,2082,5
V,25,7,1927,6
V,25,8,67,7
T,26,100000,100000
V,26,1,277
V,26,2,204,1
V,26,3,186,2
V,26,4,756,3
V,26,5,1054,4
V,26,6,1444,5
V,26,7,463,6
V,26,8,148,7
V,26,9,32,8
T,27,100000,100000
V,27,1,2133
V,27,2,792,1
V,27,3,1158,2
V,27,4,3808,3
V,27,5,2548,4
V,27,6,3278,5
V,27,7,1496,6
V,27,8,2317,7
V,27,9,219,8
V,27,10,1879,9
T,28,100000,100000
V,28,1,689
V,28,2,221,1
V,28,3,540,2
V,28,4,323,3
V,28,5,128,4
V,28,6,899,5
V,28,7,441,6
V,28,8,107,7
T,29,100000,100000
V,29,1,134
V,29,2,683,1
V,29,3,1004,2
V,29,4,159,3
V,29,5,11,4
V,29,6,563,5
V,29,7,802,6
V,29,8,687,7
V,29,9,2657,8
V,29,10,1111,9
T,30,100000,100000
V,30,1,127
V,30,2,391,1
V,30,3,366,2
V,30,4,142,3
V,30,5,197,4
V,30,6,76,5
V,30,7,81,6
V,30,8,3788,7
T,31,100000,100000
V,31,1,2836
V,31,2,372,1
V,31,3,7574,2
V,31,4,1693,3
V,31,5,1997,4
V,31,6,237,5
T,32,100000,100000
V,32,1,233
V,32,2,970,1
V,32,3,192,2
V,32,4,239,3
V,32,5,1748,4
V,32,6,431,5
V,32,7,1129,6
V,32,8,716,7
V,32,9,242,8
