T,1,2000,2000
V,1,1,1
V,1,2,13,1
V,1,3,20,2
V,1,4,7,3
V,1,5,17,4
V,1,6,16,5
T,2,2000,2000
V,2,1,33
V,2,2,475,1
V,2,3,44,2
V,2,4,158,3
V,2,5,153,4
T,3,2000,2000
V,3,1,103
V,3,2,24,1
V,3,3,87,2
V,3,4,33,3
V,3,5,54,4
V,3,6,327,5
T,4,10000,10000
V,4,1,282
V,4,2,455,1
V,4,3,231,2
V,4,4,453,3
V,4,5,43,4
V,4,6,7,5
V,4,7,483,6
T,5,10000,10000
V,5,1,26
V,5,2,68,1
V,5,3,136,2
V,5,4,189,3
V,5,5,86,4
V,5,6,498,5
V,5,7,50,6
T,6,10000,10000
V,6,1,574
V,6,2,290,1
V,6,3,290,2
V,6,4,1130,3
V,6,5,273,4
T,7,10000,10000
V,7,1,377
V,7,2,25,1
V,7,3,150,2
V,7,4,59,3
V,7,5,101,4
V,7,6,4,5
V,7,7,6,6
V,7,8,11,7
V,7,9,55,8
V,7,10,100,9
T,8,10000,10000
V,8,1,62
V,8,2,232,1
V,8,3,119,2
V,8,4,41,3
V,8,5,134,4
V,8,6,233,5
V,8,7,106,6
V,8,8,390,7
T,9,10000,10000
V,9,1,18
V,9,2,7,1
V,9,3,50,2
V,9,4,1,3
V,9,5,90,4
T,10,10000,10000
V,10,1,11
V,10,2,9,1
V,10,3,14,2
V,10,4,35,3
V,10,5,19,4
V,10,6,25,5
V,10,7,41,6
V,10,8,9,7
V,10,9,16,8
V,10,10,60,9
T,11,10000,10000
V,11,1,19
V,11,2,22,1
V,11,3,75,2
V,11,4,9,3
V,11,5,106,4
V,11,6,155,5
V,11,7,38,6
V,11,8,227,7
T,12,20000,20000
V,12,1,21
V,12,2,170,1
V,12,3,540,2
V,12,4,137,3
V,12,5,183,4
T,13,20000,20000
V,13,1,132
V,13,2,229,1
V,13,3,37,2
V,13,4,6,3
V,13,5,774,4
V,13,6,195,5
V,13,7,186,6
V,13,8,33,7
T,14,20000,20000
V,14,1,296
V,14,2,409,1
V,14,3,678,2
V,14,4,104,3
V,14,5,194,4
V,14,6,57,5
V,14,7,97,6
V,14,8,13,7
T,15,20000,20000
V,15,1,125
V,15,2,179,1
V,15,3,241,2
V,15,4,75,3
V,15,5,252,4
V,15,6,2067,5
T,16,20000,20000
V,16,1,13
V,16,2,9,1
V,16,3,29,2
V,16,4,7,3
V,16,5,7,4
V,16,6,18,5
V,16,7,12,6
V,16,8,2,7
T,17,20000,20000
V,17,1,31
V,17,2,3,1
V,17,3,103,2
V,17,4,39,3
V,17,5,10,4
V,17,6,120,5
V,17,7,8,6
T,18,20000,20000
V,18,1,91
V,18,2,52,1
V,18,3,152,2
V,18,4,137,3
V,18,5,139,4
V,18,6,140,5
V,18,7,138,6
V,18,8,187,7
V,18,9,37,8
T,19,20000,20000
V,19,1,566
V,19,2,60,1
V,19,3,608,2
V,19,4,14,3
V,19,5,356,4
V,19,6,789,5
T,20,20000,20000
V,20,1,3
V,20,2,122,1
V,20,3,1548,2
V,20,4,104,3
V,20,5,36,4
V,20,6,2817,5
V,20,7,96,6
V,20,8,2764,7
T,21,20000,20000
V,21,1,81
V,21,2,345,1
V,21,3,95,2
V,21,4,141,3
V,21,5,18,4
V,21,6,16,5
T,22,20000,20000
V,22,1,608
V,22,2,181,1
V,22,3,68,2
V,22,4,32,3
V,22,5,166,4
T,23,20000,20000
V,23,1,118
V,23,2,1058,1
V,23,3,616,2
V,23,4,65,3
V,23,5,292,4
V,23,6,1067,5
V,23,7,39,6
T,24,20000,20000
V,24,1,37
V,24,2,38,1
V,24,3,44,2
V,24,4,40,3
V,24,5,44,4
V,24,6,56,5
V,24,7,63,6
V,24,8,57,7
V,24,9,76,8
V,24,10,37,9
T,25,20000,20000
V,25,1,312
V,25,2,868,1
V,25,3,496,2
V,25,4,67,3
V,25,5,5142,4
V,25,6,1274,5
V,25,7,1206,6
V,25,8,741,7
V,25,9,123,8
V,25,10,200,9
T,26,20000,20000
V,26,1,443
V,26,2,653,1
V,26,3,1185,2
V,26,4,1,3
V,26,5,142,4
V,26,6,504,5
T,27,100000,100000
V,27,1,401
V,27,2,519,1
V,27,3,1871,2
V,27,4,1437,3
V,27,5,1160,4
V,27,6,762,5
V,27,7,3699,6
V,27,8,2858,7
V,27,9,380,8
V,27,10,171,9
T,28,100000,100000
V,28,1,2201
V,28,2,10,1
V,28,3,3497,2
V,28,4,778,3
V,28,5,4689,4
V,28,6,3792,5
V,28,7,48,6
V,28,8,929,7
V,28,9,1542,8
T,29,100000,100000
V,29,1,4529
V,29,2,9550,1
V,29,3,4975,2
V,29,4,7684,3
V,29,5,2099,4
V,29,6,13739,5
T,30,100000,100000
V,30,1,709
V,30,2,66,1
V,30,3,1329,2
V,30,4,272,3
V,30,5,1728,4
V,30,6,2720,5
V,30,7,1202,6
V,30,8,979,7
T,31,100000,100000
V,31,1,1311
V,31,2,14990,1
V,31,3,1555,2
V,31,4,1022,3
V,31,5,1043,4
T,32,100000,100000
V,32,1,4416
V,32,2,1194,1
V,32,3,2007,2
V,32,4,3127,3
V,32,5,6275,4
V,32,6,7211,5
