T,1,10000,10000
V,1,1,10
V,1,2,3,1
V,1,3,40,2
V,1,4,27,3
V,1,5,8,4
V,1,6,18,5
V,1,7,1,6
V,1,8,14,7
T,2,10000,10000
V,2,1,6
V,2,2,9,1
V,2,3,47,2
V,2,4,1,3
V,2,5,28,4
V,2,6,23,5
V,2,7,8,6
V,2,8,16,7
T,3,10000,10000
V,3,1,3
V,3,2,5,1
V,3,3,4,2
V,3,4,10,3
V,3,5,8,4
V,3,6,10,5
V,3,7,4,6
T,4,10000,10000
V,4,1,10
V,4,2,1,1
V,4,3,4,2
V,4,4,2,3
V,4,5,4,4
V,4,6,3,5
V,4,7,16,6
V,4,8,8,7
V,4,9,10,8
T,5,10000,10000
V,5,1,265
V,5,2,254,1
V,5,3,67,2
V,5,4,434,3
V,5,5,124,4
V,5,6,7,5
T,6,20000,20000
V,6,1,307
V,6,2,3,1
V,6,3,62,2
V,6,4,309,3
V,6,5,2,4
T,7,20000,20000
V,7,1,654
V,7,2,343,1
V,7,3,52,2
V,7,4,120,3
V,7,5,49,4
V,7,6,134,5
V,7,7,617,6
V,7,8,533,7
T,8,20000,20000
V,8,1,48
V,8,2,80,1
V,8,3,13,2
V,8,4,13,3
V,8,5,62,4
V,8,6,94,5
V,8,7,53,6
V,8,8,80,7
T,9,20000,20000
V,9,1,129
V,9,2,66,1
V,9,3,308,2
V,9,4,769,3
V,9,5,252,4
T,10,20000,20000
V,10,1,551
V,10,2,56,1
V,10,3,6,2
V,10,4,23,3
V,10,5,47,4
V,10,6,71,5
T,11,20000,20000
V,11,1,45
V,11,2,77,1
V,11,3,39,2
V,11,4,12,3
V,11,5,20,4
V,11,6,127,5
V,11,7,60,6
V,11,8,77,7
V,11,9,103,8
T,12,20000,20000
V,12,1,9
V,12,2,107,1
V,12,3,44,2
V,12,4,14,3
V,12,5,60,4
T,13,20000,20000
V,13,1,15
V,13,2,19,1
V,13,3,1,2
V,13,4,18,3
V,13,5,3,4
V,13,6,8,5
V,13,7,22,6
V,13,8,28,7
V,13,9,3,8
V,13,10,12,9
T,14,20000,20000
V,14,1,448
V,14,2,241,1
V,14,3,22,2
V,14,4,349,3
V,14,5,144,4
V,14,6,167,5
V,14,7,9,6
V,14,8,542,7
V,14,9,150,8
T,15,20000,20000
V,15,1,123
V,15,2,611,1
V,15,3,1501,2
V,15,4,225,3
V,15,5,526,4
V,15,6,61,5
V,15,7,44,6
T,16,20000,20000
V,16,1,150
V,16,2,65,1
V,16,3,115,2
V,16,4,388,3
V,16,5,472,4
T,17,20000,20000
V,17,1,52
V,17,2,165,1
V,17,3,256,2
V,17,4,25,3
V,17,5,45,4
V,17,6,50,5
V,17,7,79,6
V,17,8,168,7
V,17,9,61,8
T,18,20000,20000
V,18,1,243
V,18,2,87,1
V,18,3,71,2
V,18,4,97,3
V,18,5,24,4
V,18,6,154,5
T,19,100000,100000
V,19,1,455
V,19,2,16,1
V,19,3,145,2
V,19,4,1375,3
V,19,5,247,4
V,19,6,47,5
V,19,7,58,6
V,19,8,173,7
V,19,9,268,8
T,20,100000,100000
V,20,1,155
V,20,2,54,1
V,20,3,730,2
V,20,4,1505,3
V,20,5,165,4
V,20,6,220,5
V,20,7,1009,6
V,20,8,961,7
V,20,9,159,8
V,20,10,409,9
T,21,100000,100000
V,21,1,1
V,21,2,242,1
V,21,3,3,2
V,21,4,68,3
V,21,5,17,4
V,21,6,1,5
T,22,100000,100000
V,22,1,1626
V,22,2,225,1
V,22,3,1673,2
V,22,4,761,3
V,22,5,3039,4
T,23,100000,100000
V,23,1,487
V,23,2,1378,1
V,23,3,732,2
V,23,4,129,3
V,23,5,33,4
V,23,6,801,5
V,23,7,1086,6
V,23,8,872,7
V,23,9,532,8
V,23,10,550,9
T,24,100000,100000
V,24,1,126
V,24,2,12926,1
V,24,3,2810,2
V,24,4,1889,3
V,24,5,9456,4
T,25,100000,100000
V,25,1,4842
V,25,2,4738,1
V,25,3,7274,2
V,25,4,992,3
V,25,5,3271,4
T,26,100000,100000
V,26,1,1151
V,26,2,1169,1
V,26,3,448,2
V,26,4,1181,3
V,26,5,1582,4
V,26,6,289,5
V,26,7,351,6
T,27,100000,100000
V,27,1,5761
V,27,2,183,1
V,27,3,781,2
V,27,4,962,3
V,27,5,2973,4
V,27,6,1480,5
V,27,7,189,6
V,27,8,529,7
V,27,9,6896,8
T,28,100000,100000
V,28,1,6581
V,28,2,3005,1
V,28,3,5292,2
V,28,4,335,3
V,28,5,2158,4
V,28,6,358,5
V,28,7,5049,6
V,28,8,7690,7
V,28,9,134,8
T,29,100000,100000
V,29,1,150
V,29,2,186,1
V,29,3,215,2
V,29,4,969,3
V,29,5,89,4
V,29,6,269,5
V,29,7,196,6
V,29,8,1860,7
V,29,9,27,8
T,30,100000,100000
V,30,1,991
V,30,2,1570,1
V,30,3,1506,2
V,30,4,117,3
V,30,5,922,4
V,30,6,744,5
V,30,7,330,6
V,30,8,911,7
V,30,9,113,8
T,31,200000,200000
V,31,1,792
V,31,2,854,1
V,31,3,394,2
V,31,4,1107,3
V,31,5,3620,4
V,31,6,264,5
V,31,7,766,6
V,31,8,183,7
T,32,200000,200000
V,32,1,515
V,32,2,5210,1
V,32,3,91,2
V,32,4,1165,3
V,32,5,462,4
V,32,6,1520,5
V,32,7,4627,6
V,32,8,4392,7
V,32,9,401,8
