T,1,10000,10000
V,1,1,342
V,1,2,55,1
V,1,3,317,2
V,1,4,113,3
V,1,5,253,4
T,2,10000,10000
V,2,1,558
V,2,2,1037,1
V,2,3,102,2
V,2,4,12,3
V,2,5,19,4
V,2,6,458,5
V,2,7,416,6
V,2,8,116,7
V,2,9,288,8
V,2,10,219,9
T,3,20000,20000
V,3,1,822
V,3,2,4619,1
V,3,3,82,2
V,3,4,831,3
V,3,5,1410,4
V,3,6,2334,5
V,3,7,1946,6
T,4,20000,20000
V,4,1,8
V,4,2,550,1
V,4,3,557,2
V,4,4,238,3
V,4,5,111,4
V,4,6,105,5
V,4,7,73,6
T,5,100000,100000
V,5,1,569
V,5,2,3412,1
V,5,3,17881,2
V,5,4,21158,3
V,5,5,3673,4
V,5,6,22759,5
V,5,7,29467,6
T,6,200000,200000
V,6,1,25822
V,6,2,13050,1
V,6,3,29562,2
V,6,4,21192,3
V,6,5,21451,4
V,6,6,14181,5
V,6,7,6618,6
V,6,8,7641,7
