T,1,1000,1000
V,1,1,10
V,1,2,7,1
V,1,3,30,2
V,1,4,46,3
V,1,5,7,4
T,2,10000,10000
V,2,1,173
V,2,2,8,1
V,2,3,795,2
V,2,4,808,3
V,2,5,51,4
V,2,6,11,5
V,2,7,887,6
V,2,8,314,7
T,3,10000,10000
V,3,1,417
V,3,2,1035,1
V,3,3,451,2
V,3,4,464,3
V,3,5,299,4
T,4,10000,10000
V,4,1,121
V,4,2,1330,1
V,4,3,576,2
V,4,4,1054,3
V,4,5,1376,4
T,5,10000,10000
V,5,1,992
V,5,2,975,1
V,5,3,57,2
V,5,4,428,3
V,5,5,204,4
V,5,6,410,5
V,5,7,1103,6
V,5,8,402,7
T,6,20000,20000
V,6,1,115
V,6,2,2100,1
V,6,3,1279,2
V,6,4,1206,3
V,6,5,618,4
T,7,20000,20000
V,7,1,2766
V,7,2,96,1
V,7,3,2510,2
V,7,4,254,3
V,7,5,27,4
V,7,6,7179,5
V,7,7,1045,6
V,7,8,3548,7
V,7,9,468,8
V,7,10,128,9
T,8,20000,20000
V,8,1,620
V,8,2,4,1
V,8,3,5,2
V,8,4,237,3
V,8,5,104,4
T,9,100000,100000
V,9,1,192
V,9,2,36,1
V,9,3,102,2
V,9,4,53,3
V,9,5,11,4
V,9,6,79,5
T,10,100000,100000
V,10,1,1514
V,10,2,6516,1
V,10,3,8405,2
V,10,4,5228,3
V,10,5,976,4
V,10,6,2277,5
V,10,7,1108,6
V,10,8,2138,7
V,10,9,993,8
V,10,10,1570,9
T,11,100000,100000
V,11,1,1893
V,11,2,1073,1
V,11,3,549,2
V,11,4,184,3
V,11,5,399,4
V,11,6,921,5
V,11,7,1695,6
V,11,8,6,7
V,11,9,378,8
V,11,10,146,9
T,12,200000,200000
V,12,1,3767
V,12,2,1206,1
V,12,3,197,2
V,12,4,463,3
V,12,5,346,4
V,12,6,222,5
V,12,7,114,6
