T,1,10000,10000
V,1,1,49
V,1,2,27,1
V,1,3,9,2
V,1,4,142,3
V,1,5,30,4
V,1,6,15,5
V,1,7,59,6
V,1,8,6,7
V,1,9,255,8
T,2,20000,20000
V,2,1,8
V,2,2,363,1
V,2,3,147,2
V,2,4,149,3
V,2,5,569,4
V,2,6,599,5
T,3,20000,20000
V,3,1,18
V,3,2,25,1
V,3,3,34,2
V,3,4,48,3
V,3,5,32,4
V,3,6,51,5
V,3,7,146,6
V,3,8,10,7
T,4,100000,100000
V,4,1,1892
V,4,2,3044,1
V,4,3,243,2
V,4,4,5483,3
V,4,5,1751,4
T,5,100000,100000
V,5,1,1160
V,5,2,5423,1
V,5,3,7049,2
V,5,4,946,3
V,5,5,6157,4
V,5,6,722,5
V,5,7,4954,6
T,6,100000,100000
V,6,1,721
V,6,2,641,1
V,6,3,324,2
V,6,4,903,3
V,6,5,663,4
V,6,6,32,5
V,6,7,1081,6
