T,1,10000,10000
V,1,1,86
V,1,2,55,1
V,1,3,47,2
V,1,4,5,3
V,1,5,94,4
V,1,6,140,5
V,1,7,2,6
T,2,10000,10000
V,2,1,14
V,2,2,320,1
V,2,3,19,2
V,2,4,10,3
V,2,5,441,4
V,2,6,182,5
V,2,7,642,6
V,2,8,344,7
T,3,20000,20000
V,3,1,146
V,3,2,140,1
V,3,3,30,2
V,3,4,81,3
V,3,5,36,4
T,4,100000,100000
V,4,1,470
V,4,2,1320,1
V,4,3,21,2
V,4,4,181,3
V,4,5,406,4
V,4,6,1961,5
V,4,7,588,6
V,4,8,394,7
V,4,9,489,8
V,4,10,619,9
T,5,200000,200000
V,5,1,10
V,5,2,84,1
V,5,3,43,2
V,5,4,29,3
V,5,5,88,4
V,5,6,83,5
V,5,7,108,6
V,5,8,21,7
V,5,9,235,8
T,6,200000,200000
V,6,1,20821
V,6,2,10959,1
V,6,3,5327,2
V,6,4,1604,3
V,6,5,6416,4
V,6,6,659,5
V,6,7,1516,6
V,6,8,6953,7
