T,1,1000,1000
V,1,1,5
V,1,2,9,1
V,1,3,2,2
V,1,4,20,3
V,1,5,6,4
V,1,6,5,5
V,1,7,19,6
V,1,8,1,7
V,1,9,20,8
V,1,10,12,9
T,2,5000,5000
V,2,1,5
V,2,2,269,1
V,2,3,54,2
V,2,4,24,3
V,2,5,82,4
V,2,6,8,5
V,2,7,45,6
T,3,5000,5000
V,3,1,11
V,3,2,3,1
V,3,3,2,2
V,3,4,2,3
V,3,5,7,4
V,3,6,1,5
V,3,7,25,6
V,3,8,4,7
V,3,9,2,8
V,3,10,2,9
T,4,10000,10000
V,4,1,76
V,4,2,2,1
V,4,3,5,2
V,4,4,46,3
V,4,5,131,4
V,4,6,23,5
V,4,7,28,6
V,4,8,109,7
V,4,9,145,8
V,4,10,109,9
T,5,10000,10000
V,5,1,5
V,5,2,15,1
V,5,3,3,2
V,5,4,20,3
V,5,5,2,4
V,5,6,4,5
V,5,7,10,6
V,5,8,2,7
V,5,9,3,8
T,6,10000,10000
V,6,1,32
V,6,2,89,1
V,6,3,35,2
V,6,4,35,3
V,6,5,1,4
V,6,6,32,5
V,6,7,4,6
V,6,8,59,7
V,6,9,36,8
V,6,10,20,9
T,7,10000,10000
V,7,1,83
V,7,2,256,1
V,7,3,50,2
V,7,4,215,3
V,7,5,29,4
V,7,6,77,5
V,7,7,393,6
V,7,8,182,7
V,7,9,152,8
T,8,10000,10000
V,8,1,203
V,8,2,242,1
V,8,3,400,2
V,8,4,129,3
V,8,5,260,4
T,9,10000,10000
V,9,1,11
V,9,2,8,1
V,9,3,22,2
V,9,4,8,3
V,9,5,15,4
V,9,6,18,5
V,9,7,18,6
V,9,8,15,7
V,9,9,52,8
T,10,10000,10000
V,10,1,4
V,10,2,91,1
V,10,3,139,2
V,10,4,82,3
V,10,5,295,4
V,10,6,152,5
V,10,7,75,6
V,10,8,137,7
V,10,9,94,8
T,11,10000,10000
V,11,1,104
V,11,2,445,1
V,11,3,818,2
V,11,4,395,3
V,11,5,682,4
T,12,10000,10000
V,12,1,100
V,12,2,63,1
V,12,3,1078,2
V,12,4,201,3
V,12,5,334,4
V,12,6,86,5
V,12,7,3,6
T,13,20000,20000
V,13,1,458
V,13,2,287,1
V,13,3,878,2
V,13,4,839,3
V,13,5,53,4
V,13,6,178,5
V,13,7,81,6
V,13,8,116,7
T,14,20000,20000
V,14,1,600
V,14,2,815,1
V,14,3,1572,2
V,14,4,143,3
V,14,5,89,4
T,15,20000,20000
V,15,1,53
V,15,2,1,1
V,15,3,1243,2
V,15,4,665,3
V,15,5,112,4
V,15,6,469,5
V,15,7,582,6
V,15,8,142,7
T,16,100000,100000
V,16,1,124
V,16,2,123,1
V,16,3,106,2
V,16,4,66,3
V,16,5,54,4
V,16,6,110,5
