T,1,1000,1000
V,1,1,11
V,1,2,9,1
V,1,3,21,2
V,1,4,18,3
V,1,5,26,4
V,1,6,1,5
T,2,10000,10000
V,2,1,38
V,2,2,23,1
V,2,3,40,2
V,2,4,326,3
V,2,5,46,4
V,2,6,11,5
T,3,10000,10000
V,3,1,1
V,3,2,95,1
V,3,3,65,2
V,3,4,2,3
V,3,5,72,4
V,3,6,45,5
V,3,7,63,6
V,3,8,62,7
V,3,9,23,8
T,4,20000,20000
V,4,1,259
V,4,2,66,1
V,4,3,260,2
V,4,4,88,3
V,4,5,532,4
V,4,6,131,5
V,4,7,408,6
T,5,20000,20000
V,5,1,28
V,5,2,61,1
V,5,3,65,2
V,5,4,19,3
V,5,5,57,4
V,5,6,27,5
V,5,7,3,6
V,5,8,200,7
V,5,9,75,8
T,6,200000,200000
V,6,1,3167
V,6,2,5615,1
V,6,3,532,2
V,6,4,6685,3
V,6,5,757,4
V,6,6,810,5
V,6,7,4277,6
V,6,8,610,7
V,6,9,59,8
