T,1,10000,10000
V,1,1,551
V,1,2,119,1
V,1,3,43,2
V,1,4,229,3
V,1,5,683,4
V,1,6,370,5
V,1,7,64,6
V,1,8,127,7
V,1,9,428,8
T,2,10000,10000
V,2,1,56
V,2,2,47,1
V,2,3,62,2
V,2,4,151,3
V,2,5,50,4
T,3,10000,10000
V,3,1,11
V,3,2,2,1
V,3,3,2,2
V,3,4,6,3
V,3,5,19,4
V,3,6,16,5
V,3,7,22,6
T,4,50000,50000
V,4,1,491
V,4,2,694,1
V,4,3,716,2
V,4,4,73,3
V,4,5,162,4
V,4,6,207,5
V,4,7,660,6
V,4,8,224,7
V,4,9,483,8
V,4,10,297,9
T,5,50000,50000
V,5,1,33
V,5,2,55,1
V,5,3,164,2
V,5,4,58,3
V,5,5,94,4
V,5,6,27,5
V,5,7,74,6
V,5,8,49,7
V,5,9,113,8
V,5,10,67,9
T,6,100000,100000
V,6,1,10
V,6,2,5,1
V,6,3,33,2
V,6,4,1,3
V,6,5,21,4
V,6,6,3,5
V,6,7,3,6
V,6,8,12,7
V,6,9,16,8
V,6,10,2,9
