T,1,2000,2000
V,1,1,12
V,1,2,9,1
V,1,3,17,2
V,1,4,19,3
V,1,5,52,4
V,1,6,4,5
V,1,7,2,6
T,2,10000,10000
V,2,1,2
V,2,2,224,1
V,2,3,12,2
V,2,4,15,3
V,2,5,273,4
V,2,6,207,5
V,2,7,50,6
V,2,8,34,7
V,2,9,85,8
V,2,10,123,9
T,3,10000,10000
V,3,1,1
V,3,2,30,1
V,3,3,4,2
V,3,4,35,3
V,3,5,20,4
V,3,6,20,5
T,4,10000,10000
V,4,1,5
V,4,2,13,1
V,4,3,1,2
V,4,4,2,3
V,4,5,3,4
V,4,6,2,5
V,4,7,8,6
V,4,8,10,7
T,5,10000,10000
V,5,1,30
V,5,2,248,1
V,5,3,155,2
V,5,4,442,3
V,5,5,82,4
T,6,10000,10000
V,6,1,666
V,6,2,407,1
V,6,3,54,2
V,6,4,270,3
V,6,5,99,4
V,6,6,82,5
V,6,7,114,6
T,7,10000,10000
V,7,1,154
V,7,2,82,1
V,7,3,137,2
V,7,4,103,3
V,7,5,33,4
V,7,6,63,5
V,7,7,118,6
V,7,8,240,7
V,7,9,8,8
T,8,10000,10000
V,8,1,157
V,8,2,24,1
V,8,3,122,2
V,8,4,138,3
V,8,5,2,4
V,8,6,142,5
V,8,7,17,6
T,9,20000,20000
V,9,1,29
V,9,2,30,1
V,9,3,79,2
V,9,4,3,3
V,9,5,77,4
V,9,6,48,5
V,9,7,16,6
V,9,8,76,7
V,9,9,60,8
T,10,20000,20000
V,10,1,1602
V,10,2,370,1
V,10,3,1307,2
V,10,4,136,3
V,10,5,2063,4
T,11,20000,20000
V,11,1,215
V,11,2,68,1
V,11,3,162,2
V,11,4,21,3
V,11,5,52,4
T,12,20000,20000
V,12,1,883
V,12,2,95,1
V,12,3,152,2
V,12,4,87,3
V,12,5,746,4
V,12,6,1537,5
V,12,7,254,6
V,12,8,25,7
T,13,100000,100000
V,13,1,8842
V,13,2,2687,1
V,13,3,1545,2
V,13,4,2086,3
V,13,5,5258,4
T,14,100000,100000
V,14,1,163
V,14,2,4777,1
V,14,3,857,2
V,14,4,2814,3
V,14,5,2675,4
V,14,6,1654,5
V,14,7,805,6
V,14,8,313,7
T,15,100000,100000
V,15,1,1419
V,15,2,44,1
V,15,3,110,2
V,15,4,45,3
V,15,5,152,4
V,15,6,196,5
V,15,7,207,6
V,15,8,25,7
T,16,100000,100000
V,16,1,3289
V,16,2,1074,1
V,16,3,1054,2
V,16,4,1685,3
V,16,5,444,4
V,16,6,484,5
V,16,7,293,6
V,16,8,3245,7
T,17,100000,100000
V,17,1,652
V,17,2,458,1
V,17,3,945,2
V,17,4,956,3
V,17,5,878,4
V,17,6,466,5
T,18,100000,100000
V,18,1,237
V,18,2,68,1
V,18,3,4653,2
V,18,4,875,3
V,18,5,608,4
V,18,6,4116,5
V,18,7,4885,6
T,19,100000,100000
V,19,1,921
V,19,2,453,1
V,19,3,300,2
V,19,4,589,3
V,19,5,323,4
V,19,6,531,5
V,19,7,443,6
V,19,8,477,7
T,20,100000,100000
V,20,1,686
V,20,2,145,1
V,20,3,4217,2
V,20,4,83,3
V,20,5,317,4
V,20,6,216,5
V,20,7,1087,6
V,20,8,1403,7
V,20,9,3876,8
T,21,100000,100000
V,21,1,1444
V,21,2,1535,1
V,21,3,62,2
V,21,4,455,3
V,21,5,5774,4
T,22,100000,100000
V,22,1,2682
V,22,2,1301,1
V,22,3,10,2
V,22,4,3211,3
V,22,5,1213,4
V,22,6,1412,5
V,22,7,369,6
T,23,100000,100000
V,23,1,560
V,23,2,474,1
V,23,3,5304,2
V,23,4,6170,3
V,23,5,1973,4
V,23,6,139,5
V,23,7,2357,6
V,23,8,658,7
T,24,200000,200000
V,24,1,1006
V,24,2,423,1
V,24,3,5538,2
V,24,4,9628,3
V,24,5,1028,4
V,24,6,345,5
