T,1,1000,1000
V,1,1,107
V,1,2,59,1
V,1,3,56,2
V,1,4,5,3
V,1,5,17,4
V,1,6,7,5
V,1,7,40,6
V,1,8,20,7
T,2,2000,2000
V,2,1,55
V,2,2,451,1
V,2,3,92,2
V,2,4,5,3
V,2,5,68,4
V,2,6,350,5
V,2,7,84,6
V,2,8,423,7
T,3,2000,2000
V,3,1,121
V,3,2,76,1
V,3,3,85,2
V,3,4,472,3
V,3,5,8,4
V,3,6,15,5
V,3,7,36,6
V,3,8,162,7
T,4,20000,20000
V,4,1,503
V,4,2,4095,1
V,4,3,1225,2
V,4,4,84,3
V,4,5,1388,4
V,4,6,1145,5
T,5,100000,100000
V,5,1,4554
V,5,2,133,1
V,5,3,9544,2
V,5,4,852,3
V,5,5,8636,4
V,5,6,15918,5
V,5,7,2723,6
V,5,8,22910,7
V,5,9,17304,8
T,6,100000,100000
V,6,1,2949
V,6,2,65553,1
V,6,3,687,2
V,6,4,1616,3
V,6,5,8968,4
