T,1,10000,10000
V,1,1,102
V,1,2,279,1
V,1,3,45,2
V,1,4,5,3
V,1,5,1033,4
V,1,6,352,5
V,1,7,212,6
V,1,8,194,7
V,1,9,262,8
V,1,10,43,9
T,2,100000,100000
V,2,1,23470
V,2,2,362,1
V,2,3,3558,2
V,2,4,9522,3
V,2,5,1602,4
V,2,6,9783,5
V,2,7,3279,6
V,2,8,6799,7
V,2,9,12031,8
V,2,10,2292,9
T,3,100000,100000
V,3,1,6866
V,3,2,21446,1
V,3,3,5591,2
V,3,4,24328,3
V,3,5,4114,4
V,3,6,29159,5
T,4,100000,100000
V,4,1,6408
V,4,2,4961,1
V,4,3,14429,2
V,4,4,26637,3
V,4,5,2629,4
T,5,1000000,1000000
V,5,1,78790
V,5,2,26555,1
V,5,3,3592,2
V,5,4,74421,3
V,5,5,6391,4
V,5,6,33090,5
V,5,7,6044,6
V,5,8,17114,7
V,5,9,62198,8
T,6,1000000,1000000
V,6,1,56850
V,6,2,179545,1
V,6,3,47020,2
V,6,4,57903,3
V,6,5,44965,4
V,6,6,171462,5
V,6,7,23573,6
V,6,8,112365,7
V,6,9,100768,8
V,6,10,52743,9
