T,1,5000,5000
V,1,1,176
V,1,2,117,1
V,1,3,623,2
V,1,4,74,3
V,1,5,194,4
V,1,6,499,5
T,2,10000,10000
V,2,1,720
V,2,2,300,1
V,2,3,151,2
V,2,4,1487,3
V,2,5,127,4
V,2,6,259,5
V,2,7,519,6
V,2,8,216,7
T,3,10000,10000
V,3,1,961
V,3,2,504,1
V,3,3,871,2
V,3,4,957,3
V,3,5,144,4
V,3,6,684,5
V,3,7,1213,6
V,3,8,2105,7
V,3,9,987,8
V,3,10,261,9
T,4,10000,10000
V,4,1,114
V,4,2,15,1
V,4,3,343,2
V,4,4,674,3
V,4,5,179,4
V,4,6,54,5
V,4,7,1,6
V,4,8,300,7
V,4,9,133,8
V,4,10,551,9
T,5,10000,10000
V,5,1,1653
V,5,2,183,1
V,5,3,225,2
V,5,4,378,3
V,5,5,15,4
V,5,6,494,5
V,5,7,331,6
V,5,8,194,7
V,5,9,291,8
V,5,10,195,9
T,6,10000,10000
V,6,1,681
V,6,2,23,1
V,6,3,2098,2
V,6,4,4498,3
V,6,5,1426,4
T,7,20000,20000
V,7,1,181
V,7,2,40,1
V,7,3,111,2
V,7,4,516,3
V,7,5,1304,4
V,7,6,1614,5
V,7,7,1222,6
V,7,8,15,7
V,7,9,1363,8
V,7,10,969,9
T,8,20000,20000
V,8,1,287
V,8,2,3472,1
V,8,3,3945,2
V,8,4,1427,3
V,8,5,327,4
V,8,6,2407,5
T,9,20000,20000
V,9,1,2223
V,9,2,3776,1
V,9,3,290,2
V,9,4,1597,3
V,9,5,239,4
V,9,6,343,5
T,10,20000,20000
V,10,1,997
V,10,2,12,1
V,10,3,277,2
V,10,4,179,3
V,10,5,224,4
V,10,6,25,5
T,11,50000,50000
V,11,1,2444
V,11,2,2475,1
V,11,3,105,2
V,11,4,1041,3
V,11,5,1287,4
V,11,6,137,5
V,11,7,393,6
V,11,8,708,7
T,12,100000,100000
V,12,1,2695
V,12,2,1694,1
V,12,3,2374,2
V,12,4,31,3
V,12,5,757,4
