T,1,1000,1000
V,1,1,18
V,1,2,14,1
V,1,3,87,2
V,1,4,2,3
V,1,5,1,4
V,1,6,4,5
V,1,7,23,6
V,1,8,58,7
V,1,9,313,8
V,1,10,59,9
T,2,2000,2000
V,2,1,50
V,2,2,23,1
V,2,3,145,2
V,2,4,28,3
V,2,5,95,4
T,3,5000,5000
V,3,1,118
V,3,2,335,1
V,3,3,442,2
V,3,4,672,3
V,3,5,10,4
V,3,6,20,5
T,4,5000,5000
V,4,1,16
V,4,2,47,1
V,4,3,17,2
V,4,4,2,3
V,4,5,1,4
V,4,6,142,5
V,4,7,51,6
V,4,8,3,7
V,4,9,15,8
T,5,10000,10000
V,5,1,1004
V,5,2,1481,1
V,5,3,635,2
V,5,4,3254,3
V,5,5,1074,4
V,5,6,208,5
T,6,10000,10000
V,6,1,110
V,6,2,107,1
V,6,3,23,2
V,6,4,347,3
V,6,5,45,4
V,6,6,264,5
V,6,7,201,6
V,6,8,15,7
V,6,9,322,8
V,6,10,155,9
T,7,10000,10000
V,7,1,23
V,7,2,81,1
V,7,3,16,2
V,7,4,12,3
V,7,5,3,4
T,8,20000,20000
V,8,1,5711
V,8,2,1767,1
V,8,3,1034,2
V,8,4,1080,3
V,8,5,917,4
V,8,6,168,5
V,8,7,2377,6
V,8,8,726,7
V,8,9,3076,8
T,9,20000,20000
V,9,1,997
V,9,2,1089,1
V,9,3,1882,2
V,9,4,558,3
V,9,5,941,4
V,9,6,52,5
V,9,7,98,6
V,9,8,191,7
V,9,9,57,8
V,9,10,155,9
T,10,100000,100000
V,10,1,3438
V,10,2,1947,1
V,10,3,1961,2
V,10,4,7696,3
V,10,5,4778,4
V,10,6,63,5
V,10,7,7080,6
V,10,8,9806,7
V,10,9,6806,8
V,10,10,19038,9
T,11,100000,100000
V,11,1,182
V,11,2,6968,1
V,11,3,1109,2
V,11,4,2044,3
V,11,5,3451,4
V,11,6,11655,5
V,11,7,7198,6
V,11,8,24187,7
V,11,9,8625,8
T,12,100000,100000
V,12,1,7852
V,12,2,2475,1
V,12,3,4546,2
V,12,4,616,3
V,12,5,8294,4
V,12,6,8247,5
