T,1,1000,1000
V,1,1,13
V,1,2,121,1
V,1,3,205,2
V,1,4,46,3
V,1,5,22,4
T,2,2000,2000
V,2,1,4
V,2,2,7,1
V,2,3,13,2
V,2,4,10,3
V,2,5,2,4
V,2,6,9,5
V,2,7,4,6
T,3,10000,10000
V,3,1,255
V,3,2,357,1
V,3,3,25,2
V,3,4,86,3
V,3,5,82,4
V,3,6,228,5
V,3,7,122,6
V,3,8,119,7
V,3,9,44,8
T,4,10000,10000
V,4,1,43
V,4,2,4,1
V,4,3,24,2
V,4,4,3,3
V,4,5,24,4
T,5,20000,20000
V,5,1,687
V,5,2,35,1
V,5,3,36,2
V,5,4,126,3
V,5,5,57,4
V,5,6,63,5
V,5,7,701,6
V,5,8,63,7
V,5,9,1304,8
V,5,10,22,9
T,6,20000,20000
V,6,1,205
V,6,2,357,1
V,6,3,247,2
V,6,4,84,3
V,6,5,53,4
V,6,6,114,5
V,6,7,282,6
V,6,8,37,7
V,6,9,187,8
T,7,20000,20000
V,7,1,169
V,7,2,298,1
V,7,3,104,2
V,7,4,327,3
V,7,5,585,4
V,7,6,101,5
T,8,20000,20000
V,8,1,7
V,8,2,4,1
V,8,3,47,2
V,8,4,201,3
V,8,5,64,4
T,9,20000,20000
V,9,1,113
V,9,2,27,1
V,9,3,58,2
V,9,4,179,3
V,9,5,14,4
V,9,6,416,5
T,10,20000,20000
V,10,1,339
V,10,2,123,1
V,10,3,101,2
V,10,4,308,3
V,10,5,155,4
V,10,6,81,5
V,10,7,22,6
V,10,8,109,7
V,10,9,310,8
V,10,10,487,9
T,11,20000,20000
V,11,1,117
V,11,2,979,1
V,11,3,737,2
V,11,4,540,3
V,11,5,1094,4
V,11,6,1815,5
V,11,7,371,6
V,11,8,192,7
T,12,20000,20000
V,12,1,771
V,12,2,786,1
V,12,3,810,2
V,12,4,1028,3
V,12,5,302,4
V,12,6,284,5
V,12,7,550,6
V,12,8,264,7
T,13,50000,50000
V,13,1,5334
V,13,2,3104,1
V,13,3,15247,2
V,13,4,484,3
V,13,5,5572,4
T,14,100000,100000
V,14,1,983
V,14,2,2122,1
V,14,3,980,2
V,14,4,263,3
V,14,5,2951,4
V,14,6,1112,5
V,14,7,981,6
V,14,8,780,7
T,15,100000,100000
V,15,1,2326
V,15,2,5877,1
V,15,3,1870,2
V,15,4,10611,3
V,15,5,1109,4
V,15,6,3312,5
V,15,7,3080,6
V,15,8,3420,7
V,15,9,1116,8
T,16,100000,100000
V,16,1,132
V,16,2,962,1
V,16,3,5806,2
V,16,4,726,3
V,16,5,1549,4
V,16,6,1198,5
V,16,7,4548,6
V,16,8,1102,7
V,16,9,2732,8
V,16,10,2086,9
