T,1,5000,5000
V,1,1,41
V,1,2,9,1
V,1,3,28,2
V,1,4,45,3
V,1,5,75,4
V,1,6,6,5
T,2,10000,10000
V,2,1,1310
V,2,2,297,1
V,2,3,331,2
V,2,4,87,3
V,2,5,671,4
V,2,6,79,5
V,2,7,129,6
V,2,8,45,7
V,2,9,695,8
T,3,10000,10000
V,3,1,179
V,3,2,263,1
V,3,3,106,2
V,3,4,86,3
V,3,5,413,4
T,4,10000,10000
V,4,1,399
V,4,2,107,1
V,4,3,209,2
V,4,4,856,3
V,4,5,842,4
T,5,10000,10000
V,5,1,186
V,5,2,21,1
V,5,3,76,2
V,5,4,8,3
V,5,5,60,4
V,5,6,40,5
V,5,7,13,6
T,6,20000,20000
V,6,1,32
V,6,2,294,1
V,6,3,43,2
V,6,4,79,3
V,6,5,21,4
V,6,6,154,5
V,6,7,189,6
V,6,8,136,7
V,6,9,174,8
V,6,10,44,9
T,7,20000,20000
V,7,1,1292
V,7,2,4299,1
V,7,3,1061,2
V,7,4,2816,3
V,7,5,411,4
T,8,20000,20000
V,8,1,102
V,8,2,59,1
V,8,3,323,2
V,8,4,568,3
V,8,5,289,4
V,8,6,27,5
V,8,7,518,6
V,8,8,491,7
V,8,9,167,8
T,9,20000,20000
V,9,1,321
V,9,2,85,1
V,9,3,59,2
V,9,4,15,3
V,9,5,270,4
T,10,20000,20000
V,10,1,732
V,10,2,1664,1
V,10,3,6,2
V,10,4,1740,3
V,10,5,2525,4
T,11,20000,20000
V,11,1,7
V,11,2,13,1
V,11,3,15,2
V,11,4,1,3
V,11,5,1,4
V,11,6,3,5
V,11,7,2,6
V,11,8,1,7
V,11,9,1,8
T,12,50000,50000
V,12,1,1163
V,12,2,21,1
V,12,3,1567,2
V,12,4,367,3
V,12,5,168,4
V,12,6,1019,5
V,12,7,2122,6
V,12,8,463,7
V,12,9,1477,8
V,12,10,494,9
T,13,100000,100000
V,13,1,1830
V,13,2,308,1
V,13,3,1876,2
V,13,4,1848,3
V,13,5,1674,4
V,13,6,47,5
V,13,7,1690,6
V,13,8,1439,7
V,13,9,184,8
T,14,100000,100000
V,14,1,203
V,14,2,2352,1
V,14,3,558,2
V,14,4,144,3
V,14,5,179,4
V,14,6,2607,5
V,14,7,338,6
V,14,8,1233,7
V,14,9,63,8
T,15,100000,100000
V,15,1,21047
V,15,2,1745,1
V,15,3,171,2
V,15,4,5174,3
V,15,5,2023,4
T,16,200000,200000
V,16,1,17857
V,16,2,4823,1
V,16,3,2560,2
V,16,4,3489,3
V,16,5,20514,4
V,16,6,5717,5
V,16,7,4038,6
