T,1,10000,10000
V,1,1,49
V,1,2,32,1
V,1,3,32,2
V,1,4,4,3
V,1,5,132,4
V,1,6,38,5
V,1,7,46,6
V,1,8,96,7
V,1,9,37,8
V,1,10,4,9
T,2,10000,10000
V,2,1,55
V,2,2,3,1
V,2,3,64,2
V,2,4,6,3
V,2,5,39,4
V,2,6,48,5
T,3,20000,20000
V,3,1,128
V,3,2,265,1
V,3,3,305,2
V,3,4,259,3
V,3,5,232,4
V,3,6,678,5
V,3,7,25,6
V,3,8,276,7
T,4,20000,20000
V,4,1,5
V,4,2,2,1
V,4,3,2,2
V,4,4,3,3
V,4,5,1,4
T,5,20000,20000
V,5,1,34
V,5,2,61,1
V,5,3,90,2
V,5,4,25,3
V,5,5,5,4
V,5,6,32,5
V,5,7,5,6
V,5,8,33,7
T,6,100000,100000
V,6,1,91
V,6,2,1,1
V,6,3,2,2
V,6,4,31,3
V,6,5,29,4
V,6,6,127,5
V,6,7,76,6
V,6,8,455,7
V,6,9,149,8
