T,1,1000,1000
V,1,1,15
V,1,2,12,1
V,1,3,39,2
V,1,4,14,3
V,1,5,9,4
T,2,20000,20000
V,2,1,4
V,2,2,37,1
V,2,3,13,2
V,2,4,7,3
V,2,5,49,4
V,2,6,26,5
V,2,7,5,6
V,2,8,18,7
T,3,50000,50000
V,3,1,21
V,3,2,128,1
V,3,3,40,2
V,3,4,23,3
V,3,5,127,4
T,4,100000,100000
V,4,1,310
V,4,2,133,1
V,4,3,832,2
V,4,4,513,3
V,4,5,1,4
V,4,6,243,5
T,5,100000,100000
V,5,1,440
V,5,2,414,1
V,5,3,654,2
V,5,4,1088,3
V,5,5,386,4
V,5,6,4713,5
T,6,100000,100000
V,6,1,5
V,6,2,3,1
V,6,3,17,2
V,6,4,30,3
V,6,5,92,4
V,6,6,13,5
V,6,7,2,6
V,6,8,221,7
