T,1,5000,5000
V,1,1,17
V,1,2,3,1
V,1,3,33,2
V,1,4,20,3
V,1,5,7,4
T,2,10000,10000
V,2,1,15
V,2,2,50,1
V,2,3,32,2
V,2,4,180,3
V,2,5,27,4
V,2,6,75,5
V,2,7,525,6
T,3,10000,10000
V,3,1,2
V,3,2,4,1
V,3,3,2,2
V,3,4,3,3
V,3,5,1,4
V,3,6,1,5
V,3,7,1,6
T,4,20000,20000
V,4,1,9
V,4,2,84,1
V,4,3,104,2
V,4,4,12,3
V,4,5,27,4
V,4,6,18,5
V,4,7,42,6
V,4,8,78,7
V,4,9,10,8
T,5,20000,20000
V,5,1,164
V,5,2,50,1
V,5,3,10,2
V,5,4,95,3
V,5,5,103,4
V,5,6,265,5
T,6,100000,100000
V,6,1,825
V,6,2,578,1
V,6,3,444,2
V,6,4,437,3
V,6,5,158,4
V,6,6,395,5
V,6,7,1007,6
V,6,8,2,7
V,6,9,162,8
