T,1,1000,1000
V,1,1,27
V,1,2,215,1
V,1,3,14,2
V,1,4,31,3
V,1,5,9,4
V,1,6,44,5
V,1,7,21,6
V,1,8,4,7
V,1,9,80,8
T,2,10000,10000
V,2,1,73
V,2,2,68,1
V,2,3,198,2
V,2,4,8,3
V,2,5,19,4
V,2,6,202,5
T,3,10000,10000
V,3,1,126
V,3,2,583,1
V,3,3,72,2
V,3,4,63,3
V,3,5,209,4
V,3,6,149,5
V,3,7,677,6
T,4,10000,10000
V,4,1,3
V,4,2,2,1
V,4,3,10,2
V,4,4,3,3
V,4,5,1,4
V,4,6,8,5
V,4,7,35,6
V,4,8,16,7
V,4,9,11,8
V,4,10,1,9
T,5,10000,10000
V,5,1,149
V,5,2,110,1
V,5,3,290,2
V,5,4,132,3
V,5,5,104,4
T,6,10000,10000
V,6,1,382
V,6,2,227,1
V,6,3,1137,2
V,6,4,2561,3
V,6,5,517,4
V,6,6,1792,5
T,7,10000,10000
V,7,1,222
V,7,2,26,1
V,7,3,659,2
V,7,4,64,3
V,7,5,6,4
V,7,6,30,5
V,7,7,702,6
T,8,20000,20000
V,8,1,789
V,8,2,558,1
V,8,3,379,2
V,8,4,582,3
V,8,5,541,4
V,8,6,1196,5
V,8,7,356,6
V,8,8,218,7
T,9,20000,20000
V,9,1,3
V,9,2,1,1
V,9,3,1,2
V,9,4,6,3
V,9,5,5,4
V,9,6,18,5
V,9,7,25,6
V,9,8,1,7
V,9,9,25,8
V,9,10,8,9
T,10,20000,20000
V,10,1,30
V,10,2,300,1
V,10,3,234,2
V,10,4,1,3
V,10,5,994,4
V,10,6,535,5
V,10,7,384,6
V,10,8,123,7
T,11,50000,50000
V,11,1,1504
V,11,2,1055,1
V,11,3,1391,2
V,11,4,1107,3
V,11,5,723,4
V,11,6,2659,5
V,11,7,322,6
T,12,100000,100000
V,12,1,1209
V,12,2,3852,1
V,12,3,318,2
V,12,4,4101,3
V,12,5,7710,4
V,12,6,749,5
V,12,7,265,6
V,12,8,4001,7
V,12,9,3264,8
V,12,10,214,9
