T,1,2000,2000
V,1,1,16
V,1,2,10,1
V,1,3,22,2
V,1,4,8,3
V,1,5,27,4
V,1,6,36,5
V,1,7,50,6
T,2,2000,2000
V,2,1,52
V,2,2,67,1
V,2,3,245,2
V,2,4,1,3
V,2,5,189,4
V,2,6,79,5
V,2,7,171,6
V,2,8,28,7
T,3,5000,5000
V,3,1,598
V,3,2,13,1
V,3,3,64,2
V,3,4,325,3
V,3,5,688,4
V,3,6,156,5
T,4,10000,10000
V,4,1,733
V,4,2,465,1
V,4,3,952,2
V,4,4,2,3
V,4,5,626,4
T,5,20000,20000
V,5,1,308
V,5,2,908,1
V,5,3,16,2
V,5,4,189,3
V,5,5,689,4
V,5,6,66,5
V,5,7,115,6
V,5,8,332,7
T,6,20000,20000
V,6,1,153
V,6,2,166,1
V,6,3,77,2
V,6,4,205,3
V,6,5,51,4
V,6,6,181,5
T,7,20000,20000
V,7,1,71
V,7,2,175,1
V,7,3,79,2
V,7,4,38,3
V,7,5,156,4
V,7,6,106,5
V,7,7,88,6
T,8,50000,50000
V,8,1,1420
V,8,2,13,1
V,8,3,1288,2
V,8,4,990,3
V,8,5,1326,4
V,8,6,834,5
V,8,7,562,6
T,9,100000,100000
V,9,1,1580
V,9,2,995,1
V,9,3,162,2
V,9,4,216,3
V,9,5,1189,4
V,9,6,1076,5
V,9,7,1549,6
V,9,8,9,7
V,9,9,1311,8
T,10,100000,100000
V,10,1,1198
V,10,2,1065,1
V,10,3,2714,2
V,10,4,967,3
V,10,5,825,4
V,10,6,193,5
V,10,7,793,6
V,10,8,935,7
V,10,9,675,8
V,10,10,839,9
T,11,100000,100000
V,11,1,5014
V,11,2,11893,1
V,11,3,1617,2
V,11,4,13722,3
V,11,5,4611,4
V,11,6,5122,5
V,11,7,10424,6
V,11,8,11916,7
T,12,100000,100000
V,12,1,835
V,12,2,3424,1
V,12,3,3240,2
V,12,4,311,3
V,12,5,834,4
V,12,6,1017,5
