T,1,10000,10000
V,1,1,244
V,1,2,23,1
V,1,3,14,2
V,1,4,112,3
V,1,5,155,4
V,1,6,150,5
V,1,7,31,6
V,1,8,6,7
V,1,9,46,8
V,1,10,66,9
T,2,10000,10000
V,2,1,171
V,2,2,244,1
V,2,3,1491,2
V,2,4,33,3
V,2,5,13,4
V,2,6,1185,5
T,3,50000,50000
V,3,1,1666
V,3,2,334,1
V,3,3,97,2
V,3,4,660,3
V,3,5,156,4
V,3,6,1055,5
V,3,7,2200,6
T,4,100000,100000
V,4,1,128
V,4,2,96,1
V,4,3,499,2
V,4,4,115,3
V,4,5,290,4
V,4,6,718,5
V,4,7,178,6
V,4,8,176,7
V,4,9,63,8
T,5,100000,100000
V,5,1,4712
V,5,2,2533,1
V,5,3,5161,2
V,5,4,3957,3
V,5,5,1898,4
V,5,6,1032,5
V,5,7,5678,6
V,5,8,543,7
T,6,1000000,1000000
V,6,1,25727
V,6,2,24269,1
V,6,3,1056,2
V,6,4,25996,3
V,6,5,89307,4
V,6,6,8109,5
V,6,7,1464,6
V,6,8,3737,7
V,6,9,12600,8
V,6,10,9125,9
