T,1,2000,2000
V,1,1,3
V,1,2,4,1
V,1,3,2,2
V,1,4,17,3
V,1,5,8,4
V,1,6,4,5
V,1,7,13,6
V,1,8,3,7
T,2,10000,10000
V,2,1,312
V,2,2,423,1
V,2,3,374,2
V,2,4,247,3
V,2,5,479,4
V,2,6,588,5
V,2,7,8,6
V,2,8,595,7
T,3,10000,10000
V,3,1,74
V,3,2,95,1
V,3,3,85,2
V,3,4,66,3
V,3,5,29,4
V,3,6,10,5
V,3,7,125,6
V,3,8,120,7
V,3,9,94,8
V,3,10,97,9
T,4,20000,20000
V,4,1,716
V,4,2,1160,1
V,4,3,1429,2
V,4,4,269,3
V,4,5,1213,4
V,4,6,176,5
V,4,7,157,6
V,4,8,1784,7
V,4,9,3033,8
T,5,20000,20000
V,5,1,185
V,5,2,40,1
V,5,3,8,2
V,5,4,198,3
V,5,5,315,4
T,6,100000,100000
V,6,1,583
V,6,2,2897,1
V,6,3,851,2
V,6,4,1066,3
V,6,5,177,4
V,6,6,275,5
V,6,7,131,6
