T,1,10000,10000
V,1,1,6
V,1,2,4,1
V,1,3,1,2
V,1,4,1,3
V,1,5,3,4
V,1,6,4,5
T,2,10000,10000
V,2,1,2
V,2,2,6,1
V,2,3,3,2
V,2,4,6,3
V,2,5,52,4
V,2,6,69,5
V,2,7,27,6
V,2,8,45,7
T,3,20000,20000
V,3,1,188
V,3,2,706,1
V,3,3,684,2
V,3,4,256,3
V,3,5,35,4
T,4,20000,20000
V,4,1,3626
V,4,2,334,1
V,4,3,5758,2
V,4,4,486,3
V,4,5,3400,4
T,5,20000,20000
V,5,1,875
V,5,2,336,1
V,5,3,19,2
V,5,4,468,3
V,5,5,429,4
V,5,6,267,5
T,6,100000,100000
V,6,1,1171
V,6,2,127,1
V,6,3,3047,2
V,6,4,1001,3
V,6,5,494,4
V,6,6,1890,5
V,6,7,324,6
V,6,8,446,7
