T,1,1000,1000
V,1,1,4
V,1,2,6,1
V,1,3,2,2
V,1,4,3,3
V,1,5,4,4
V,1,6,1,5
V,1,7,1,6
V,1,8,6,7
V,1,9,7,8
V,1,10,1,9
T,2,10000,10000
V,2,1,12
V,2,2,86,1
V,2,3,201,2
V,2,4,112,3
V,2,5,200,4
V,2,6,161,5
V,2,7,29,6
V,2,8,103,7
V,2,9,16,8
T,3,10000,10000
V,3,1,64
V,3,2,122,1
V,3,3,82,2
V,3,4,4,3
V,3,5,40,4
V,3,6,110,5
V,3,7,11,6
V,3,8,71,7
V,3,9,15,8
T,4,20000,20000
V,4,1,292
V,4,2,29,1
V,4,3,293,2
V,4,4,212,3
V,4,5,110,4
T,5,20000,20000
V,5,1,17
V,5,2,584,1
V,5,3,30,2
V,5,4,186,3
V,5,5,140,4
V,5,6,47,5
V,5,7,49,6
T,6,20000,20000
V,6,1,48
V,6,2,22,1
V,6,3,34,2
V,6,4,28,3
V,6,5,48,4
V,6,6,53,5
V,6,7,113,6
T,7,20000,20000
V,7,1,77
V,7,2,280,1
V,7,3,401,2
V,7,4,193,3
V,7,5,299,4
V,7,6,845,5
T,8,100000,100000
V,8,1,14
V,8,2,26,1
V,8,3,8,2
V,8,4,46,3
V,8,5,95,4
V,8,6,5,5
V,8,7,381,6
V,8,8,129,7
V,8,9,16,8
