T,1,1000,1000
V,1,1,7
V,1,2,51,1
V,1,3,62,2
V,1,4,77,3
V,1,5,13,4
V,1,6,12,5
T,2,5000,5000
V,2,1,9
V,2,2,4,1
V,2,3,28,2
V,2,4,15,3
V,2,5,6,4
T,3,10000,10000
V,3,1,337
V,3,2,932,1
V,3,3,366,2
V,3,4,1838,3
V,3,5,233,4
V,3,6,76,5
V,3,7,1921,6
V,3,8,783,7
V,3,9,284,8
V,3,10,519,9
T,4,10000,10000
V,4,1,142
V,4,2,252,1
V,4,3,896,2
V,4,4,2783,3
V,4,5,2822,4
T,5,10000,10000
V,5,1,1025
V,5,2,962,1
V,5,3,129,2
V,5,4,459,3
V,5,5,1543,4
V,5,6,675,5
V,5,7,435,6
T,6,10000,10000
V,6,1,3
V,6,2,8,1
V,6,3,5,2
V,6,4,4,3
V,6,5,43,4
V,6,6,40,5
V,6,7,8,6
V,6,8,8,7
T,7,10000,10000
V,7,1,539
V,7,2,119,1
V,7,3,1882,2
V,7,4,129,3
V,7,5,1300,4
V,7,6,947,5
V,7,7,2124,6
V,7,8,751,7
T,8,10000,10000
V,8,1,487
V,8,2,601,1
V,8,3,688,2
V,8,4,871,3
V,8,5,827,4
V,8,6,909,5
T,9,10000,10000
V,9,1,360
V,9,2,193,1
V,9,3,358,2
V,9,4,446,3
V,9,5,1496,4
V,9,6,1276,5
V,9,7,2096,6
T,10,20000,20000
V,10,1,3729
V,10,2,3543,1
V,10,3,1009,2
V,10,4,4262,3
V,10,5,1395,4
V,10,6,466,5
T,11,20000,20000
V,11,1,1158
V,11,2,1621,1
V,11,3,1861,2
V,11,4,263,3
V,11,5,3779,4
V,11,6,1849,5
V,11,7,2499,6
V,11,8,3570,7
T,12,20000,20000
V,12,1,297
V,12,2,201,1
V,12,3,120,2
V,12,4,2146,3
V,12,5,3408,4
V,12,6,1812,5
V,12,7,1385,6
V,12,8,864,7
T,13,20000,20000
V,13,1,1180
V,13,2,1620,1
V,13,3,1822,2
V,13,4,96,3
V,13,5,88,4
V,13,6,919,5
V,13,7,124,6
T,14,20000,20000
V,14,1,357
V,14,2,250,1
V,14,3,34,2
V,14,4,405,3
V,14,5,268,4
V,14,6,481,5
V,14,7,118,6
V,14,8,30,7
T,15,20000,20000
V,15,1,113
V,15,2,130,1
V,15,3,178,2
V,15,4,538,3
V,15,5,256,4
V,15,6,1527,5
V,15,7,361,6
V,15,8,516,7
V,15,9,367,8
V,15,10,471,9
T,16,20000,20000
V,16,1,5199
V,16,2,3450,1
V,16,3,2877,2
V,16,4,140,3
V,16,5,616,4
V,16,6,3028,5
T,17,20000,20000
V,17,1,217
V,17,2,483,1
V,17,3,315,2
V,17,4,720,3
V,17,5,788,4
V,17,6,88,5
V,17,7,627,6
V,17,8,348,7
V,17,9,282,8
T,18,50000,50000
V,18,1,1215
V,18,2,282,1
V,18,3,30,2
V,18,4,1228,3
V,18,5,811,4
V,18,6,306,5
V,18,7,1104,6
V,18,8,2610,7
V,18,9,894,8
T,19,50000,50000
V,19,1,553
V,19,2,354,1
V,19,3,281,2
V,19,4,689,3
V,19,5,457,4
V,19,6,206,5
V,19,7,380,6
V,19,8,430,7
T,20,50000,50000
V,20,1,4
V,20,2,43,1
V,20,3,42,2
V,20,4,3,3
V,20,5,23,4
V,20,6,27,5
V,20,7,1,6
V,20,8,52,7
V,20,9,6,8
V,20,10,50,9
T,21,100000,100000
V,21,1,486
V,21,2,3959,1
V,21,3,6684,2
V,21,4,395,3
V,21,5,1226,4
V,21,6,790,5
V,21,7,2195,6
V,21,8,3163,7
V,21,9,2737,8
V,21,10,963,9
T,22,100000,100000
V,22,1,23291
V,22,2,1950,1
V,22,3,894,2
V,22,4,9260,3
V,22,5,10996,4
V,22,6,394,5
V,22,7,13716,6
V,22,8,12041,7
V,22,9,5187,8
V,22,10,9,9
T,23,200000,200000
V,23,1,24628
V,23,2,9225,1
V,23,3,31866,2
V,23,4,14647,3
V,23,5,2883,4
T,24,200000,200000
V,24,1,1921
V,24,2,9268,1
V,24,3,9748,2
V,24,4,3391,3
V,24,5,8698,4
V,24,6,13262,5
V,24,7,5716,6
V,24,8,2467,7
V,24,9,2904,8
