T,1,1000,1000
V,1,1,6
V,1,2,5,1
V,1,3,12,2
V,1,4,4,3
V,1,5,10,4
V,1,6,9,5
T,2,2000,2000
V,2,1,1
V,2,2,3,1
V,2,3,9,2
V,2,4,3,3
V,2,5,1,4
V,2,6,3,5
V,2,7,6,6
T,3,2000,2000
V,3,1,3
V,3,2,3,1
V,3,3,9,2
V,3,4,1,3
V,3,5,6,4
V,3,6,1,5
T,4,5000,5000
V,4,1,30
V,4,2,2,1
V,4,3,10,2
V,4,4,4,3
V,4,5,1,4
V,4,6,13,5
V,4,7,6,6
T,5,10000,10000
V,5,1,1
V,5,2,8,1
V,5,3,34,2
V,5,4,2,3
V,5,5,25,4
T,6,10000,10000
V,6,1,97
V,6,2,8,1
V,6,3,74,2
V,6,4,20,3
V,6,5,168,4
V,6,6,123,5
V,6,7,44,6
V,6,8,11,7
T,7,10000,10000
V,7,1,83
V,7,2,16,1
V,7,3,28,2
V,7,4,152,3
V,7,5,94,4
V,7,6,21,5
V,7,7,13,6
T,8,10000,10000
V,8,1,81
V,8,2,40,1
V,8,3,8,2
V,8,4,6,3
V,8,5,16,4
V,8,6,4,5
V,8,7,24,6
V,8,8,3,7
V,8,9,9,8
V,8,10,8,9
T,9,10000,10000
V,9,1,6
V,9,2,1,1
V,9,3,1,2
V,9,4,6,3
V,9,5,1,4
V,9,6,17,5
T,10,10000,10000
V,10,1,74
V,10,2,6,1
V,10,3,11,2
V,10,4,24,3
V,10,5,5,4
V,10,6,67,5
V,10,7,272,6
V,10,8,143,7
V,10,9,41,8
V,10,10,5,9
T,11,10000,10000
V,11,1,1
V,11,2,1,1
V,11,3,2,2
V,11,4,1,3
V,11,5,2,4
V,11,6,4,5
V,11,7,1,6
V,11,8,4,7
V,11,9,1,8
T,12,10000,10000
V,12,1,3
V,12,2,10,1
V,12,3,1,2
V,12,4,10,3
V,12,5,7,4
V,12,6,2,5
V,12,7,17,6
V,12,8,5,7
V,12,9,5,8
T,13,10000,10000
V,13,1,125
V,13,2,6,1
V,13,3,43,2
V,13,4,37,3
V,13,5,73,4
T,14,10000,10000
V,14,1,17
V,14,2,7,1
V,14,3,17,2
V,14,4,4,3
V,14,5,61,4
V,14,6,25,5
V,14,7,18,6
V,14,8,12,7
V,14,9,52,8
T,15,10000,10000
V,15,1,69
V,15,2,61,1
V,15,3,96,2
V,15,4,30,3
V,15,5,56,4
T,16,10000,10000
V,16,1,1
V,16,2,8,1
V,16,3,18,2
V,16,4,16,3
V,16,5,5,4
T,17,10000,10000
V,17,1,56
V,17,2,28,1
V,17,3,60,2
V,17,4,12,3
V,17,5,7,4
T,18,10000,10000
V,18,1,39
V,18,2,12,1
V,18,3,7,2
V,18,4,59,3
V,18,5,14,4
V,18,6,11,5
T,19,20000,20000
V,19,1,160
V,19,2,26,1
V,19,3,10,2
V,19,4,18,3
V,19,5,18,4
V,19,6,28,5
V,19,7,19,6
V,19,8,94,7
V,19,9,51,8
T,20,20000,20000
V,20,1,121
V,20,2,359,1
V,20,3,579,2
V,20,4,906,3
V,20,5,213,4
T,21,20000,20000
V,21,1,13
V,21,2,38,1
V,21,3,16,2
V,21,4,5,3
V,21,5,15,4
V,21,6,5,5
V,21,7,1,6
V,21,8,2,7
V,21,9,48,8
V,21,10,29,9
T,22,20000,20000
V,22,1,10
V,22,2,47,1
V,22,3,28,2
V,22,4,131,3
V,22,5,63,4
V,22,6,45,5
V,22,7,36,6
V,22,8,32,7
V,22,9,97,8
T,23,20000,20000
V,23,1,2
V,23,2,3,1
V,23,3,1,2
V,23,4,24,3
V,23,5,1,4
V,23,6,7,5
V,23,7,12,6
V,23,8,24,7
V,23,9,13,8
T,24,20000,20000
V,24,1,16
V,24,2,8,1
V,24,3,2,2
V,24,4,2,3
V,24,5,1,4
V,24,6,12,5
V,24,7,17,6
T,25,20000,20000
V,25,1,123
V,25,2,23,1
V,25,3,47,2
V,25,4,277,3
V,25,5,231,4
V,25,6,190,5
V,25,7,202,6
V,25,8,12,7
V,25,9,268,8
T,26,50000,50000
V,26,1,84
V,26,2,77,1
V,26,3,290,2
V,26,4,42,3
V,26,5,5,4
V,26,6,116,5
V,26,7,64,6
T,27,100000,100000
V,27,1,52
V,27,2,8,1
V,27,3,24,2
V,27,4,17,3
V,27,5,62,4
V,27,6,41,5
V,27,7,62,6
V,27,8,43,7
T,28,100000,100000
V,28,1,22
V,28,2,21,1
V,28,3,179,2
V,28,4,41,3
V,28,5,26,4
V,28,6,21,5
V,28,7,27,6
V,28,8,39,7
V,28,9,107,8
V,28,10,7,9
T,29,100000,100000
V,29,1,844
V,29,2,17,1
V,29,3,1662,2
V,29,4,208,3
V,29,5,384,4
V,29,6,59,5
V,29,7,983,6
V,29,8,16,7
V,29,9,326,8
T,30,100000,100000
V,30,1,222
V,30,2,1163,1
V,30,3,454,2
V,30,4,431,3
V,30,5,984,4
T,31,100000,100000
V,31,1,1412
V,31,2,1275,1
V,31,3,507,2
V,31,4,375,3
V,31,5,1141,4
V,31,6,786,5
V,31,7,136,6
V,31,8,506,7
T,32,100000,100000
V,32,1,125
V,32,2,838,1
V,32,3,545,2
V,32,4,102,3
V,32,5,118,4
V,32,6,18,5
V,32,7,294,6
