T,1,2000,2000
V,1,1,204
V,1,2,298,1
V,1,3,649,2
V,1,4,436,3
V,1,5,92,4
V,1,6,124,5
V,1,7,127,6
T,2,10000,10000
V,2,1,1162
V,2,2,1,1
V,2,3,959,2
V,2,4,575,3
V,2,5,3317,4
V,2,6,53,5
T,3,10000,10000
V,3,1,580
V,3,2,2947,1
V,3,3,1055,2
V,3,4,189,3
V,3,5,726,4
T,4,10000,10000
V,4,1,240
V,4,2,298,1
V,4,3,593,2
V,4,4,94,3
V,4,5,520,4
V,4,6,942,5
V,4,7,154,6
V,4,8,402,7
V,4,9,465,8
T,5,20000,20000
V,5,1,1565
V,5,2,254,1
V,5,3,1505,2
V,5,4,3218,3
V,5,5,3597,4
V,5,6,4759,5
V,5,7,1485,6
V,5,8,646,7
T,6,20000,20000
V,6,1,44
V,6,2,57,1
V,6,3,50,2
V,6,4,19,3
V,6,5,362,4
V,6,6,97,5
V,6,7,283,6
V,6,8,30,7
T,7,20000,20000
V,7,1,331
V,7,2,596,1
V,7,3,1125,2
V,7,4,664,3
V,7,5,795,4
V,7,6,1361,5
V,7,7,714,6
T,8,20000,20000
V,8,1,1099
V,8,2,4214,1
V,8,3,781,2
V,8,4,345,3
V,8,5,4872,4
V,8,6,1999,5
V,8,7,2443,6
T,9,50000,50000
V,9,1,96
V,9,2,393,1
V,9,3,10,2
V,9,4,93,3
V,9,5,190,4
V,9,6,648,5
V,9,7,768,6
V,9,8,246,7
V,9,9,1283,8
V,9,10,329,9
T,10,100000,100000
V,10,1,2022
V,10,2,6707,1
V,10,3,639,2
V,10,4,5006,3
V,10,5,2528,4
V,10,6,2376,5
V,10,7,4972,6
V,10,8,6658,7
V,10,9,314,8
V,10,10,6588,9
T,11,100000,100000
V,11,1,9998
V,11,2,3906,1
V,11,3,7013,2
V,11,4,1880,3
V,11,5,4234,4
T,12,100000,100000
V,12,1,14716
V,12,2,12450,1
V,12,3,1066,2
V,12,4,6754,3
V,12,5,2937,4
V,12,6,2888,5
V,12,7,882,6
