T,1,1000,1000
V,1,1,93
V,1,2,8,1
V,1,3,21,2
V,1,4,3,3
V,1,5,10,4
T,2,2000,2000
V,2,1,417
V,2,2,272,1
V,2,3,237,2
V,2,4,42,3
V,2,5,38,4
V,2,6,204,5
T,3,5000,5000
V,3,1,56
V,3,2,3,1
V,3,3,68,2
V,3,4,13,3
V,3,5,1,4
T,4,5000,5000
V,4,1,320
V,4,2,108,1
V,4,3,66,2
V,4,4,83,3
V,4,5,288,4
V,4,6,381,5
V,4,7,239,6
T,5,10000,10000
V,5,1,4
V,5,2,19,1
V,5,3,67,2
V,5,4,106,3
V,5,5,36,4
V,5,6,29,5
V,5,7,6,6
T,6,10000,10000
V,6,1,644
V,6,2,296,1
V,6,3,219,2
V,6,4,385,3
V,6,5,2656,4
V,6,6,1264,5
T,7,10000,10000
V,7,1,675
V,7,2,1338,1
V,7,3,301,2
V,7,4,308,3
V,7,5,172,4
V,7,6,689,5
V,7,7,453,6
V,7,8,196,7
V,7,9,7,8
V,7,10,65,9
T,8,10000,10000
V,8,1,176
V,8,2,407,1
V,8,3,128,2
V,8,4,709,3
V,8,5,36,4
V,8,6,25,5
V,8,7,272,6
T,9,10000,10000
V,9,1,545
V,9,2,365,1
V,9,3,6351,2
V,9,4,172,3
V,9,5,65,4
V,9,6,85,5
V,9,7,754,6
T,10,20000,20000
V,10,1,3066
V,10,2,656,1
V,10,3,691,2
V,10,4,755,3
V,10,5,838,4
V,10,6,1005,5
T,11,20000,20000
V,11,1,947
V,11,2,1583,1
V,11,3,2027,2
V,11,4,419,3
V,11,5,2304,4
T,12,20000,20000
V,12,1,3420
V,12,2,4318,1
V,12,3,449,2
V,12,4,537,3
V,12,5,58,4
V,12,6,583,5
V,12,7,6,6
T,13,20000,20000
V,13,1,874
V,13,2,255,1
V,13,3,1705,2
V,13,4,323,3
V,13,5,3987,4
V,13,6,187,5
V,13,7,103,6
V,13,8,788,7
T,14,20000,20000
V,14,1,2197
V,14,2,117,1
V,14,3,1001,2
V,14,4,154,3
V,14,5,3378,4
V,14,6,1507,5
V,14,7,1311,6
V,14,8,186,7
V,14,9,2506,8
T,15,20000,20000
V,15,1,253
V,15,2,1322,1
V,15,3,2228,2
V,15,4,477,3
V,15,5,1644,4
V,15,6,403,5
V,15,7,1053,6
T,16,20000,20000
V,16,1,581
V,16,2,416,1
V,16,3,991,2
V,16,4,280,3
V,16,5,657,4
V,16,6,6633,5
V,16,7,462,6
V,16,8,485,7
V,16,9,870,8
V,16,10,1422,9
T,17,20000,20000
V,17,1,1759
V,17,2,416,1
V,17,3,205,2
V,17,4,2875,3
V,17,5,3495,4
V,17,6,74,5
V,17,7,1169,6
V,17,8,814,7
V,17,9,2001,8
V,17,10,859,9
T,18,20000,20000
V,18,1,3123
V,18,2,5898,1
V,18,3,897,2
V,18,4,1806,3
V,18,5,3280,4
T,19,20000,20000
V,19,1,749
V,19,2,24,1
V,19,3,2047,2
V,19,4,22,3
V,19,5,540,4
V,19,6,277,5
V,19,7,246,6
T,20,20000,20000
V,20,1,902
V,20,2,2627,1
V,20,3,2689,2
V,20,4,2500,3
V,20,5,832,4
T,21,20000,20000
V,21,1,17
V,21,2,34,1
V,21,3,2,2
V,21,4,36,3
V,21,5,47,4
V,21,6,7,5
V,21,7,5,6
V,21,8,28,7
T,22,20000,20000
V,22,1,108
V,22,2,190,1
V,22,3,394,2
V,22,4,292,3
V,22,5,45,4
V,22,6,266,5
V,22,7,56,6
V,22,8,184,7
V,22,9,17,8
V,22,10,312,9
T,23,20000,20000
V,23,1,958
V,23,2,199,1
V,23,3,564,2
V,23,4,2678,3
V,23,5,396,4
T,24,50000,50000
V,24,1,1279
V,24,2,2094,1
V,24,3,2358,2
V,24,4,378,3
V,24,5,525,4
V,24,6,1964,5
V,24,7,1701,6
V,24,8,4430,7
V,24,9,5645,8
T,25,100000,100000
V,25,1,1898
V,25,2,1118,1
V,25,3,22691,2
V,25,4,1870,3
V,25,5,1448,4
V,25,6,6480,5
V,25,7,98,6
T,26,100000,100000
V,26,1,5217
V,26,2,715,1
V,26,3,7438,2
V,26,4,1479,3
V,26,5,2675,4
V,26,6,561,5
V,26,7,411,6
V,26,8,3096,7
T,27,100000,100000
V,27,1,2052
V,27,2,795,1
V,27,3,7881,2
V,27,4,5783,3
V,27,5,913,4
V,27,6,814,5
V,27,7,1234,6
V,27,8,25877,7
V,27,9,5543,8
V,27,10,2713,9
T,28,100000,100000
V,28,1,330
V,28,2,1142,1
V,28,3,612,2
V,28,4,123,3
V,28,5,467,4
V,28,6,235,5
V,28,7,200,6
V,28,8,2647,7
T,29,100000,100000
V,29,1,310
V,29,2,1852,1
V,29,3,674,2
V,29,4,3377,3
V,29,5,506,4
V,29,6,425,5
V,29,7,931,6
V,29,8,4033,7
T,30,100000,100000
V,30,1,572
V,30,2,1255,1
V,30,3,1630,2
V,30,4,219,3
V,30,5,1894,4
V,30,6,6333,5
V,30,7,1459,6
T,31,100000,100000
V,31,1,3703
V,31,2,2633,1
V,31,3,1055,2
V,31,4,6901,3
V,31,5,14313,4
V,31,6,5970,5
T,32,200000,200000
V,32,1,414
V,32,2,3189,1
V,32,3,4764,2
V,32,4,9476,3
V,32,5,11581,4
V,32,6,441,5
V,32,7,16734,6
V,32,8,13588,7
