T,1,1000,1000
V,1,1,6
V,1,2,2,1
V,1,3,3,2
V,1,4,8,3
V,1,5,13,4
V,1,6,3,5
V,1,7,3,6
V,1,8,26,7
V,1,9,5,8
V,1,10,22,9
T,2,2000,2000
V,2,1,17
V,2,2,18,1
V,2,3,44,2
V,2,4,34,3
V,2,5,30,4
V,2,6,338,5
T,3,5000,5000
V,3,1,62
V,3,2,133,1
V,3,3,36,2
V,3,4,32,3
V,3,5,92,4
V,3,6,132,5
V,3,7,94,6
T,4,5000,5000
V,4,1,7
V,4,2,154,1
V,4,3,219,2
V,4,4,276,3
V,4,5,449,4
V,4,6,98,5
V,4,7,56,6
V,4,8,52,7
V,4,9,120,8
T,5,5000,5000
V,5,1,4
V,5,2,3,1
V,5,3,2,2
V,5,4,2,3
V,5,5,4,4
V,5,6,6,5
T,6,10000,10000
V,6,1,950
V,6,2,168,1
V,6,3,352,2
V,6,4,83,3
V,6,5,2702,4
V,6,6,3362,5
V,6,7,2030,6
V,6,8,42,7
T,7,10000,10000
V,7,1,641
V,7,2,26,1
V,7,3,2671,2
V,7,4,181,3
V,7,5,60,4
T,8,10000,10000
V,8,1,2872
V,8,2,529,1
V,8,3,213,2
V,8,4,946,3
V,8,5,116,4
V,8,6,26,5
T,9,10000,10000
V,9,1,63
V,9,2,199,1
V,9,3,25,2
V,9,4,36,3
V,9,5,47,4
V,9,6,199,5
V,9,7,84,6
V,9,8,124,7
V,9,9,199,8
T,10,10000,10000
V,10,1,379
V,10,2,789,1
V,10,3,67,2
V,10,4,1154,3
V,10,5,280,4
T,11,10000,10000
V,11,1,91
V,11,2,137,1
V,11,3,177,2
V,11,4,196,3
V,11,5,91,4
V,11,6,157,5
T,12,10000,10000
V,12,1,950
V,12,2,687,1
V,12,3,292,2
V,12,4,75,3
V,12,5,51,4
V,12,6,768,5
T,13,20000,20000
V,13,1,665
V,13,2,587,1
V,13,3,101,2
V,13,4,415,3
V,13,5,596,4
V,13,6,151,5
V,13,7,436,6
V,13,8,27,7
V,13,9,678,8
T,14,20000,20000
V,14,1,161
V,14,2,167,1
V,14,3,787,2
V,14,4,31,3
V,14,5,279,4
V,14,6,4,5
V,14,7,321,6
V,14,8,149,7
V,14,9,32,8
V,14,10,177,9
T,15,20000,20000
V,15,1,1158
V,15,2,1037,1
V,15,3,345,2
V,15,4,588,3
V,15,5,3403,4
V,15,6,793,5
V,15,7,4170,6
V,15,8,868,7
T,16,20000,20000
V,16,1,2297
V,16,2,719,1
V,16,3,1675,2
V,16,4,1336,3
V,16,5,1942,4
V,16,6,777,5
V,16,7,3076,6
V,16,8,2212,7
V,16,9,5886,8
T,17,20000,20000
V,17,1,107
V,17,2,185,1
V,17,3,354,2
V,17,4,469,3
V,17,5,1044,4
V,17,6,35,5
V,17,7,70,6
V,17,8,137,7
V,17,9,45,8
T,18,20000,20000
V,18,1,597
V,18,2,1178,1
V,18,3,19,2
V,18,4,2115,3
V,18,5,574,4
V,18,6,786,5
V,18,7,386,6
V,18,8,304,7
V,18,9,1167,8
T,19,20000,20000
V,19,1,288
V,19,2,9029,1
V,19,3,741,2
V,19,4,3499,3
V,19,5,1812,4
V,19,6,4028,5
T,20,20000,20000
V,20,1,499
V,20,2,5498,1
V,20,3,1865,2
V,20,4,482,3
V,20,5,1183,4
V,20,6,101,5
V,20,7,1169,6
V,20,8,1886,7
V,20,9,1818,8
V,20,10,1104,9
T,21,20000,20000
V,21,1,177
V,21,2,31,1
V,21,3,949,2
V,21,4,1948,3
V,21,5,156,4
V,21,6,90,5
V,21,7,91,6
V,21,8,370,7
V,21,9,499,8
V,21,10,238,9
T,22,20000,20000
V,22,1,292
V,22,2,4324,1
V,22,3,8667,2
V,22,4,1408,3
V,22,5,1140,4
V,22,6,3143,5
T,23,50000,50000
V,23,1,691
V,23,2,5222,1
V,23,3,10046,2
V,23,4,3441,3
V,23,5,9806,4
V,23,6,1422,5
V,23,7,2096,6
T,24,100000,100000
V,24,1,16086
V,24,2,6782,1
V,24,3,5384,2
V,24,4,8285,3
V,24,5,8719,4
V,24,6,4749,5
V,24,7,10529,6
V,24,8,7976,7
V,24,9,2995,8
V,24,10,5283,9
T,25,100000,100000
V,25,1,171
V,25,2,1128,1
V,25,3,287,2
V,25,4,2845,3
V,25,5,1556,4
V,25,6,451,5
V,25,7,948,6
T,26,100000,100000
V,26,1,2014
V,26,2,1419,1
V,26,3,218,2
V,26,4,1925,3
V,26,5,1356,4
V,26,6,3233,5
V,26,7,3394,6
T,27,100000,100000
V,27,1,6695
V,27,2,5043,1
V,27,3,9392,2
V,27,4,37224,3
V,27,5,10402,4
V,27,6,4536,5
V,27,7,17723,6
T,28,100000,100000
V,28,1,5198
V,28,2,11400,1
V,28,3,2603,2
V,28,4,7812,3
V,28,5,29409,4
T,29,100000,100000
V,29,1,142
V,29,2,26,1
V,29,3,34,2
V,29,4,23,3
V,29,5,17,4
V,29,6,9,5
V,29,7,37,6
V,29,8,18,7
V,29,9,4,8
V,29,10,16,9
T,30,100000,100000
V,30,1,1847
V,30,2,417,1
V,30,3,2113,2
V,30,4,3311,3
V,30,5,2810,4
V,30,6,2210,5
T,31,100000,100000
V,31,1,8863
V,31,2,11718,1
V,31,3,14182,2
V,31,4,8701,3
V,31,5,6835,4
V,31,6,6852,5
V,31,7,28588,6
T,32,200000,200000
V,32,1,7409
V,32,2,2520,1
V,32,3,721,2
V,32,4,856,3
V,32,5,6481,4
V,32,6,2721,5
V,32,7,6695,6
V,32,8,1963,7
