T,1,1000,1000
V,1,1,2
V,1,2,12,1
V,1,3,8,2
V,1,4,1,3
V,1,5,1,4
V,1,6,13,5
V,1,7,12,6
V,1,8,1,7
T,2,1000,1000
V,2,1,31
V,2,2,177,1
V,2,3,54,2
V,2,4,63,3
V,2,5,29,4
V,2,6,29,5
V,2,7,2,6
V,2,8,99,7
V,2,9,54,8
T,3,2000,2000
V,3,1,164
V,3,2,431,1
V,3,3,18,2
V,3,4,329,3
V,3,5,14,4
V,3,6,494,5
V,3,7,17,6
V,3,8,8,7
V,3,9,335,8
T,4,10000,10000
V,4,1,1219
V,4,2,785,1
V,4,3,1717,2
V,4,4,509,3
V,4,5,1834,4
V,4,6,1931,5
V,4,7,785,6
T,5,10000,10000
V,5,1,2
V,5,2,6,1
V,5,3,201,2
V,5,4,38,3
V,5,5,37,4
V,5,6,63,5
V,5,7,13,6
V,5,8,4,7
V,5,9,76,8
V,5,10,170,9
T,6,10000,10000
V,6,1,561
V,6,2,382,1
V,6,3,47,2
V,6,4,139,3
V,6,5,206,4
V,6,6,94,5
T,7,10000,10000
V,7,1,202
V,7,2,50,1
V,7,3,172,2
V,7,4,53,3
V,7,5,164,4
V,7,6,36,5
V,7,7,89,6
V,7,8,37,7
V,7,9,615,8
V,7,10,57,9
T,8,10000,10000
V,8,1,2307
V,8,2,725,1
V,8,3,315,2
V,8,4,1096,3
V,8,5,3901,4
V,8,6,1227,5
V,8,7,54,6
T,9,10000,10000
V,9,1,695
V,9,2,56,1
V,9,3,534,2
V,9,4,174,3
V,9,5,508,4
V,9,6,61,5
V,9,7,47,6
V,9,8,108,7
V,9,9,423,8
V,9,10,18,9
T,10,10000,10000
V,10,1,252
V,10,2,44,1
V,10,3,84,2
V,10,4,349,3
V,10,5,558,4
V,10,6,831,5
T,11,10000,10000
V,11,1,4263
V,11,2,1132,1
V,11,3,290,2
V,11,4,123,3
V,11,5,56,4
T,12,20000,20000
V,12,1,45
V,12,2,981,1
V,12,3,526,2
V,12,4,534,3
V,12,5,244,4
V,12,6,1473,5
V,12,7,920,6
V,12,8,882,7
T,13,20000,20000
V,13,1,1151
