T,1,2000,2000
V,1,1,9
V,1,2,4,1
V,1,3,6,2
V,1,4,16,3
V,1,5,12,4
V,1,6,3,5
T,2,10000,10000
V,2,1,1848
V,2,2,4,1
V,2,3,185,2
V,2,4,1119,3
V,2,5,28,4
V,2,6,1321,5
T,3,10000,10000
V,3,1,2185
V,3,2,193,1
V,3,3,2420,2
V,3,4,351,3
V,3,5,2769,4
V,3,6,411,5
T,4,10000,10000
V,4,1,320
V,4,2,395,1
V,4,3,71,2
V,4,4,275,3
V,4,5,257,4
T,5,20000,20000
V,5,1,2
V,5,2,8,1
V,5,3,18,2
V,5,4,4,3
V,5,5,5,4
V,5,6,2,5
V,5,7,18,6
V,5,8,21,7
V,5,9,13,8
T,6,20000,20000
V,6,1,1459
V,6,2,618,1
V,6,3,13,2
V,6,4,3566,3
V,6,5,1443,4
V,6,6,781,5
T,7,20000,20000
V,7,1,59
V,7,2,914,1
V,7,3,867,2
V,7,4,1688,3
V,7,5,371,4
V,7,6,1036,5
V,7,7,354,6
V,7,8,300,7
T,8,20000,20000
V,8,1,2851
V,8,2,3475,1
V,8,3,230,2
V,8,4,1658,3
V,8,5,803,4
V,8,6,2967,5
V,8,7,162,6
V,8,8,654,7
V,8,9,1397,8
V,8,10,788,9
T,9,20000,20000
V,9,1,129
V,9,2,236,1
V,9,3,32,2
V,9,4,97,3
V,9,5,148,4
V,9,6,248,5
V,9,7,117,6
V,9,8,139,7
V,9,9,6,8
T,10,20000,20000
V,10,1,1179
V,10,2,950,1
V,10,3,1634,2
V,10,4,1218,3
V,10,5,329,4
V,10,6,191,5
T,11,100000,100000
V,11,1,1086
V,11,2,2416,1
V,11,3,482,2
V,11,4,1449,3
V,11,5,1393,4
V,11,6,2599,5
V,11,7,123,6
V,11,8,233,7
V,11,9,1643,8
V,11,10,1344,9
T,12,200000,200000
V,12,1,5923
V,12,2,1399,1
V,12,3,626,2
V,12,4,1534,3
V,12,5,10818,4
V,12,6,2153,5
V,12,7,11106,6
V,12,8,6835,7
V,12,9,1568,8
V,12,10,13179,9
