T,1,10000,10000
V,1,1,165
V,1,2,55,1
V,1,3,8,2
V,1,4,18,3
V,1,5,317,4
V,1,6,594,5
V,1,7,53,6
V,1,8,213,7
T,2,10000,10000
V,2,1,240
V,2,2,133,1
V,2,3,570,2
V,2,4,623,3
V,2,5,30,4
V,2,6,172,5
V,2,7,78,6
T,3,10000,10000
V,3,1,407
V,3,2,35,1
V,3,3,76,2
V,3,4,146,3
V,3,5,157,4
V,3,6,72,5
V,3,7,94,6
V,3,8,36,7
V,3,9,110,8
V,3,10,8,9
T,4,10000,10000
V,4,1,2
V,4,2,35,1
V,4,3,221,2
V,4,4,92,3
V,4,5,16,4
T,5,10000,10000
V,5,1,42
V,5,2,96,1
V,5,3,212,2
V,5,4,2,3
V,5,5,52,4
V,5,6,11,5
V,5,7,4,6
V,5,8,33,7
V,5,9,28,8
T,6,20000,20000
V,6,1,148
V,6,2,225,1
V,6,3,922,2
V,6,4,165,3
V,6,5,260,4
V,6,6,513,5
V,6,7,1497,6
V,6,8,460,7
V,6,9,557,8
V,6,10,339,9
T,7,20000,20000
V,7,1,13
V,7,2,49,1
V,7,3,8,2
V,7,4,5,3
V,7,5,36,4
V,7,6,25,5
V,7,7,90,6
V,7,8,98,7
V,7,9,7,8
V,7,10,30,9
T,8,20000,20000
V,8,1,202
V,8,2,190,1
V,8,3,903,2
V,8,4,122,3
V,8,5,2,4
V,8,6,9,5
V,8,7,457,6
V,8,8,76,7
T,9,20000,20000
V,9,1,204
V,9,2,21,1
V,9,3,207,2
V,9,4,805,3
V,9,5,341,4
V,9,6,405,5
V,9,7,74,6
V,9,8,220,7
T,10,20000,20000
V,10,1,489
V,10,2,391,1
V,10,3,564,2
V,10,4,371,3
V,10,5,911,4
V,10,6,432,5
V,10,7,294,6
V,10,8,194,7
V,10,9,390,8
T,11,20000,20000
V,11,1,454
V,11,2,471,1
V,11,3,529,2
V,11,4,285,3
V,11,5,653,4
V,11,6,42,5
T,12,20000,20000
V,12,1,884
V,12,2,513,1
V,12,3,48,2
V,12,4,669,3
V,12,5,502,4
V,12,6,297,5
V,12,7,276,6
V,12,8,2015,7
V,12,9,143,8
V,12,10,87,9
T,13,50000,50000
V,13,1,143
V,13,2,111,1
V,13,3,130,2
V,13,4,44,3
V,13,5,119,4
V,13,6,65,5
V,13,7,165,6
V,13,8,51,7
V,13,9,264,8
V,13,10,34,9
T,14,100000,100000
V,14,1,1040
V,14,2,3903,1
V,14,3,234,2
V,14,4,11648,3
V,14,5,986,4
V,14,6,3841,5
T,15,100000,100000
V,15,1,413
V,15,2,163,1
V,15,3,1434,2
V,15,4,582,3
V,15,5,91,4
V,15,6,1688,5
V,15,7,513,6
V,15,8,133,7
V,15,9,411,8
V,15,10,232,9
T,16,100000,100000
V,16,1,227
V,16,2,2597,1
V,16,3,2169,2
V,16,4,739,3
V,16,5,151,4
V,16,6,3980,5
V,16,7,437,6
V,16,8,14,7
