T,1,5000,5000
V,1,1,7
V,1,2,133,1
V,1,3,8,2
V,1,4,76,3
V,1,5,17,4
V,1,6,37,5
V,1,7,11,6
V,1,8,8,7
V,1,9,20,8
V,1,10,80,9
T,2,20000,20000
V,2,1,4552
V,2,2,44,1
V,2,3,466,2
V,2,4,2045,3
V,2,5,1638,4
V,2,6,1216,5
T,3,20000,20000
V,3,1,350
V,3,2,776,1
V,3,3,22,2
V,3,4,766,3
V,3,5,70,4
V,3,6,828,5
V,3,7,3022,6
V,3,8,434,7
V,3,9,26,8
V,3,10,105,9
T,4,100000,100000
V,4,1,1366
V,4,2,12208,1
V,4,3,250,2
V,4,4,14533,3
V,4,5,2712,4
V,4,6,355,5
V,4,7,1571,6
V,4,8,1499,7
V,4,9,3662,8
V,4,10,8429,9
T,5,100000,100000
V,5,1,3780
V,5,2,1736,1
V,5,3,21552,2
V,5,4,359,3
V,5,5,392,4
V,5,6,2577,5
V,5,7,1545,6
T,6,1000000,1000000
V,6,1,95198
V,6,2,10164,1
V,6,3,217970,2
V,6,4,48006,3
V,6,5,347403,4
