T,1,1000,1000
V,1,1,5
V,1,2,62,1
V,1,3,2,2
V,1,4,29,3
V,1,5,117,4
V,1,6,1,5
V,1,7,34,6
T,2,2000,2000
V,2,1,4
V,2,2,26,1
V,2,3,17,2
V,2,4,4,3
V,2,5,2,4
V,2,6,52,5
V,2,7,17,6
T,3,5000,5000
V,3,1,64
V,3,2,878,1
V,3,3,122,2
V,3,4,897,3
V,3,5,581,4
V,3,6,581,5
V,3,7,136,6
T,4,5000,5000
V,4,1,139
V,4,2,135,1
V,4,3,62,2
V,4,4,33,3
V,4,5,166,4
V,4,6,109,5
T,5,10000,10000
V,5,1,31
V,5,2,3,1
V,5,3,11,2
V,5,4,5,3
V,5,5,28,4
V,5,6,3,5
V,5,7,2,6
T,6,10000,10000
V,6,1,546
V,6,2,108,1
V,6,3,65,2
V,6,4,556,3
V,6,5,81,4
V,6,6,36,5
V,6,7,315,6
V,6,8,307,7
V,6,9,622,8
V,6,10,602,9
T,7,10000,10000
V,7,1,107
V,7,2,628,1
V,7,3,567,2
V,7,4,535,3
V,7,5,492,4
V,7,6,228,5
T,8,10000,10000
V,8,1,966
V,8,2,153,1
V,8,3,345,2
V,8,4,130,3
V,8,5,207,4
V,8,6,342,5
V,8,7,250,6
V,8,8,346,7
T,9,10000,10000
V,9,1,436
V,9,2,280,1
V,9,3,408,2
V,9,4,156,3
V,9,5,11,4
V,9,6,98,5
T,10,10000,10000
V,10,1,61
V,10,2,211,1
V,10,3,79,2
V,10,4,368,3
V,10,5,88,4
V,10,6,1452,5
V,10,7,495,6
V,10,8,1581,7
T,11,10000,10000
V,11,1,1244
V,11,2,1089,1
V,11,3,141,2
V,11,4,22,3
V,11,5,49,4
V,11,6,659,5
T,12,10000,10000
V,12,1,109
V,12,2,224,1
V,12,3,132,2
V,12,4,585,3
V,12,5,279,4
V,12,6,238,5
T,13,10000,10000
V,13,1,970
V,13,2,552,1
V,13,3,1986,2
V,13,4,50,3
V,13,5,246,4
T,14,10000,10000
V,14,1,83
V,14,2,3,1
V,14,3,64,2
V,14,4,48,3
V,14,5,133,4
V,14,6,47,5
V,14,7,38,6
V,14,8,39,7
V,14,9,119,8
V,14,10,8,9
T,15,10000,10000
V,15,1,2
V,15,2,18,1
V,15,3,43,2
V,15,4,1,3
V,15,5,20,4
V,15,6,16,5
V,15,7,33,6
V,15,8,1,7
V,15,9,13,8
V,15,10,5,9
T,16,20000,20000
V,16,1,615
V,16,2,2088,1
V,16,3,2880,2
V,16,4,235,3
V,16,5,479,4
V,16,6,3671,5
V,16,7,452,6
V,16,8,1586,7
V,16,9,321,8
T,17,20000,20000
V,17,1,170
V,17,2,448,1
V,17,3,961,2
V,17,4,168,3
V,17,5,330,4
V,17,6,573,5
V,17,7,1676,6
V,17,8,1210,7
V,17,9,330,8
V,17,10,284,9
T,18,20000,20000
V,18,1,450
V,18,2,2027,1
V,18,3,122,2
V,18,4,326,3
V,18,5,1066,4
V,18,6,303,5
V,18,7,56,6
V,18,8,1305,7
T,19,20000,20000
V,19,1,69
V,19,2,182,1
V,19,3,221,2
V,19,4,356,3
V,19,5,511,4
V,19,6,399,5
V,19,7,4,6
V,19,8,68,7
V,19,9,135,8
T,20,20000,20000
V,20,1,110
V,20,2,103,1
V,20,3,61,2
V,20,4,223,3
V,20,5,311,4
T,21,20000,20000
V,21,1,73
V,21,2,377,1
V,21,3,382,2
V,21,4,42,3
V,21,5,319,4
V,21,6,1312,5
V,21,7,16,6
T,22,20000,20000
V,22,1,38
V,22,2,424,1
V,22,3,880,2
V,22,4,93,3
V,22,5,81,4
V,22,6,719,5
V,22,7,506,6
V,22,8,196,7
V,22,9,58,8
T,23,20000,20000
V,23,1,3
V,23,2,11,1
V,23,3,56,2
V,23,4,42,3
V,23,5,5,4
V,23,6,24,5
V,23,7,17,6
V,23,8,208,7
T,24,50000,50000
V,24,1,6233
V,24,2,1120,1
V,24,3,771,2
V,24,4,1941,3
V,24,5,2428,4
V,24,6,826,5
T,25,50000,50000
V,25,1,36
V,25,2,9497,1
V,25,3,4584,2
V,25,4,2649,3
V,25,5,9450,4
V,25,6,7919,5
V,25,7,3626,6
V,25,8,1974,7
T,26,50000,50000
V,26,1,367
V,26,2,737,1
V,26,3,1468,2
V,26,4,2991,3
V,26,5,5806,4
V,26,6,990,5
V,26,7,3094,6
V,26,8,5429,7
T,27,50000,50000
V,27,1,6667
V,27,2,1263,1
V,27,3,4183,2
V,27,4,823,3
V,27,5,11747,4
V,27,6,1448,5
V,27,7,655,6
V,27,8,1386,7
T,28,100000,100000
V,28,1,29
V,28,2,31,1
V,28,3,27,2
V,28,4,149,3
V,28,5,5,4
V,28,6,24,5
T,29,100000,100000
V,29,1,756
V,29,2,2016,1
V,29,3,2013,2
V,29,4,931,3
V,29,5,3770,4
V,29,6,217,5
V,29,7,1741,6
V,29,8,1581,7
V,29,9,6086,8
T,30,100000,100000
V,30,1,882
V,30,2,16478,1
V,30,3,12988,2
V,30,4,664,3
V,30,5,2089,4
T,31,100000,100000
V,31,1,290
V,31,2,1253,1
V,31,3,988,2
V,31,4,1773,3
V,31,5,432,4
V,31,6,2053,5
T,32,100000,100000
V,32,1,3338
V,32,2,2528,1
V,32,3,1998,2
V,32,4,482,3
V,32,5,3907,4
V,32,6,4999,5
V,32,7,4133,6
V,32,8,2448,7
V,32,9,4422,8
