T,1,2000,2000
V,1,1,42
V,1,2,211,1
V,1,3,193,2
V,1,4,7,3
V,1,5,70,4
V,1,6,13,5
V,1,7,16,6
T,2,2000,2000
V,2,1,6
V,2,2,4,1
V,2,3,1,2
V,2,4,8,3
V,2,5,2,4
V,2,6,2,5
V,2,7,38,6
T,3,5000,5000
V,3,1,97
V,3,2,283,1
V,3,3,209,2
V,3,4,16,3
V,3,5,212,4
V,3,6,93,5
T,4,5000,5000
V,4,1,41
V,4,2,50,1
V,4,3,338,2
V,4,4,29,3
V,4,5,4,4
T,5,5000,5000
V,5,1,128
V,5,2,633,1
V,5,3,265,2
V,5,4,243,3
V,5,5,166,4
T,6,10000,10000
V,6,1,110
V,6,2,9,1
V,6,3,32,2
V,6,4,4,3
V,6,5,79,4
V,6,6,62,5
V,6,7,223,6
V,6,8,46,7
T,7,10000,10000
V,7,1,21
V,7,2,116,1
V,7,3,276,2
V,7,4,66,3
V,7,5,47,4
V,7,6,51,5
V,7,7,15,6
V,7,8,58,7
V,7,9,71,8
V,7,10,19,9
T,8,10000,10000
V,8,1,225
V,8,2,1785,1
V,8,3,172,2
V,8,4,1706,3
V,8,5,978,4
V,8,6,622,5
V,8,7,1145,6
V,8,8,453,7
V,8,9,204,8
T,9,10000,10000
V,9,1,81
V,9,2,308,1
V,9,3,125,2
V,9,4,290,3
V,9,5,52,4
V,9,6,328,5
V,9,7,155,6
V,9,8,30,7
V,9,9,100,8
V,9,10,38,9
T,10,10000,10000
V,10,1,1049
V,10,2,34,1
V,10,3,1439,2
V,10,4,644,3
V,10,5,521,4
V,10,6,65,5
V,10,7,796,6
V,10,8,54,7
T,11,10000,10000
V,11,1,12
V,11,2,1060,1
V,11,3,559,2
V,11,4,1045,3
V,11,5,1292,4
V,11,6,1079,5
V,11,7,475,6
V,11,8,1752,7
T,12,10000,10000
V,12,1,130
V,12,2,95,1
V,12,3,133,2
V,12,4,68,3
V,12,5,97,4
V,12,6,275,5
V,12,7,9,6
T,13,10000,10000
V,13,1,154
V,13,2,449,1
V,13,3,215,2
V,13,4,331,3
V,13,5,38,4
V,13,6,87,5
V,13,7,876,6
V,13,8,398,7
V,13,9,23,8
T,14,10000,10000
V,14,1,932
V,14,2,532,1
V,14,3,2773,2
V,14,4,900,3
V,14,5,685,4
V,14,6,285,5
V,14,7,867,6
V,14,8,261,7
V,14,9,601,8
T,15,10000,10000
V,15,1,293
V,15,2,206,1
V,15,3,161,2
V,15,4,648,3
V,15,5,42,4
T,16,20000,20000
V,16,1,1946
V,16,2,599,1
V,16,3,1128,2
V,16,4,164,3
V,16,5,833,4
V,16,6,668,5
V,16,7,613,6
V,16,8,169,7
V,16,9,2197,8
V,16,10,354,9
T,17,20000,20000
V,17,1,28
V,17,2,6,1
V,17,3,38,2
V,17,4,107,3
V,17,5,50,4
V,17,6,373,5
V,17,7,159,6
V,17,8,110,7
V,17,9,86,8
V,17,10,44,9
T,18,20000,20000
V,18,1,25
V,18,2,85,1
V,18,3,36,2
V,18,4,88,3
V,18,5,96,4
V,18,6,3,5
V,18,7,77,6
V,18,8,3,7
T,19,20000,20000
V,19,1,1
V,19,2,11,1
V,19,3,15,2
V,19,4,7,3
V,19,5,4,4
V,19,6,41,5
V,19,7,32,6
V,19,8,12,7
V,19,9,17,8
V,19,10,92,9
T,20,20000,20000
V,20,1,701
V,20,2,1362,1
V,20,3,1030,2
V,20,4,746,3
V,20,5,961,4
V,20,6,499,5
V,20,7,345,6
V,20,8,123,7
V,20,9,1995,8
T,21,20000,20000
V,21,1,71
V,21,2,67,1
V,21,3,2,2
V,21,4,38,3
V,21,5,58,4
V,21,6,12,5
V,21,7,127,6
V,21,8,22,7
V,21,9,25,8
V,21,10,28,9
T,22,20000,20000
V,22,1,433
V,22,2,187,1
V,22,3,430,2
V,22,4,107,3
V,22,5,1,4
V,22,6,492,5
V,22,7,836,6
V,22,8,52,7
V,22,9,73,8
V,22,10,54,9
T,23,20000,20000
V,23,1,44
V,23,2,5,1
V,23,3,230,2
V,23,4,190,3
V,23,5,171,4
T,24,50000,50000
V,24,1,705
V,24,2,3742,1
V,24,3,91,2
V,24,4,3128,3
V,24,5,4386,4
V,24,6,3859,5
V,24,7,375,6
T,25,50000,50000
V,25,1,5088
V,25,2,3649,1
V,25,3,2714,2
V,25,4,607,3
V,25,5,803,4
V,25,6,2576,5
T,26,100000,100000
V,26,1,14
V,26,2,10,1
V,26,3,1,2
V,26,4,9,3
V,26,5,17,4
V,26,6,36,5
V,26,7,14,6
T,27,100000,100000
V,27,1,683
V,27,2,382,1
V,27,3,1158,2
V,27,4,119,3
V,27,5,841,4
V,27,6,143,5
V,27,7,958,6
T,28,100000,100000
V,28,1,6986
V,28,2,315,1
V,28,3,1520,2
V,28,4,5383,3
V,28,5,1786,4
V,28,6,2447,5
V,28,7,331,6
T,29,100000,100000
V,29,1,1759
V,29,2,6442,1
V,29,3,119,2
V,29,4,1300,3
V,29,5,388,4
V,29,6,1414,5
T,30,100000,100000
V,30,1,6591
V,30,2,291,1
V,30,3,2652,2
V,30,4,15124,3
V,30,5,2074,4
T,31,100000,100000
V,31,1,3153
V,31,2,2401,1
V,31,3,1100,2
V,31,4,5436,3
V,31,5,8188,4
T,32,100000,100000
V,32,1,12821
V,32,2,4754,1
V,32,3,8037,2
V,32,4,829,3
V,32,5,1560,4
V,32,6,6886,5
