T,1,1000,1000
V,1,1,13
V,1,2,2,1
V,1,3,4,2
V,1,4,8,3
V,1,5,1,4
V,1,6,5,5
V,1,7,3,6
T,2,1000,1000
V,2,1,9
V,2,2,2,1
V,2,3,1,2
V,2,4,18,3
V,2,5,6,4
V,2,6,7,5
T,3,2000,2000
V,3,1,56
V,3,2,332,1
V,3,3,392,2
V,3,4,75,3
V,3,5,2,4
V,3,6,157,5
V,3,7,84,6
V,3,8,11,7
V,3,9,216,8
T,4,10000,10000
V,4,1,159
V,4,2,423,1
V,4,3,96,2
V,4,4,450,3
V,4,5,58,4
T,5,10000,10000
V,5,1,758
V,5,2,1645,1
V,5,3,94,2
V,5,4,32,3
V,5,5,1579,4
V,5,6,272,5
V,5,7,12,6
V,5,8,966,7
T,6,10000,10000
V,6,1,69
V,6,2,295,1
V,6,3,1169,2
V,6,4,38,3
V,6,5,458,4
V,6,6,993,5
T,7,10000,10000
V,7,1,34
V,7,2,204,1
V,7,3,258,2
V,7,4,154,3
V,7,5,215,4
T,8,10000,10000
V,8,1,89
V,8,2,713,1
V,8,3,689,2
V,8,4,1676,3
V,8,5,1248,4
T,9,10000,10000
V,9,1,224
V,9,2,300,1
V,9,3,66,2
V,9,4,1297,3
V,9,5,326,4
V,9,6,39,5
V,9,7,206,6
V,9,8,389,7
T,10,10000,10000
V,10,1,9
V,10,2,57,1
V,10,3,17,2
V,10,4,41,3
V,10,5,30,4
V,10,6,7,5
V,10,7,32,6
V,10,8,10,7
T,11,20000,20000
V,11,1,26
V,11,2,349,1
V,11,3,361,2
V,11,4,529,3
V,11,5,465,4
V,11,6,240,5
T,12,20000,20000
V,12,1,398
V,12,2,17,1
V,12,3,94,2
V,12,4,42,3
V,12,5,142,4
V,12,6,65,5
V,12,7,47,6
V,12,8,161,7
T,13,20000,20000
V,13,1,194
V,13,2,15,1
V,13,3,54,2
V,13,4,186,3
V,13,5,139,4
V,13,6,27,5
V,13,7,42,6
T,14,20000,20000
V,14,1,85
V,14,2,590,1
V,14,3,2711,2
V,14,4,299,3
V,14,5,1081,4
V,14,6,1715,5
V,14,7,44,6
T,15,20000,20000
V,15,1,2
V,15,2,41,1
V,15,3,35,2
V,15,4,10,3
V,15,5,36,4
V,15,6,31,5
V,15,7,16,6
V,15,8,51,7
V,15,9,11,8
T,16,20000,20000
V,16,1,908
V,16,2,285,1
V,16,3,1904,2
V,16,4,1788,3
V,16,5,413,4
V,16,6,26,5
V,16,7,551,6
T,17,20000,20000
V,17,1,19
V,17,2,175,1
V,17,3,245,2
V,17,4,535,3
V,17,5,243,4
V,17,6,430,5
V,17,7,400,6
V,17,8,146,7
T,18,20000,20000
V,18,1,342
V,18,2,393,1
V,18,3,916,2
V,18,4,2422,3
V,18,5,1496,4
V,18,6,1638,5
V,18,7,234,6
T,19,20000,20000
V,19,1,1392
V,19,2,160,1
V,19,3,1619,2
V,19,4,1326,3
V,19,5,231,4
V,19,6,2686,5
V,19,7,173,6
V,19,8,431,7
T,20,20000,20000
V,20,1,158
V,20,2,41,1
V,20,3,117,2
V,20,4,8,3
V,20,5,186,4
V,20,6,462,5
V,20,7,62,6
V,20,8,629,7
V,20,9,78,8
T,21,20000,20000
V,21,1,10
V,21,2,14,1
V,21,3,70,2
V,21,4,37,3
V,21,5,1,4
V,21,6,101,5
V,21,7,21,6
V,21,8,32,7
V,21,9,56,8
T,22,20000,20000
V,22,1,113
V,22,2,997,1
V,22,3,961,2
V,22,4,75,3
V,22,5,1060,4
V,22,6,399,5
V,22,7,841,6
V,22,8,639,7
T,23,50000,50000
V,23,1,1029
V,23,2,228,1
V,23,3,1231,2
V,23,4,2345,3
V,23,5,4196,4
V,23,6,1849,5
V,23,7,3269,6
T,24,50000,50000
V,24,1,714
V,24,2,308,1
V,24,3,400,2
V,24,4,1444,3
V,24,5,346,4
T,25,50000,50000
V,25,1,343
V,25,2,3565,1
V,25,3,1,2
V,25,4,717,3
V,25,5,1258,4
V,25,6,339,5
V,25,7,1203,6
V,25,8,1069,7
V,25,9,338,8
T,26,100000,100000
V,26,1,9340
V,26,2,6402,1
V,26,3,5148,2
V,26,4,1742,3
V,26,5,10701,4
V,26,6,204,5
V,26,7,5121,6
V,26,8,5828,7
T,27,100000,100000
V,27,1,1269
V,27,2,229,1
V,27,3,214,2
V,27,4,354,3
V,27,5,728,4
V,27,6,510,5
T,28,100000,100000
V,28,1,2281
V,28,2,4154,1
V,28,3,5707,2
V,28,4,235,3
V,28,5,1165,4
V,28,6,171,5
V,28,7,4022,6
V,28,8,1381,7
V,28,9,1245,8
V,28,10,615,9
T,29,100000,100000
V,29,1,2991
V,29,2,2359,1
V,29,3,3333,2
V,29,4,6461,3
V,29,5,370,4
V,29,6,529,5
T,30,100000,100000
V,30,1,11934
V,30,2,736,1
V,30,3,48,2
V,30,4,1115,3
V,30,5,1344,4
V,30,6,3238,5
V,30,7,3497,6
T,31,100000,100000
V,31,1,2137
V,31,2,3064,1
V,31,3,23090,2
V,31,4,19953,3
V,31,5,11775,4
V,31,6,10532,5
T,32,100000,100000
V,32,1,757
V,32,2,6761,1
V,32,3,5250,2
V,32,4,1947,3
V,32,5,5853,4
V,32,6,3000,5
V,32,7,10097,6
