T,1,5000,5000
V,1,1,60
V,1,2,198,1
V,1,3,378,2
V,1,4,206,3
V,1,5,67,4
V,1,6,303,5
T,2,10000,10000
V,2,1,4
V,2,2,140,1
V,2,3,133,2
V,2,4,3,3
V,2,5,1,4
V,2,6,47,5
V,2,7,19,6
V,2,8,8,7
T,3,10000,10000
V,3,1,11
V,3,2,311,1
V,3,3,56,2
V,3,4,6,3
V,3,5,120,4
V,3,6,79,5
V,3,7,93,6
T,4,10000,10000
V,4,1,126
V,4,2,77,1
V,4,3,842,2
V,4,4,158,3
V,4,5,117,4
V,4,6,74,5
V,4,7,108,6
V,4,8,93,7
V,4,9,547,8
T,5,10000,10000
V,5,1,138
V,5,2,90,1
V,5,3,153,2
V,5,4,31,3
V,5,5,144,4
V,5,6,501,5
V,5,7,982,6
V,5,8,824,7
V,5,9,168,8
V,5,10,598,9
T,6,10000,10000
V,6,1,1100
V,6,2,12,1
V,6,3,1908,2
V,6,4,580,3
V,6,5,2887,4
V,6,6,856,5
T,7,10000,10000
V,7,1,386
V,7,2,246,1
V,7,3,221,2
V,7,4,499,3
V,7,5,34,4
T,8,20000,20000
V,8,1,105
V,8,2,236,1
V,8,3,430,2
V,8,4,88,3
V,8,5,189,4
V,8,6,154,5
V,8,7,490,6
V,8,8,149,7
V,8,9,453,8
T,9,20000,20000
V,9,1,3268
V,9,2,3994,1
V,9,3,76,2
V,9,4,1885,3
V,9,5,992,4
V,9,6,1104,5
V,9,7,2516,6
V,9,8,2917,7
V,9,9,1035,8
T,10,50000,50000
V,10,1,907
V,10,2,605,1
V,10,3,1646,2
V,10,4,1498,3
V,10,5,1464,4
V,10,6,1967,5
V,10,7,2297,6
V,10,8,433,7
T,11,100000,100000
V,11,1,9370
V,11,2,3783,1
V,11,3,2408,2
V,11,4,356,3
V,11,5,16332,4
V,11,6,2274,5
V,11,7,15735,6
V,11,8,297,7
V,11,9,19483,8
V,11,10,12400,9
T,12,100000,100000
V,12,1,335
V,12,2,38,1
V,12,3,524,2
V,12,4,120,3
V,12,5,80,4
V,12,6,80,5
V,12,7,61,6
V,12,8,131,7
V,12,9,30,8
T,13,100000,100000
V,13,1,1194
V,13,2,206,1
V,13,3,3251,2
V,13,4,1028,3
V,13,5,5271,4
V,13,6,1331,5
V,13,7,911,6
V,13,8,1997,7
T,14,100000,100000
V,14,1,7900
V,14,2,23136,1
V,14,3,4150,2
V,14,4,874,3
V,14,5,1413,4
T,15,100000,100000
V,15,1,2619
V,15,2,429,1
V,15,3,3445,2
V,15,4,3002,3
V,15,5,3708,4
V,15,6,512,5
V,15,7,9807,6
V,15,8,11965,7
T,16,100000,100000
V,16,1,42700
V,16,2,6729,1
V,16,3,24396,2
V,16,4,3455,3
V,16,5,9574,4
