T,1,1000,1000
V,1,1,91
V,1,2,70,1
V,1,3,51,2
V,1,4,1,3
V,1,5,88,4
V,1,6,164,5
V,1,7,57,6
V,1,8,80,7
T,2,5000,5000
V,2,1,21
V,2,2,6,1
V,2,3,49,2
V,2,4,42,3
V,2,5,15,4
V,2,6,39,5
V,2,7,17,6
V,2,8,15,7
V,2,9,8,8
V,2,10,19,9
T,3,10000,10000
V,3,1,193
V,3,2,417,1
V,3,3,343,2
V,3,4,938,3
V,3,5,798,4
V,3,6,141,5
T,4,10000,10000
V,4,1,38
V,4,2,106,1
V,4,3,19,2
V,4,4,142,3
V,4,5,7,4
V,4,6,68,5
V,4,7,139,6
V,4,8,451,7
V,4,9,23,8
T,5,10000,10000
V,5,1,31
V,5,2,110,1
V,5,3,235,2
V,5,4,18,3
V,5,5,13,4
T,6,10000,10000
V,6,1,1140
V,6,2,1264,1
V,6,3,453,2
V,6,4,1556,3
V,6,5,1652,4
V,6,6,616,5
V,6,7,375,6
V,6,8,137,7
V,6,9,30,8
T,7,10000,10000
V,7,1,15
V,7,2,5,1
V,7,3,12,2
V,7,4,1,3
V,7,5,9,4
V,7,6,5,5
V,7,7,2,6
V,7,8,1,7
T,8,20000,20000
V,8,1,6007
V,8,2,5861,1
V,8,3,328,2
V,8,4,1458,3
V,8,5,269,4
V,8,6,726,5
T,9,20000,20000
V,9,1,11
V,9,2,523,1
V,9,3,117,2
V,9,4,365,3
V,9,5,1337,4
V,9,6,2631,5
V,9,7,764,6
V,9,8,753,7
V,9,9,93,8
T,10,20000,20000
V,10,1,608
V,10,2,880,1
V,10,3,1710,2
V,10,4,145,3
V,10,5,973,4
V,10,6,1633,5
V,10,7,191,6
T,11,50000,50000
V,11,1,2242
V,11,2,573,1
V,11,3,3234,2
V,11,4,1625,3
V,11,5,682,4
V,11,6,437,5
V,11,7,197,6
T,12,50000,50000
V,12,1,824
V,12,2,1589,1
V,12,3,2016,2
V,12,4,9315,3
V,12,5,2895,4
V,12,6,2042,5
V,12,7,1731,6
T,13,100000,100000
V,13,1,14981
V,13,2,3050,1
V,13,3,24788,2
V,13,4,1839,3
V,13,5,13034,4
V,13,6,2854,5
T,14,100000,100000
V,14,1,140
V,14,2,48,1
V,14,3,90,2
V,14,4,7,3
V,14,5,19,4
V,14,6,7,5
V,14,7,7,6
V,14,8,31,7
V,14,9,13,8
V,14,10,15,9
T,15,100000,100000
V,15,1,6147
V,15,2,15535,1
V,15,3,9283,2
V,15,4,7716,3
V,15,5,8590,4
V,15,6,24646,5
V,15,7,3608,6
V,15,8,3661,7
T,16,100000,100000
V,16,1,5202
V,16,2,9707,1
V,16,3,5340,2
V,16,4,13871,3
V,16,5,2134,4
V,16,6,8860,5
