T,1,2000,2000
V,1,1,1
V,1,2,1,1
V,1,3,1,2
V,1,4,1,3
V,1,5,1,4
V,1,6,1,5
T,2,2000,2000
V,2,1,137
V,2,2,24,1
V,2,3,164,2
V,2,4,77,3
V,2,5,86,4
V,2,6,210,5
V,2,7,220,6
T,3,5000,5000
V,3,1,2
V,3,2,9,1
V,3,3,4,2
V,3,4,18,3
V,3,5,34,4
V,3,6,5,5
V,3,7,5,6
V,3,8,4,7
T,4,10000,10000
V,4,1,159
V,4,2,27,1
V,4,3,991,2
V,4,4,14,3
V,4,5,621,4
V,4,6,84,5
V,4,7,457,6
V,4,8,1153,7
V,4,9,98,8
V,4,10,203,9
T,5,10000,10000
V,5,1,28
V,5,2,11,1
V,5,3,23,2
V,5,4,281,3
V,5,5,61,4
V,5,6,83,5
V,5,7,6,6
T,6,10000,10000
V,6,1,264
V,6,2,4,1
V,6,3,37,2
V,6,4,77,3
V,6,5,37,4
V,6,6,44,5
V,6,7,15,6
V,6,8,27,7
T,7,10000,10000
V,7,1,77
V,7,2,26,1
V,7,3,35,2
V,7,4,77,3
V,7,5,49,4
V,7,6,7,5
T,8,10000,10000
V,8,1,10
V,8,2,23,1
V,8,3,280,2
V,8,4,24,3
V,8,5,43,4
V,8,6,183,5
V,8,7,425,6
V,8,8,22,7
V,8,9,39,8
V,8,10,126,9
T,9,10000,10000
V,9,1,103
V,9,2,25,1
V,9,3,5,2
V,9,4,14,3
V,9,5,96,4
T,10,20000,20000
V,10,1,1026
V,10,2,121,1
V,10,3,276,2
V,10,4,83,3
V,10,5,9,4
V,10,6,66,5
V,10,7,1427,6
V,10,8,1642,7
V,10,9,758,8
T,11,20000,20000
V,11,1,366
V,11,2,446,1
V,11,3,213,2
V,11,4,448,3
V,11,5,530,4
V,11,6,36,5
V,11,7,25,6
V,11,8,364,7
V,11,9,1220,8
T,12,20000,20000
V,12,1,654
V,12,2,287,1
V,12,3,337,2
V,12,4,53,3
V,12,5,172,4
V,12,6,131,5
V,12,7,63,6
V,12,8,151,7
T,13,20000,20000
V,13,1,693
V,13,2,815,1
V,13,3,149,2
V,13,4,786,3
V,13,5,114,4
V,13,6,573,5
V,13,7,566,6
T,14,20000,20000
V,14,1,1540
V,14,2,1091,1
V,14,3,439,2
V,14,4,2304,3
V,14,5,276,4
T,15,20000,20000
V,15,1,4911
V,15,2,1702,1
V,15,3,285,2
V,15,4,1120,3
V,15,5,289,4
T,16,20000,20000
V,16,1,22
V,16,2,10,1
V,16,3,10,2
V,16,4,35,3
V,16,5,19,4
V,16,6,22,5
V,16,7,33,6
V,16,8,9,7
V,16,9,1,8
T,17,50000,50000
V,17,1,3917
V,17,2,106,1
V,17,3,352,2
V,17,4,538,3
V,17,5,115,4
V,17,6,143,5
V,17,7,563,6
T,18,50000,50000
V,18,1,112
V,18,2,12,1
V,18,3,3,2
V,18,4,243,3
V,18,5,27,4
V,18,6,521,5
V,18,7,427,6
V,18,8,229,7
T,19,100000,100000
V,19,1,426
V,19,2,9,1
V,19,3,2,2
V,19,4,334,3
V,19,5,186,4
T,20,100000,100000
V,20,1,854
V,20,2,374,1
V,20,3,1684,2
V,20,4,256,3
V,20,5,186,4
V,20,6,490,5
V,20,7,1246,6
V,20,8,108,7
V,20,9,331,8
V,20,10,253,9
T,21,100000,100000
V,21,1,2614
V,21,2,496,1
V,21,3,364,2
V,21,4,709,3
V,21,5,1308,4
V,21,6,106,5
V,21,7,348,6
V,21,8,679,7
T,22,100000,100000
V,22,1,947
V,22,2,42,1
V,22,3,6,2
V,22,4,20,3
V,22,5,1394,4
V,22,6,862,5
V,22,7,1016,6
V,22,8,1495,7
V,22,9,6494,8
V,22,10,526,9
T,23,200000,200000
V,23,1,4225
V,23,2,2989,1
V,23,3,3607,2
V,23,4,5794,3
V,23,5,304,4
V,23,6,8202,5
V,23,7,8485,6
V,23,8,1400,7
T,24,200000,200000
V,24,1,478
V,24,2,2268,1
V,24,3,333,2
V,24,4,4456,3
V,24,5,581,4
V,24,6,2662,5
V,24,7,508,6
V,24,8,1137,7
