T,1,5000,5000
V,1,1,6
V,1,2,20,1
V,1,3,44,2
V,1,4,76,3
V,1,5,4,4
V,1,6,25,5
V,1,7,80,6
V,1,8,11,7
V,1,9,245,8
T,2,10000,10000
V,2,1,63
V,2,2,24,1
V,2,3,24,2
V,2,4,15,3
V,2,5,8,4
T,3,10000,10000
V,3,1,606
V,3,2,77,1
V,3,3,830,2
V,3,4,21,3
V,3,5,466,4
V,3,6,113,5
V,3,7,737,6
V,3,8,243,7
V,3,9,262,8
T,4,10000,10000
V,4,1,312
V,4,2,346,1
V,4,3,965,2
V,4,4,18,3
V,4,5,1043,4
V,4,6,143,5
T,5,10000,10000
V,5,1,2342
V,5,2,437,1
V,5,3,2553,2
V,5,4,784,3
V,5,5,414,4
T,6,10000,10000
V,6,1,1277
V,6,2,1842,1
V,6,3,1655,2
V,6,4,683,3
V,6,5,1968,4
V,6,6,806,5
V,6,7,211,6
V,6,8,217,7
T,7,20000,20000
V,7,1,2118
V,7,2,14,1
V,7,3,255,2
V,7,4,2338,3
V,7,5,843,4
V,7,6,732,5
V,7,7,5745,6
T,8,20000,20000
V,8,1,424
V,8,2,3715,1
V,8,3,1492,2
V,8,4,967,3
V,8,5,7896,4
T,9,20000,20000
V,9,1,430
V,9,2,281,1
V,9,3,1160,2
V,9,4,21,3
V,9,5,13,4
V,9,6,640,5
V,9,7,581,6
V,9,8,43,7
T,10,20000,20000
V,10,1,1130
V,10,2,864,1
V,10,3,1506,2
V,10,4,64,3
V,10,5,732,4
V,10,6,2166,5
V,10,7,2209,6
V,10,8,1928,7
V,10,9,897,8
T,11,20000,20000
V,11,1,1167
V,11,2,2231,1
V,11,3,135,2
V,11,4,1696,3
V,11,5,1907,4
V,11,6,2153,5
V,11,7,1046,6
V,11,8,1617,7
T,12,50000,50000
V,12,1,2160
V,12,2,683,1
V,12,3,4806,2
V,12,4,1831,3
V,12,5,1105,4
V,12,6,134,5
V,12,7,892,6
V,12,8,9258,7
V,12,9,5770,8
T,13,100000,100000
V,13,1,1761
V,13,2,1385,1
V,13,3,2165,2
V,13,4,3090,3
V,13,5,123,4
V,13,6,2246,5
V,13,7,259,6
V,13,8,700,7
V,13,9,1892,8
T,14,100000,100000
V,14,1,7400
V,14,2,1849,1
V,14,3,3866,2
V,14,4,16440,3
V,14,5,8061,4
V,14,6,2103,5
V,14,7,7322,6
V,14,8,2149,7
V,14,9,11260,8
V,14,10,5220,9
T,15,100000,100000
V,15,1,32020
V,15,2,8532,1
V,15,3,17194,2
V,15,4,18510,3
V,15,5,7947,4
V,15,6,6739,5
V,15,7,2880,6
T,16,100000,100000
V,16,1,177
V,16,2,235,1
V,16,3,265,2
V,16,4,386,3
V,16,5,243,4
V,16,6,72,5
V,16,7,924,6
V,16,8,113,7
V,16,9,572,8
