T,1,5000,5000
V,1,1,2
V,1,2,11,1
V,1,3,139,2
V,1,4,136,3
V,1,5,10,4
T,2,10000,10000
V,2,1,1521
V,2,2,404,1
V,2,3,21,2
V,2,4,667,3
V,2,5,636,4
V,2,6,1068,5
V,2,7,810,6
V,2,8,2645,7
T,3,10000,10000
V,3,1,813
V,3,2,1870,1
V,3,3,309,2
V,3,4,543,3
V,3,5,503,4
V,3,6,286,5
V,3,7,753,6
V,3,8,1066,7
V,3,9,140,8
T,4,10000,10000
V,4,1,1214
V,4,2,167,1
V,4,3,18,2
V,4,4,423,3
V,4,5,2051,4
V,4,6,1248,5
V,4,7,539,6
V,4,8,57,7
V,4,9,209,8
V,4,10,416,9
T,5,10000,10000
V,5,1,145
V,5,2,69,1
V,5,3,92,2
V,5,4,214,3
V,5,5,6,4
V,5,6,116,5
V,5,7,57,6
T,6,20000,20000
V,6,1,555
V,6,2,706,1
V,6,3,786,2
V,6,4,1576,3
V,6,5,1815,4
V,6,6,299,5
V,6,7,931,6
V,6,8,22,7
V,6,9,1911,8
V,6,10,641,9
T,7,20000,20000
V,7,1,350
V,7,2,1001,1
V,7,3,3697,2
V,7,4,3063,3
V,7,5,1126,4
V,7,6,3587,5
V,7,7,3615,6
V,7,8,1440,7
V,7,9,708,8
T,8,20000,20000
V,8,1,2961
V,8,2,179,1
V,8,3,1803,2
V,8,4,1291,3
V,8,5,3521,4
V,8,6,826,5
V,8,7,5753,6
V,8,8,2585,7
T,9,20000,20000
V,9,1,1785
V,9,2,3678,1
V,9,3,4154,2
V,9,4,35,3
V,9,5,5108,4
V,9,6,2753,5
V,9,7,691,6
V,9,8,3,7
V,9,9,233,8
V,9,10,406,9
T,10,20000,20000
V,10,1,551
V,10,2,163,1
V,10,3,68,2
V,10,4,97,3
V,10,5,9,4
V,10,6,188,5
V,10,7,311,6
V,10,8,212,7
V,10,9,38,8
V,10,10,691,9
T,11,20000,20000
V,11,1,638
V,11,2,2596,1
V,11,3,4645,2
V,11,4,1588,3
V,11,5,233,4
V,11,6,985,5
V,11,7,1906,6
V,11,8,1162,7
T,12,20000,20000
V,12,1,10
V,12,2,75,1
V,12,3,242,2
V,12,4,185,3
V,12,5,129,4
V,12,6,129,5
V,12,7,42,6
T,13,20000,20000
V,13,1,124
V,13,2,196,1
V,13,3,114,2
V,13,4,102,3
V,13,5,7,4
V,13,6,158,5
V,13,7,9,6
V,13,8,14,7
V,13,9,139,8
V,13,10,32,9
T,14,100000,100000
V,14,1,9324
V,14,2,1667,1
V,14,3,5764,2
V,14,4,6152,3
V,14,5,76,4
V,14,6,442,5
V,14,7,6258,6
V,14,8,936,7
T,15,100000,100000
V,15,1,4236
V,15,2,1074,1
V,15,3,794,2
V,15,4,3041,3
V,15,5,76,4
V,15,6,3540,5
V,15,7,727,6
V,15,8,524,7
V,15,9,85,8
T,16,200000,200000
V,16,1,966
V,16,2,20145,1
V,16,3,15576,2
V,16,4,20592,3
V,16,5,26483,4
