T,1,1000,1000
V,1,1,2
V,1,2,70,1
V,1,3,5,2
V,1,4,62,3
V,1,5,11,4
V,1,6,1,5
V,1,7,9,6
V,1,8,9,7
V,1,9,11,8
V,1,10,3,9
T,2,2000,2000
V,2,1,418
V,2,2,369,1
V,2,3,49,2
V,2,4,15,3
V,2,5,321,4
V,2,6,3,5
V,2,7,505,6
V,2,8,160,7
T,3,5000,5000
V,3,1,530
V,3,2,950,1
V,3,3,407,2
V,3,4,369,3
V,3,5,240,4
T,4,10000,10000
V,4,1,420
V,4,2,38,1
V,4,3,99,2
V,4,4,298,3
V,4,5,907,4
V,4,6,55,5
T,5,10000,10000
V,5,1,993
V,5,2,456,1
V,5,3,366,2
V,5,4,1842,3
V,5,5,2096,4
V,5,6,348,5
V,5,7,3139,6
T,6,10000,10000
V,6,1,28
V,6,2,2317,1
V,6,3,1956,2
V,6,4,18,3
V,6,5,2425,4
V,6,6,588,5
T,7,10000,10000
V,7,1,2491
V,7,2,951,1
V,7,3,638,2
V,7,4,1090,3
V,7,5,645,4
V,7,6,106,5
V,7,7,1192,6
V,7,8,2062,7
T,8,10000,10000
V,8,1,535
V,8,2,903,1
V,8,3,1423,2
V,8,4,544,3
V,8,5,524,4
V,8,6,838,5
V,8,7,262,6
T,9,10000,10000
V,9,1,45
V,9,2,624,1
V,9,3,179,2
V,9,4,491,3
V,9,5,352,4
V,9,6,3,5
V,9,7,6,6
V,9,8,226,7
T,10,10000,10000
V,10,1,819
V,10,2,606,1
V,10,3,735,2
V,10,4,113,3
V,10,5,717,4
V,10,6,18,5
T,11,10000,10000
V,11,1,42
V,11,2,1,1
V,11,3,17,2
V,11,4,25,3
V,11,5,32,4
V,11,6,131,5
V,11,7,13,6
T,12,10000,10000
V,12,1,2776
V,12,2,2022,1
V,12,3,243,2
V,12,4,397,3
V,12,5,766,4
T,13,20000,20000
V,13,1,170
V,13,2,13,1
V,13,3,464,2
V,13,4,146,3
V,13,5,103,4
V,13,6,59,5
V,13,7,293,6
V,13,8,85,7
V,13,9,257,8
T,14,20000,20000
V,14,1,4232
V,14,2,2553,1
V,14,3,671,2
V,14,4,758,3
V,14,5,3643,4
V,14,6,2465,5
T,15,20000,20000
V,15,1,2276
V,15,2,40,1
V,15,3,5956,2
V,15,4,4991,3
V,15,5,483,4
V,15,6,1071,5
V,15,7,1615,6
T,16,50000,50000
V,16,1,746
V,16,2,3318,1
V,16,3,3189,2
V,16,4,1408,3
V,16,5,9647,4
V,16,6,1759,5
V,16,7,7580,6
V,16,8,5451,7
V,16,9,1040,8
V,16,10,3726,9
T,17,100000,100000
V,17,1,3166
V,17,2,15628,1
V,17,3,3501,2
V,17,4,16861,3
V,17,5,20833,4
V,17,6,39766,5
T,18,100000,100000
V,18,1,4091
V,18,2,3082,1
V,18,3,3730,2
V,18,4,622,3
V,18,5,3970,4
V,18,6,990,5
V,18,7,935,6
V,18,8,2503,7
V,18,9,1054,8
V,18,10,908,9
T,19,100000,100000
V,19,1,19739
V,19,2,2179,1
V,19,3,2383,2
V,19,4,10711,3
V,19,5,5849,4
V,19,6,12226,5
V,19,7,7588,6
V,19,8,12090,7
V,19,9,8164,8
V,19,10,4074,9
T,20,100000,100000
V,20,1,1499
V,20,2,95,1
V,20,3,22,2
V,20,4,2088,3
V,20,5,1299,4
T,21,100000,100000
V,21,1,741
V,21,2,1139,1
V,21,3,2725,2
V,21,4,12224,3
V,21,5,4916,4
V,21,6,11859,5
T,22,100000,100000
V,22,1,291
V,22,2,233,1
V,22,3,3853,2
V,22,4,69,3
V,22,5,312,4
V,22,6,196,5
V,22,7,719,6
V,22,8,409,7
V,22,9,4246,8
V,22,10,5070,9
T,23,100000,100000
V,23,1,5106
V,23,2,2941,1
V,23,3,2283,2
V,23,4,2912,3
V,23,5,3863,4
V,23,6,657,5
T,24,100000,100000
V,24,1,255
V,24,2,355,1
V,24,3,1200,2
V,24,4,371,3
V,24,5,1772,4
V,24,6,105,5
V,24,7,192,6
V,24,8,323,7
V,24,9,668,8
